Matchday,Date,Time,Team 1,FT,HT,Team 2
4,Tue Aug 24 1993,?,Arsenal,2-1,?,Leeds United
4,Wed Aug 25 1993,?,Chelsea,2-0,?,QPR
4,Wed Aug 25 1993,?,West Ham,2-0,?,Sheffield Weds
4,Wed Aug 25 1993,?,Southampton,5-1,?,Swindon Town
4,Wed Aug 25 1993,?,Norwich City,1-0,?,Ipswich Town
4,Wed Aug 25 1993,?,Newcastle Utd,1-0,?,Everton
4,Wed Aug 25 1993,?,Liverpool,1-2,?,Tottenham
5,Fri Aug 27 1993,?,Manchester City,1-1,?,Coventry City
5,Sat Aug 28 1993,?,Norwich City,0-0,?,Swindon Town
5,Sat Aug 28 1993,?,Liverpool,2-0,?,Leeds United
5,Sat Aug 28 1993,?,Chelsea,1-1,?,Sheffield Weds
5,Sat Aug 28 1993,?,Sheffield Utd,1-1,?,Ipswich Town
5,Sat Aug 28 1993,?,Arsenal,2-0,?,Everton
5,Sat Aug 28 1993,?,West Ham,0-4,?,QPR
5,Sat Aug 28 1993,?,Oldham Athletic,1-1,?,Wimbledon
5,Sat Aug 28 1993,?,Southampton,1-3,?,Manchester Utd
5,Sat Aug 28 1993,?,Aston Villa,1-0,?,Tottenham
5,Sun Aug 29 1993,?,Newcastle Utd,1-1,?,Blackburn
6,Tue Aug 31 1993,?,Ipswich Town,1-1,?,Newcastle Utd
6,Tue Aug 31 1993,?,Wimbledon,1-0,?,Southampton
6,Tue Aug 31 1993,?,Everton,0-1,?,Aston Villa
6,Tue Aug 31 1993,?,Leeds United,1-0,?,Oldham Athletic
6,Wed Sep 1 1993,?,Sheffield Weds,3-3,?,Norwich City
6,Wed Sep 1 1993,?,Coventry City,1-0,?,Liverpool
6,Wed Sep 1 1993,?,Blackburn,1-1,?,Arsenal
6,Wed Sep 1 1993,?,Tottenham,1-1,?,Chelsea
6,Wed Sep 1 1993,?,Manchester Utd,3-0,?,West Ham
6,Wed Sep 1 1993,?,QPR,2-1,?,Sheffield Utd
6,Wed Sep 1 1993,?,Swindon Town,1-3,?,Manchester City
7,Sat Sep 11 1993,?,Manchester City,3-0,?,QPR
7,Sat Sep 11 1993,?,West Ham,0-0,?,Swindon Town
7,Sat Sep 11 1993,?,Sheffield Utd,2-2,?,Tottenham
7,Sat Sep 11 1993,?,Arsenal,4-0,?,Ipswich Town
7,Sat Sep 11 1993,?,Southampton,0-2,?,Leeds United
7,Sat Sep 11 1993,?,Oldham Athletic,0-1,?,Everton
7,Sat Sep 11 1993,?,Aston Villa,0-0,?,Coventry City
7,Sat Sep 11 1993,?,Chelsea,1-0,?,Manchester Utd
7,Sat Sep 11 1993,?,Norwich City,0-1,?,Wimbledon
7,Sun Sep 12 1993,?,Liverpool,0-1,?,Blackburn
7,Mon Sep 13 1993,?,Newcastle Utd,4-2,?,Sheffield Weds
8,Sat Sep 18 1993,?,Leeds United,2-1,?,Sheffield Utd
8,Sat Sep 18 1993,?,Blackburn,0-2,?,West Ham
8,Sat Sep 18 1993,?,Sheffield Weds,2-0,?,Southampton
8,Sat Sep 18 1993,?,Ipswich Town,1-2,?,Aston Villa
8,Sat Sep 18 1993,?,Tottenham,5-0,?,Oldham Athletic
8,Sat Sep 18 1993,?,QPR,2-2,?,Norwich City
8,Sat Sep 18 1993,?,Everton,2-0,?,Liverpool
8,Sat Sep 18 1993,?,Coventry City,1-1,?,Chelsea
8,Sat Sep 18 1993,?,Swindon Town,2-2,?,Newcastle Utd
8,Sun Sep 19 1993,?,Manchester Utd,1-0,?,Arsenal
8,Mon Sep 20 1993,?,Wimbledon,1-0,?,Manchester City
9,Sat Sep 25 1993,?,Blackburn,1-1,?,Sheffield Weds
9,Sat Sep 25 1993,?,Sheffield Utd,0-1,?,Manchester City
9,Sat Sep 25 1993,?,Chelsea,1-0,?,Liverpool
9,Sat Sep 25 1993,?,Oldham Athletic,1-1,?,Aston Villa
9,Sat Sep 25 1993,?,Coventry City,0-2,?,Leeds United
9,Sat Sep 25 1993,?,Everton,1-5,?,Norwich City
9,Sat Sep 25 1993,?,Manchester Utd,4-2,?,Swindon Town
9,Sat Sep 25 1993,?,Newcastle Utd,2-0,?,West Ham
9,Sat Sep 25 1993,?,Arsenal,1-0,?,Southampton
9,Sun Sep 26 1993,?,Ipswich Town,2-2,?,Tottenham
9,Mon Sep 27 1993,?,Wimbledon,1-1,?,QPR
10,Sat Oct 2 1993,?,Southampton,3-3,?,Sheffield Utd
10,Sat Oct 2 1993,?,Swindon Town,1-3,?,Blackburn
10,Sat Oct 2 1993,?,Leeds United,4-0,?,Wimbledon
10,Sat Oct 2 1993,?,Sheffield Weds,2-3,?,Manchester Utd
10,Sat Oct 2 1993,?,Norwich City,1-0,?,Coventry City
10,Sat Oct 2 1993,?,Liverpool,0-0,?,Arsenal
10,Sat Oct 2 1993,?,Aston Villa,0-2,?,Newcastle Utd
10,Sat Oct 2 1993,?,West Ham,1-0,?,Chelsea
10,Sat Oct 2 1993,?,QPR,3-0,?,Ipswich Town
10,Sun Oct 3 1993,?,Tottenham,3-2,?,Everton
10,Mon Oct 4 1993,?,Manchester City,1-1,?,Oldham Athletic
11,Sat Oct 16 1993,?,Arsenal,0-0,?,Manchester City
11,Sat Oct 16 1993,?,West Ham,0-0,?,Aston Villa
11,Sat Oct 16 1993,?,Chelsea,1-2,?,Norwich City
11,Sat Oct 16 1993,?,Newcastle Utd,1-2,?,QPR
11,Sat Oct 16 1993,?,Sheffield Weds,2-2,?,Wimbledon
11,Sat Oct 16 1993,?,Manchester Utd,2-1,?,Tottenham
11,Sat Oct 16 1993,?,Swindon Town,1-1,?,Everton
11,Sat Oct 16 1993,?,Coventry City,1-1,?,Southampton
11,Sat Oct 16 1993,?,Liverpool,2-1,?,Oldham Athletic
11,Sun Oct 17 1993,?,Ipswich Town,0-0,?,Leeds United
11,Mon Oct 18 1993,?,Blackburn,0-0,?,Sheffield Utd
12,Sat Oct 23 1993,?,Everton,0-1,?,Manchester Utd
12,Sat Oct 23 1993,?,Norwich City,0-0,?,West Ham
12,Sat Oct 23 1993,?,Leeds United,3-3,?,Blackburn
12,Sat Oct 23 1993,?,Sheffield Utd,1-1,?,Sheffield Weds
12,Sat Oct 23 1993,?,Oldham Athletic,0-0,?,Arsenal
12,Sat Oct 23 1993,?,Tottenham,1-1,?,Swindon Town
12,Sat Oct 23 1993,?,Aston Villa,1-0,?,Chelsea
12,Sat Oct 23 1993,?,QPR,5-1,?,Coventry City
12,Sat Oct 23 1993,?,Manchester City,1-1,?,Liverpool
12,Sun Oct 24 1993,?,Southampton,2-1,?,Newcastle Utd
12,Mon Oct 25 1993,?,Wimbledon,0-2,?,Ipswich Town
13,Sat Oct 30 1993,?,Manchester Utd,2-1,?,QPR
13,Sat Oct 30 1993,?,Blackburn,1-0,?,Tottenham
13,Sat Oct 30 1993,?,Chelsea,0-1,?,Oldham Athletic
13,Sat Oct 30 1993,?,Sheffield Weds,3-3,?,Leeds United
13,Sat Oct 30 1993,?,Newcastle Utd,4-0,?,Wimbledon
13,Sat Oct 30 1993,?,Swindon Town,1-2,?,Aston Villa
13,Sat Oct 30 1993,?,Ipswich Town,0-2,?,Everton
13,Sat Oct 30 1993,?,Liverpool,4-2,?,Southampton
13,Sat Oct 30 1993,?,Arsenal,0-0,?,Norwich City
13,Sun Oct 31 1993,?,Coventry City,0-0,?,Sheffield Utd
13,Mon Nov 1 1993,?,West Ham,3-1,?,Manchester City
14,Sat Nov 6 1993,?,Leeds United,4-1,?,Chelsea
14,Sat Nov 6 1993,?,Sheffield Utd,1-2,?,Norwich City
14,Sat Nov 6 1993,?,Arsenal,1-2,?,Aston Villa
14,Sat Nov 6 1993,?,QPR,1-0,?,Blackburn
14,Sat Nov 6 1993,?,Liverpool,2-0,?,West Ham
14,Sat Nov 6 1993,?,Southampton,1-0,?,Tottenham
14,Sat Nov 6 1993,?,Wimbledon,3-0,?,Swindon Town
14,Sat Nov 6 1993,?,Ipswich Town,1-4,?,Sheffield Weds
14,Sat Nov 6 1993,?,Coventry City,2-1,?,Everton
14,Sun Nov 7 1993,?,Manchester City,2-3,?,Manchester Utd
14,Mon Nov 8 1993,?,Oldham Athletic,1-3,?,Newcastle Utd
15,Sat Nov 20 1993,?,Blackburn,2-0,?,Southampton
15,Sat Nov 20 1993,?,Swindon Town,2-2,?,Ipswich Town
15,Sat Nov 20 1993,?,West Ham,2-0,?,Oldham Athletic
15,Sat Nov 20 1993,?,Aston Villa,1-0,?,Sheffield Utd
15,Sat Nov 20 1993,?,Manchester Utd,3-1,?,Wimbledon
15,Sat Nov 20 1993,?,Tottenham,1-1,?,Leeds United
15,Sat Nov 20 1993,?,Chelsea,0-2,?,Arsenal
15,Sat Nov 20 1993,?,Everton,0-3,?,QPR
15,Sat Nov 20 1993,?,Norwich City,1-1,?,Manchester City
15,Sat Nov 20 1993,?,Sheffield Weds,0-0,?,Coventry City
15,Sun Nov 21 1993,?,Newcastle Utd,3-0,?,Liverpool
16,Mon Nov 22 1993,?,Chelsea,0-0,?,Manchester City
16,Tue Nov 23 1993,?,Everton,1-1,?,Leeds United
16,Tue Nov 23 1993,?,Blackburn,2-1,?,Coventry City
16,Wed Nov 24 1993,?,Newcastle Utd,4-0,?,Sheffield Utd
16,Wed Nov 24 1993,?,West Ham,0-0,?,Arsenal
16,Wed Nov 24 1993,?,Aston Villa,0-2,?,Southampton
16,Wed Nov 24 1993,?,Manchester Utd,0-0,?,Ipswich Town
16,Wed Nov 24 1993,?,Tottenham,1-1,?,Wimbledon
16,Wed Nov 24 1993,?,Sheffield Weds,3-0,?,Oldham Athletic
16,Wed Nov 24 1993,?,Swindon Town,1-0,?,QPR
17,Sat Nov 27 1993,?,Sheffield Utd,1-0,?,Chelsea
17,Sat Nov 27 1993,?,Wimbledon,1-1,?,Everton
17,Sat Nov 27 1993,?,Leeds United,3-0,?,Swindon Town
17,Sat Nov 27 1993,?,Arsenal,2-1,?,Newcastle Utd
17,Sat Nov 27 1993,?,Oldham Athletic,2-1,?,Norwich City
17,Sat Nov 27 1993,?,QPR,1-1,?,Tottenham
17,Sat Nov 27 1993,?,Manchester City,1-3,?,Sheffield Weds
17,Sat Nov 27 1993,?,Coventry City,0-1,?,Manchester Utd
17,Sat Nov 27 1993,?,Ipswich Town,1-0,?,Blackburn
17,Sun Nov 28 1993,?,Liverpool,2-1,?,Aston Villa
17,Mon Nov 29 1993,?,Southampton,0-2,?,West Ham
18,Sat Dec 4 1993,?,Manchester Utd,2-2,?,Norwich City
18,Sat Dec 4 1993,?,Coventry City,1-0,?,Arsenal
18,Sat Dec 4 1993,?,Ipswich Town,0-0,?,Oldham Athletic
18,Sat Dec 4 1993,?,Sheffield Weds,3-1,?,Liverpool
18,Sat Dec 4 1993,?,Leeds United,3-2,?,Manchester City
18,Sat Dec 4 1993,?,Everton,1-0,?,Southampton
18,Sat Dec 4 1993,?,Tottenham,1-2,?,Newcastle Utd
18,Sat Dec 4 1993,?,Wimbledon,1-2,?,West Ham
18,Sat Dec 4 1993,?,QPR,2-2,?,Aston Villa
18,Sat Dec 4 1993,?,Swindon Town,0-0,?,Sheffield Utd
18,Sun Dec 5 1993,?,Blackburn,2-0,?,Chelsea
19,Mon Dec 6 1993,?,Arsenal,1-1,?,Tottenham
19,Tue Dec 7 1993,?,Oldham Athletic,2-1,?,Swindon Town
19,Tue Dec 7 1993,?,Sheffield Utd,0-3,?,Manchester Utd
19,Wed Dec 8 1993,?,Manchester City,1-0,?,Everton
19,Wed Dec 8 1993,?,Liverpool,3-2,?,QPR
19,Wed Dec 8 1993,?,West Ham,0-1,?,Leeds United
19,Wed Dec 8 1993,?,Southampton,0-1,?,Ipswich Town
19,Wed Dec 8 1993,?,Aston Villa,2-2,?,Sheffield Weds
20,Sat Dec 11 1993,?,Aston Villa,0-1,?,Wimbledon
20,Sat Dec 11 1993,?,Southampton,0-1,?,QPR
20,Sat Dec 11 1993,?,Manchester City,0-2,?,Tottenham
20,Sat Dec 11 1993,?,Newcastle Utd,1-1,?,Manchester Utd
20,Sat Dec 11 1993,?,Oldham Athletic,1-2,?,Blackburn
20,Sat Dec 11 1993,?,Chelsea,1-1,?,Ipswich Town
20,Sat Dec 11 1993,?,West Ham,3-2,?,Coventry City
20,Sat Dec 11 1993,?,Sheffield Utd,0-0,?,Everton
20,Sat Dec 11 1993,?,Liverpool,2-2,?,Swindon Town
20,Sun Dec 12 1993,?,Arsenal,1-0,?,Sheffield Weds
20,Mon Dec 13 1993,?,Norwich City,2-1,?,Leeds United
21,Sat Dec 18 1993,?,Sheffield Weds,5-0,?,West Ham
21,Sat Dec 18 1993,?,Ipswich Town,2-1,?,Norwich City
21,Sat Dec 18 1993,?,Tottenham,3-3,?,Liverpool
21,Sat Dec 18 1993,?,Blackburn,2-0,?,Manchester City
21,Sat Dec 18 1993,?,Coventry City,1-1,?,Oldham Athletic
21,Sat Dec 18 1993,?,Swindon Town,2-1,?,Southampton
21,Sat Dec 18 1993,?,Everton,0-2,?,Newcastle Utd
21,Sat Dec 18 1993,?,Leeds United,2-1,?,Arsenal
21,Sat Dec 18 1993,?,Wimbledon,2-0,?,Sheffield Utd
21,Sun Dec 19 1993,?,Manchester Utd,3-1,?,Aston Villa
22,Wed Dec 22 1993,?,Newcastle Utd,1-1,?,Leeds United
22,Sun Dec 26 1993,?,Sheffield Utd,0-0,?,Liverpool
22,Sun Dec 26 1993,?,Wimbledon,1-2,?,Coventry City
22,Sun Dec 26 1993,?,Manchester Utd,1-1,?,Blackburn
22,Mon Dec 27 1993,?,Southampton,3-1,?,Chelsea
22,Mon Dec 27 1993,?,Ipswich Town,1-1,?,West Ham
22,Mon Dec 27 1993,?,Swindon Town,0-4,?,Arsenal
22,Mon Dec 27 1993,?,QPR,2-0,?,Oldham Athletic
22,Mon Dec 27 1993,?,Everton,0-2,?,Sheffield Weds
22,Mon Dec 27 1993,?,Tottenham,1-3,?,Norwich City
23,Tue Dec 28 1993,?,Liverpool,1-1,?,Wimbledon
23,Tue Dec 28 1993,?,Chelsea,1-0,?,Newcastle Utd
23,Tue Dec 28 1993,?,West Ham,1-3,?,Tottenham
23,Tue Dec 28 1993,?,Manchester City,1-1,?,Southampton
23,Wed Dec 29 1993,?,Arsenal,3-0,?,Sheffield Utd
23,Wed Dec 29 1993,?,Oldham Athletic,2-5,?,Manchester Utd
23,Wed Dec 29 1993,?,Norwich City,1-2,?,Aston Villa
23,Wed Dec 29 1993,?,Blackburn,2-0,?,Everton
23,Wed Dec 29 1993,?,Leeds United,1-1,?,QPR
23,Wed Dec 29 1993,?,Sheffield Weds,3-3,?,Swindon Town
24,Sat Jan 1 1994,?,Everton,0-1,?,West Ham
24,Sat Jan 1 1994,?,Sheffield Utd,2-1,?,Oldham Athletic
24,Sat Jan 1 1994,?,Newcastle Utd,2-0,?,Manchester City
24,Sat Jan 1 1994,?,Wimbledon,0-3,?,Arsenal
24,Sat Jan 1 1994,?,Manchester Utd,0-0,?,Leeds United
24,Sat Jan 1 1994,?,QPR,1-2,?,Sheffield Weds
24,Sat Jan 1 1994,?,Aston Villa,0-1,?,Blackburn
24,Sat Jan 1 1994,?,Southampton,0-1,?,Norwich City
24,Sat Jan 1 1994,?,Swindon Town,1-3,?,Chelsea
24,Sat Jan 1 1994,?,Tottenham,1-2,?,Coventry City
24,Sat Jan 1 1994,?,Ipswich Town,1-2,?,Liverpool
25,Mon Jan 3 1994,?,Coventry City,1-1,?,Swindon Town
25,Mon Jan 3 1994,?,Arsenal,0-0,?,QPR
25,Mon Jan 3 1994,?,West Ham,0-0,?,Sheffield Utd
25,Mon Jan 3 1994,?,Sheffield Weds,1-0,?,Tottenham
25,Mon Jan 3 1994,?,Chelsea,4-2,?,Everton
25,Tue Jan 4 1994,?,Norwich City,1-2,?,Newcastle Utd
25,Tue Jan 4 1994,?,Liverpool,3-3,?,Manchester Utd
26,Sat Jan 15 1994,?,Tottenham,0-1,?,Manchester Utd
26,Sat Jan 15 1994,?,Sheffield Utd,1-2,?,Blackburn
26,Sat Jan 15 1994,?,Norwich City,1-1,?,Chelsea
26,Sat Jan 15 1994,?,Manchester City,0-0,?,Arsenal
26,Sat Jan 15 1994,?,Everton,6-2,?,Swindon Town
26,Sat Jan 15 1994,?,Aston Villa,3-1,?,West Ham
26,Sat Jan 15 1994,?,Southampton,1-0,?,Coventry City
26,Sat Jan 15 1994,?,Leeds United,0-0,?,Ipswich Town
26,Sat Jan 15 1994,?,Wimbledon,2-1,?,Sheffield Weds
26,Sat Jan 15 1994,?,Oldham Athletic,0-3,?,Liverpool
26,Sun Jan 16 1994,?,QPR,1-2,?,Newcastle Utd
27,Sat Jan 22 1994,?,Liverpool,2-1,?,Manchester City
27,Sat Jan 22 1994,?,Chelsea,1-1,?,Aston Villa
27,Sat Jan 22 1994,?,Newcastle Utd,1-2,?,Southampton
27,Sat Jan 22 1994,?,Swindon Town,2-1,?,Tottenham
27,Sat Jan 22 1994,?,Sheffield Weds,3-1,?,Sheffield Utd
27,Sat Jan 22 1994,?,Arsenal,1-1,?,Oldham Athletic
27,Sat Jan 22 1994,?,Coventry City,0-1,?,QPR
27,Sat Jan 22 1994,?,Manchester Utd,1-0,?,Everton
27,Sat Jan 22 1994,?,Ipswich Town,0-0,?,Wimbledon
27,Sun Jan 23 1994,?,Blackburn,2-1,?,Leeds United
27,Mon Jan 24 1994,?,West Ham,3-3,?,Norwich City
23,Wed Feb 2 1994,?,Coventry City,1-0,?,Ipswich Town
16,Sat Feb 5 1994,?,Norwich City,2-2,?,Liverpool
28,Sat Feb 5 1994,?,Tottenham,1-3,?,Sheffield Weds
28,Sat Feb 5 1994,?,Swindon Town,3-1,?,Coventry City
28,Sat Feb 5 1994,?,Oldham Athletic,2-1,?,Southampton
28,Sat Feb 5 1994,?,Everton,4-2,?,Chelsea
28,Sat Feb 5 1994,?,Manchester City,2-1,?,Ipswich Town
28,Sat Feb 5 1994,?,Blackburn,3-0,?,Wimbledon
29,Sat Feb 5 1994,?,QPR,2-3,?,Manchester Utd
28,Sun Feb 6 1994,?,Aston Villa,1-0,?,Leeds United
29,Sat Feb 12 1994,?,Everton,0-0,?,Ipswich Town
29,Sat Feb 12 1994,?,Sheffield Utd,0-0,?,Coventry City
29,Sat Feb 12 1994,?,Aston Villa,5-0,?,Swindon Town
29,Sat Feb 12 1994,?,Wimbledon,4-2,?,Newcastle Utd
29,Sat Feb 12 1994,?,Tottenham,0-2,?,Blackburn
29,Sat Feb 12 1994,?,Manchester City,0-0,?,West Ham
29,Sat Feb 12 1994,?,Oldham Athletic,2-1,?,Chelsea
29,Sun Feb 13 1994,?,Norwich City,1-1,?,Arsenal
29,Mon Feb 14 1994,?,Southampton,4-2,?,Liverpool
30,Sat Feb 19 1994,?,Blackburn,1-0,?,Newcastle Utd
30,Sat Feb 19 1994,?,Everton,1-1,?,Arsenal
30,Sat Feb 19 1994,?,Swindon Town,3-3,?,Norwich City
30,Sat Feb 19 1994,?,Leeds United,2-0,?,Liverpool
30,Sat Feb 19 1994,?,Coventry City,4-0,?,Manchester City
19,Tue Feb 22 1994,?,Norwich City,2-2,?,Blackburn
22,Tue Feb 22 1994,?,Aston Villa,0-0,?,Manchester City
30,Tue Feb 22 1994,?,Ipswich Town,3-2,?,Sheffield Utd
19,Wed Feb 23 1994,?,Newcastle Utd,4-0,?,Coventry City
31,Sat Feb 26 1994,?,Southampton,1-0,?,Wimbledon
31,Sat Feb 26 1994,?,Manchester City,2-1,?,Swindon Town
31,Sat Feb 26 1994,?,Liverpool,1-0,?,Coventry City
31,Sat Feb 26 1994,?,West Ham,2-2,?,Manchester Utd
31,Sat Feb 26 1994,?,Arsenal,1-0,?,Blackburn
31,Sat Feb 26 1994,?,Norwich City,1-1,?,Sheffield Weds
31,Sun Feb 27 1994,?,Chelsea,4-3,?,Tottenham
31,Mon Feb 28 1994,?,Oldham Athletic,1-1,?,Leeds United
30,Wed Mar 2 1994,?,Tottenham,1-1,?,Aston Villa
32,Sat Mar 5 1994,?,Swindon Town,1-1,?,West Ham
32,Sat Mar 5 1994,?,Blackburn,2-0,?,Liverpool
32,Sat Mar 5 1994,?,Leeds United,0-0,?,Southampton
32,Sat Mar 5 1994,?,Manchester Utd,0-1,?,Chelsea
32,Sat Mar 5 1994,?,QPR,1-1,?,Manchester City
32,Sat Mar 5 1994,?,Everton,2-1,?,Oldham Athletic
32,Sat Mar 5 1994,?,Ipswich Town,1-5,?,Arsenal
32,Sat Mar 5 1994,?,Sheffield Weds,0-1,?,Newcastle Utd
32,Sat Mar 5 1994,?,Tottenham,2-2,?,Sheffield Utd
32,Sat Mar 5 1994,?,Wimbledon,3-1,?,Norwich City
32,Sun Mar 6 1994,?,Coventry City,0-1,?,Aston Villa
33,Sat Mar 12 1994,?,Aston Villa,0-1,?,Ipswich Town
33,Sat Mar 12 1994,?,Manchester City,0-1,?,Wimbledon
33,Sat Mar 12 1994,?,Southampton,1-1,?,Sheffield Weds
33,Sat Mar 12 1994,?,Newcastle Utd,7-1,?,Swindon Town
33,Sat Mar 12 1994,?,Norwich City,3-4,?,QPR
33,Sun Mar 13 1994,?,Sheffield Utd,2-2,?,Leeds United
33,Sun Mar 13 1994,?,Liverpool,2-1,?,Everton
19,Wed Mar 16 1994,?,Chelsea,2-0,?,Wimbledon
25,Wed Mar 16 1994,?,Leeds United,2-0,?,Aston Villa
31,Wed Mar 16 1994,?,Sheffield Utd,1-1,?,QPR
35,Wed Mar 16 1994,?,Manchester Utd,5-0,?,Sheffield Weds
34,Sat Mar 19 1994,?,Manchester City,0-0,?,Sheffield Utd
34,Sat Mar 19 1994,?,Liverpool,2-1,?,Chelsea
34,Sat Mar 19 1994,?,West Ham,2-4,?,Newcastle Utd
34,Sat Mar 19 1994,?,Swindon Town,2-2,?,Manchester Utd
34,Sat Mar 19 1994,?,Leeds United,1-0,?,Coventry City
34,Sat Mar 19 1994,?,QPR,1-0,?,Wimbledon
34,Sat Mar 19 1994,?,Aston Villa,1-2,?,Oldham Athletic
34,Sat Mar 19 1994,?,Tottenham,1-1,?,Ipswich Town
34,Sat Mar 19 1994,?,Southampton,0-4,?,Arsenal
34,Sun Mar 20 1994,?,Sheffield Weds,1-2,?,Blackburn
34,Mon Mar 21 1994,?,Norwich City,3-0,?,Everton
33,Tue Mar 22 1994,?,Arsenal,2-2,?,Manchester Utd
31,Wed Mar 23 1994,?,Newcastle Utd,2-0,?,Ipswich Town
35,Sat Mar 26 1994,?,Blackburn,3-1,?,Swindon Town
35,Sat Mar 26 1994,?,Everton,0-1,?,Tottenham
35,Sat Mar 26 1994,?,Coventry City,2-1,?,Norwich City
35,Sat Mar 26 1994,?,Sheffield Utd,0-0,?,Southampton
35,Sat Mar 26 1994,?,Wimbledon,1-0,?,Leeds United
35,Sat Mar 26 1994,?,Arsenal,1-0,?,Liverpool
35,Sat Mar 26 1994,?,Chelsea,2-0,?,West Ham
35,Sat Mar 26 1994,?,Oldham Athletic,0-0,?,Manchester City
35,Sat Mar 26 1994,?,Ipswich Town,1-3,?,QPR
28,Mon Mar 28 1994,?,Sheffield Utd,3-2,?,West Ham
25,Tue Mar 29 1994,?,Wimbledon,4-1,?,Blackburn
25,Tue Mar 29 1994,?,Ipswich Town,2-2,?,Manchester City
28,Tue Mar 29 1994,?,Newcastle Utd,3-0,?,Norwich City
25,Wed Mar 30 1994,?,Southampton,1-3,?,Oldham Athletic
28,Wed Mar 30 1994,?,Manchester Utd,1-0,?,Liverpool
30,Wed Mar 30 1994,?,Sheffield Weds,3-1,?,Chelsea
31,Wed Mar 30 1994,?,Aston Villa,0-0,?,Everton
36,Fri Apr 1 1994,?,Leeds United,1-1,?,Newcastle Utd
36,Sat Apr 2 1994,?,Oldham Athletic,4-1,?,QPR
36,Sat Apr 2 1994,?,Coventry City,1-2,?,Wimbledon
36,Sat Apr 2 1994,?,Manchester City,3-0,?,Aston Villa
36,Sat Apr 2 1994,?,Liverpool,1-2,?,Sheffield Utd
36,Sat Apr 2 1994,?,West Ham,2-1,?,Ipswich Town
36,Sat Apr 2 1994,?,Sheffield Weds,5-1,?,Everton
36,Sat Apr 2 1994,?,Norwich City,1-2,?,Tottenham
36,Sat Apr 2 1994,?,Chelsea,2-0,?,Southampton
36,Sat Apr 2 1994,?,Arsenal,1-1,?,Swindon Town
36,Sat Apr 2 1994,?,Blackburn,2-0,?,Manchester Utd
37,Mon Apr 4 1994,?,Manchester Utd,3-2,?,Oldham Athletic
37,Mon Apr 4 1994,?,Ipswich Town,0-2,?,Coventry City
37,Mon Apr 4 1994,?,Wimbledon,1-1,?,Liverpool
37,Mon Apr 4 1994,?,Southampton,0-1,?,Manchester City
37,Mon Apr 4 1994,?,Everton,0-3,?,Blackburn
37,Mon Apr 4 1994,?,Newcastle Utd,0-0,?,Chelsea
37,Mon Apr 4 1994,?,Aston Villa,0-0,?,Norwich City
37,Mon Apr 4 1994,?,Sheffield Utd,1-1,?,Arsenal
37,Mon Apr 4 1994,?,Tottenham,1-4,?,West Ham
37,Mon Apr 4 1994,?,QPR,0-4,?,Leeds United
