Round,Date,Team 1,FT,HT,Team 2
?,(Sun) 6 Aug 2017 (W31),CD Aves (1),0-2,0-1,Sporting CP (1)
?,(Sun) 6 Aug 2017 (W31),Vitória de Setúbal (1),1-1,1-0,Moreirense FC (1)
?,(Mon) 7 Aug 2017 (W32),CD Feirense (1),1-1,0-1,CD Tondela (1)
?,(Mon) 7 Aug 2017 (W32),Portimonense SC (1),2-1,0-1,Boavista FC (1)
?,(Mon) 7 Aug 2017 (W32),Rio Ave FC (1),1-0,1-0,Os Belenenses (1)
?,(Tue) 8 Aug 2017 (W32),CS Marítimo (1),1-0,0-0,FC Paços de Ferreira (1)
?,(Wed) 9 Aug 2017 (W32),SL Benfica (1),3-1,2-1,SC Braga (1)
?,(Wed) 9 Aug 2017 (W32),FC Porto (1),4-0,1-0,Estoril Praia (1)
?,(Thu) 10 Aug 2017 (W32),Vitória de Guimarães (1),3-2,2-0,GD Chaves (1)
?,(Fri) 11 Aug 2017 (W32),Sporting CP (2),1-0,0-0,Vitória de Setúbal (2)
?,(Sat) 12 Aug 2017 (W32),Os Belenenses (2),1-0,0-0,CS Marítimo (2)
?,(Sat) 12 Aug 2017 (W32),Boavista FC (2),1-2,0-1,Rio Ave FC (2)
?,(Sat) 12 Aug 2017 (W32),Moreirense FC (2),0-0,0-0,CD Feirense (2)
?,(Sun) 13 Aug 2017 (W32),FC Paços de Ferreira (2),2-2,0-2,CD Aves (2)
?,(Sun) 13 Aug 2017 (W32),SC Braga (2),2-1,1-1,Portimonense SC (2)
?,(Sun) 13 Aug 2017 (W32),CD Tondela (2),0-1,0-1,FC Porto (2)
?,(Mon) 14 Aug 2017 (W33),GD Chaves (2),0-1,0-0,SL Benfica (2)
?,(Mon) 14 Aug 2017 (W33),Estoril Praia (2),3-0,1-0,Vitória de Guimarães (2)
?,(Fri) 18 Aug 2017 (W33),Rio Ave FC (3),2-0,0-0,Portimonense SC (3)
?,(Sat) 19 Aug 2017 (W33),SL Benfica (3),5-0,3-0,Os Belenenses (3)
?,(Sat) 19 Aug 2017 (W33),Vitória de Guimarães (3),0-5,0-3,Sporting CP (3)
?,(Sat) 19 Aug 2017 (W33),CD Tondela (3),2-3,0-2,Estoril Praia (3)
?,(Sun) 20 Aug 2017 (W33),CD Aves (3),0-2,0-0,SC Braga (3)
?,(Sun) 20 Aug 2017 (W33),CS Marítimo (3),1-0,0-0,Boavista FC (3)
?,(Sun) 20 Aug 2017 (W33),FC Porto (3),3-0,2-0,Moreirense FC (3)
?,(Sun) 20 Aug 2017 (W33),Vitória de Setúbal (3),1-1,0-0,GD Chaves (3)
?,(Mon) 21 Aug 2017 (W34),CD Feirense (3),2-1,1-1,FC Paços de Ferreira (3)
?,(Fri) 25 Aug 2017 (W34),Os Belenenses (4),1-1,1-0,Vitória de Setúbal (4)
?,(Sat) 26 Aug 2017 (W34),GD Chaves (4),0-2,0-1,CD Feirense (4)
?,(Sat) 26 Aug 2017 (W34),Moreirense FC (4),0-3,0-1,CD Tondela (4)
?,(Sat) 26 Aug 2017 (W34),FC Paços de Ferreira (4),0-0,0-0,Vitória de Guimarães (4)
?,(Sat) 26 Aug 2017 (W34),Rio Ave FC (4),1-1,0-0,SL Benfica (4)
?,(Sun) 27 Aug 2017 (W34),Boavista FC (4),1-0,0-0,CD Aves (4)
?,(Sun) 27 Aug 2017 (W34),SC Braga (4),0-1,0-1,FC Porto (4)
?,(Sun) 27 Aug 2017 (W34),Sporting CP (4),2-1,2-0,Estoril Praia (4)
?,(Mon) 28 Aug 2017 (W35),Portimonense SC (4),1-2,0-0,CS Marítimo (4)
?,(Fri) 8 Sep 2017 (W36),SL Benfica (5),2-1,0-0,Portimonense SC (5)
?,(Fri) 8 Sep 2017 (W36),CD Feirense (5),2-3,0-0,Sporting CP (5)
?,(Sat) 9 Sep 2017 (W36),CS Marítimo (5),1-0,0-0,Rio Ave FC (5)
?,(Sat) 9 Sep 2017 (W36),FC Porto (5),3-0,0-0,GD Chaves (5)
?,(Sat) 9 Sep 2017 (W36),CD Tondela (5),2-2,1-0,FC Paços de Ferreira (5)
?,(Sun) 10 Sep 2017 (W36),Estoril Praia (5),0-2,0-1,Moreirense FC (5)
?,(Sun) 10 Sep 2017 (W36),Vitória de Guimarães (5),1-0,0-0,Boavista FC (5)
?,(Sun) 10 Sep 2017 (W36),Vitória de Setúbal (5),2-0,2-0,SC Braga (5)
?,(Mon) 11 Sep 2017 (W37),CD Aves (5),2-1,1-1,Os Belenenses (5)
?,(Fri) 15 Sep 2017 (W37),FC Paços de Ferreira (6),1-0,0-0,Vitória de Setúbal (6)
?,(Sat) 16 Sep 2017 (W37),Boavista FC (6),2-1,0-1,SL Benfica (6)
?,(Sat) 16 Sep 2017 (W37),CS Marítimo (6),2-1,2-0,CD Aves (6)
?,(Sat) 16 Sep 2017 (W37),Sporting CP (6),2-0,1-0,CD Tondela (6)
?,(Sun) 17 Sep 2017 (W37),Os Belenenses (6),2-1,0-0,Estoril Praia (6)
?,(Sun) 17 Sep 2017 (W37),Rio Ave FC (6),1-2,0-0,FC Porto (6)
?,(Sun) 17 Sep 2017 (W37),SC Braga (6),2-1,2-1,Vitória de Guimarães (6)
?,(Mon) 18 Sep 2017 (W38),GD Chaves (6),3-0,1-0,Moreirense FC (6)
?,(Mon) 18 Sep 2017 (W38),Portimonense SC (6),2-1,2-1,CD Feirense (6)
?,(Fri) 22 Sep 2017 (W38),FC Porto (7),5-2,3-1,Portimonense SC (7)
?,(Sat) 23 Sep 2017 (W38),SL Benfica (7),2-0,1-0,FC Paços de Ferreira (7)
?,(Sat) 23 Sep 2017 (W38),Estoril Praia (7),0-2,0-1,GD Chaves (7)
?,(Sat) 23 Sep 2017 (W38),Moreirense FC (7),1-1,1-0,Sporting CP (7)
?,(Sun) 24 Sep 2017 (W38),CD Aves (7),0-0,0-0,Rio Ave FC (7)
?,(Sun) 24 Sep 2017 (W38),CD Feirense (7),1-4,0-3,Os Belenenses (7)
?,(Sun) 24 Sep 2017 (W38),Vitória de Guimarães (7),2-1,1-1,CS Marítimo (7)
?,(Sun) 24 Sep 2017 (W38),CD Tondela (7),1-2,1-1,SC Braga (7)
?,(Mon) 25 Sep 2017 (W39),Vitória de Setúbal (7),1-1,0-0,Boavista FC (7)
?,(Fri) 29 Sep 2017 (W39),GD Chaves (8),1-1,1-1,CD Tondela (8)
?,(Sat) 30 Sep 2017 (W39),Boavista FC (8),1-0,1-0,CD Feirense (8)
?,(Sat) 30 Sep 2017 (W39),FC Paços de Ferreira (8),3-2,2-1,Moreirense FC (8)
?,(Sat) 30 Sep 2017 (W39),Portimonense SC (8),2-2,1-1,CD Aves (8)
?,(Sat) 30 Sep 2017 (W39),Rio Ave FC (8),2-1,0-0,Vitória de Setúbal (8)
?,(Sun) 1 Oct 2017 (W39),Os Belenenses (8),1-0,1-0,Vitória de Guimarães (8)
?,(Sun) 1 Oct 2017 (W39),CS Marítimo (8),1-1,0-1,SL Benfica (8)
?,(Sun) 1 Oct 2017 (W39),SC Braga (8),6-0,2-0,Estoril Praia (8)
?,(Sun) 1 Oct 2017 (W39),Sporting CP (8),0-0,0-0,FC Porto (8)
?,(Fri) 20 Oct 2017 (W42),Estoril Praia (9),0-3,0-2,Boavista FC (9)
?,(Sat) 21 Oct 2017 (W42),CD Feirense (9),1-0,1-0,Rio Ave FC (9)
?,(Sat) 21 Oct 2017 (W42),FC Porto (9),6-1,4-1,FC Paços de Ferreira (9)
?,(Sat) 21 Oct 2017 (W42),Vitória de Setúbal (9),3-1,0-1,CS Marítimo (9)
?,(Sun) 22 Oct 2017 (W42),CD Aves (9),1-3,0-1,SL Benfica (9)
?,(Sun) 22 Oct 2017 (W42),Sporting CP (9),5-1,3-0,GD Chaves (9)
?,(Sun) 22 Oct 2017 (W42),CD Tondela (9),2-0,0-0,Os Belenenses (9)
?,(Mon) 23 Oct 2017 (W43),Vitória de Guimarães (9),3-3,1-3,Portimonense SC (9)
?,(Mon) 23 Oct 2017 (W43),Moreirense FC (9),0-1,0-0,SC Braga (9)
?,(Fri) 27 Oct 2017 (W43),SL Benfica (10),1-0,1-0,CD Feirense (10)
?,(Fri) 27 Oct 2017 (W43),Rio Ave FC (10),0-1,0-0,Sporting CP (10)
?,(Sat) 28 Oct 2017 (W43),Os Belenenses (10),3-0,1-0,Moreirense FC (10)
?,(Sat) 28 Oct 2017 (W43),Boavista FC (10),0-3,0-0,FC Porto (10)
?,(Sat) 28 Oct 2017 (W43),CS Marítimo (10),2-0,1-0,CD Tondela (10)
?,(Sun) 29 Oct 2017 (W43),CD Aves (10),1-3,1-2,Vitória de Guimarães (10)
?,(Sun) 29 Oct 2017 (W43),FC Paços de Ferreira (10),1-0,1-0,Estoril Praia (10)
?,(Sun) 29 Oct 2017 (W43),SC Braga (10),1-0,0-0,GD Chaves (10)
?,(Mon) 30 Oct 2017 (W44),Portimonense SC (10),5-2,3-1,Vitória de Setúbal (10)
?,(Fri) 3 Nov 2017 (W44),Vitória de Setúbal (11),0-1,0-0,CD Aves (11)
?,(Sat) 4 Nov 2017 (W44),Estoril Praia (11),0-2,0-1,Rio Ave FC (11)
?,(Sat) 4 Nov 2017 (W44),Moreirense FC (11),1-1,1-1,Portimonense SC (11)
?,(Sat) 4 Nov 2017 (W44),FC Porto (11),2-0,1-0,Os Belenenses (11)
?,(Sat) 4 Nov 2017 (W44),CD Tondela (11),3-2,0-0,Boavista FC (11)
?,(Sun) 5 Nov 2017 (W44),GD Chaves (11),4-2,1-1,FC Paços de Ferreira (11)
?,(Sun) 5 Nov 2017 (W44),CD Feirense (11),0-1,0-1,CS Marítimo (11)
?,(Sun) 5 Nov 2017 (W44),Vitória de Guimarães (11),1-3,0-1,SL Benfica (11)
?,(Sun) 5 Nov 2017 (W44),Sporting CP (11),2-2,0-0,SC Braga (11)
?,(Fri) 24 Nov 2017 (W47),Os Belenenses (12),0-1,0-1,GD Chaves (12)
?,(Sat) 25 Nov 2017 (W47),CD Aves (12),1-1,0-1,FC Porto (12)
?,(Sat) 25 Nov 2017 (W47),Boavista FC (12),1-0,1-0,Moreirense FC (12)
?,(Sat) 25 Nov 2017 (W47),Portimonense SC (12),2-0,1-0,CD Tondela (12)
