Matchday,Date,Time,Team 1,FT,HT,Team 2
1,Fri Jul 21 2017,20:30,Karlsruher,2-2,?,Osnabrück
1,Sat Jul 22 2017,14:00,Wehen,1-0,?,Carl Zeiss Jena
1,Sat Jul 22 2017,14:00,Wrd Bremen II,3-0,?,Unterhaching
1,Sat Jul 22 2017,14:00,Meppen,2-2,?,W'burg Kickers
1,Sat Jul 22 2017,14:00,Lotte,0-2,?,Hansa Rostock
1,Sat Jul 22 2017,14:00,Rot-Weiß Erfurt,1-1,?,Preußen Münster
1,Sat Jul 22 2017,14:00,Hallescher,4-4,?,Paderborn 07
1,Sat Jul 22 2017,14:00,Fortuna Köln,1-0,?,Aalen
1,Sun Jul 23 2017,14:00,Großaspach,4-1,?,Magdeburg
1,Sun Jul 23 2017,14:00,Chemnitzer FC,1-0,?,Zwickau
2,Fri Jul 28 2017,19:00,Unterhaching,3-2,?,Karlsruher
2,Fri Jul 28 2017,19:00,Osnabrück,0-4,?,Wehen
2,Sat Jul 29 2017,14:00,Aalen,2-1,?,Hallescher
2,Sat Jul 29 2017,14:00,Carl Zeiss Jena,0-2,?,Fortuna Köln
2,Sat Jul 29 2017,14:00,Zwickau,1-1,?,Lotte
2,Sat Jul 29 2017,14:00,Magdeburg,3-0,?,Rot-Weiß Erfurt
2,Sat Jul 29 2017,14:00,Preußen Münster,3-0,?,Meppen
2,Sat Jul 29 2017,14:00,Paderborn 07,3-2,?,Chemnitzer FC
2,Sat Jul 29 2017,14:00,Hansa Rostock,0-0,?,Großaspach
2,Sun Jul 30 2017,14:00,W'burg Kickers,1-1,?,Wrd Bremen II
3,Tue Aug 1 2017,19:00,Hallescher,0-2,?,Carl Zeiss Jena
3,Tue Aug 1 2017,19:00,Wehen,1-0,?,Unterhaching
3,Tue Aug 1 2017,19:00,Rot-Weiß Erfurt,0-1,?,Hansa Rostock
3,Tue Aug 1 2017,19:00,Großaspach,2-0,?,Zwickau
3,Tue Aug 1 2017,19:00,Lotte,1-2,?,Paderborn 07
3,Wed Aug 2 2017,19:00,Wrd Bremen II,2-0,?,Karlsruher
3,Wed Aug 2 2017,19:00,Chemnitzer FC,2-4,?,Aalen
3,Wed Aug 2 2017,19:00,Fortuna Köln,3-0,?,Osnabrück
3,Wed Aug 2 2017,19:00,Meppen,1-2,?,Magdeburg
3,Wed Aug 2 2017,19:00,W'burg Kickers,0-1,?,Preußen Münster
4,Fri Aug 4 2017,19:00,Zwickau,1-1,?,Rot-Weiß Erfurt
4,Sat Aug 5 2017,14:00,Preußen Münster,0-1,?,Wrd Bremen II
4,Sat Aug 5 2017,14:00,Unterhaching,2-2,?,Fortuna Köln
4,Sat Aug 5 2017,14:00,Karlsruher,2-1,?,Wehen
4,Sat Aug 5 2017,14:00,Paderborn 07,5-0,?,Großaspach
4,Sat Aug 5 2017,14:00,Carl Zeiss Jena,1-1,?,Chemnitzer FC
4,Sat Aug 5 2017,14:00,Aalen,3-0,?,Lotte
4,Sat Aug 5 2017,14:00,Hansa Rostock,1-2,?,Meppen
4,Sun Aug 6 2017,14:00,Osnabrück,3-3,?,Hallescher
4,Sun Aug 6 2017,14:00,Magdeburg,2-1,?,W'burg Kickers
5,Fri Aug 18 2017,19:00,Fortuna Köln,4-0,?,Karlsruher
5,Fri Aug 18 2017,19:00,Meppen,4-0,?,Zwickau
5,Sat Aug 19 2017,14:00,Wrd Bremen II,0-0,?,Wehen
5,Sat Aug 19 2017,14:00,Rot-Weiß Erfurt,0-1,?,Paderborn 07
5,Sat Aug 19 2017,14:00,Chemnitzer FC,0-0,?,Osnabrück
5,Sat Aug 19 2017,14:00,Preußen Münster,0-1,?,Magdeburg
5,Sat Aug 19 2017,14:00,Großaspach,0-0,?,Aalen
5,Sat Aug 19 2017,14:00,Hallescher,1-2,?,Unterhaching
5,Sun Aug 20 2017,14:00,W'burg Kickers,0-3,?,Hansa Rostock
5,Sun Aug 20 2017,14:00,Lotte,4-0,?,Carl Zeiss Jena
6,Fri Aug 25 2017,19:00,Paderborn 07,1-0,?,Meppen
6,Sat Aug 26 2017,14:00,Unterhaching,4-2,?,Chemnitzer FC
6,Sat Aug 26 2017,14:00,Osnabrück,1-0,?,Lotte
6,Sat Aug 26 2017,14:00,Karlsruher,1-1,?,Hallescher
6,Sat Aug 26 2017,14:00,Aalen,1-1,?,Rot-Weiß Erfurt
6,Sat Aug 26 2017,14:00,Carl Zeiss Jena,0-0,?,Großaspach
6,Sat Aug 26 2017,14:00,Wehen,1-1,?,Fortuna Köln
6,Sat Aug 26 2017,14:00,Magdeburg,4-1,?,Wrd Bremen II
6,Sun Aug 27 2017,14:00,Hansa Rostock,1-1,?,Preußen Münster
6,Sun Aug 27 2017,14:00,Zwickau,0-1,?,W'burg Kickers
7,Fri Sep 8 2017,19:00,Preußen Münster,0-2,?,Zwickau
7,Fri Sep 8 2017,19:00,Wrd Bremen II,1-2,?,Fortuna Köln
7,Sat Sep 9 2017,14:00,Großaspach,0-1,?,Osnabrück
7,Sat Sep 9 2017,14:00,Hallescher,2-1,?,Wehen
7,Sat Sep 9 2017,14:00,Lotte,2-1,?,Unterhaching
7,Sat Sep 9 2017,14:00,Chemnitzer FC,0-0,?,Karlsruher
7,Sat Sep 9 2017,14:00,W'burg Kickers,2-3,?,Paderborn 07
7,Sat Sep 9 2017,14:00,Rot-Weiß Erfurt,1-0,?,Carl Zeiss Jena
7,Sat Sep 9 2017,14:00,Magdeburg,2-0,?,Hansa Rostock
7,Sun Sep 10 2017,14:00,Meppen,1-1,?,Aalen
8,Fri Sep 15 2017,19:00,Zwickau,3-1,?,Magdeburg
8,Fri Sep 15 2017,19:00,Wehen,2-1,?,Chemnitzer FC
8,Fri Sep 15 2017,19:00,Osnabrück,0-1,?,Rot-Weiß Erfurt
