Matchday,Date,Time,Team 1,FT,HT,Team 2
1,Fri Aug 18 2017,20:30,Bayern Munich,3-1,?,Leverkusen
1,Sat Aug 19 2017,15:30,Hamburger SV,1-0,?,Augsburg
1,Sat Aug 19 2017,15:30,Hoffenheim,1-0,?,Werder Bremen
1,Sat Aug 19 2017,15:30,Wolfsburg,0-3,?,Dortmund
1,Sat Aug 19 2017,15:30,Hertha BSC,2-0,?,Stuttgart
1,Sat Aug 19 2017,15:30,Mainz 05,0-1,?,Hannover 96
1,Sat Aug 19 2017,18:30,Schalke 04,2-0,?,RB Leipzig
1,Sun Aug 20 2017,15:30,Freiburg,0-0,?,Eint Frankfurt
1,Sun Aug 20 2017,18:00,M'gladbach,1-0,?,Köln
2,Fri Aug 25 2017,20:30,Köln,1-3,?,Hamburger SV
2,Sat Aug 26 2017,15:30,Stuttgart,1-0,?,Mainz 05
2,Sat Aug 26 2017,15:30,Eint Frankfurt,0-1,?,Wolfsburg
2,Sat Aug 26 2017,15:30,Augsburg,2-2,?,M'gladbach
2,Sat Aug 26 2017,15:30,Leverkusen,2-2,?,Hoffenheim
2,Sat Aug 26 2017,15:30,Werder Bremen,0-2,?,Bayern Munich
2,Sat Aug 26 2017,18:30,Dortmund,2-0,?,Hertha BSC
2,Sun Aug 27 2017,15:30,RB Leipzig,4-1,?,Freiburg
2,Sun Aug 27 2017,18:00,Hannover 96,1-0,?,Schalke 04
3,Fri Sep 8 2017,20:30,Hamburger SV,0-2,?,RB Leipzig
3,Sat Sep 9 2017,15:30,M'gladbach,0-1,?,Eint Frankfurt
3,Sat Sep 9 2017,15:30,Augsburg,3-0,?,Köln
3,Sat Sep 9 2017,15:30,Wolfsburg,1-1,?,Hannover 96
3,Sat Sep 9 2017,15:30,Mainz 05,3-1,?,Leverkusen
3,Sat Sep 9 2017,15:30,Freiburg,0-0,?,Dortmund
3,Sat Sep 9 2017,18:30,Hoffenheim,2-0,?,Bayern Munich
3,Sun Sep 10 2017,15:30,Hertha BSC,1-1,?,Werder Bremen
3,Sun Sep 10 2017,18:00,Schalke 04,3-1,?,Stuttgart
4,Fri Sep 15 2017,20:30,Hannover 96,2-0,?,Hamburger SV
