Matchday,Date,Time,Team 1,FT,HT,Team 2
1,Sat Aug 19 2017,18:00,Juventus,3-0,?,Cagliari
1,Sat Aug 19 2017,20:45,Hellas Verona,1-3,?,Napoli
1,Sun Aug 20 2017,18:00,Atalanta,0-1,?,Roma
1,Sun Aug 20 2017,20:45,Sampdoria,2-1,?,Benevento
1,Sun Aug 20 2017,20:45,Udinese,1-2,?,Chievo
1,Sun Aug 20 2017,20:45,Bologna,1-1,?,Torino
1,Sun Aug 20 2017,20:45,Lazio,0-0,?,SPAL
1,Sun Aug 20 2017,20:45,Crotone,0-3,?,Milan
1,Sun Aug 20 2017,20:45,Sassuolo,0-0,?,Genoa
1,Sun Aug 20 2017,20:45,Inter,3-0,?,Fiorentina
2,Sat Aug 26 2017,18:00,Benevento,0-1,?,Bologna
2,Sat Aug 26 2017,18:00,Genoa,2-4,?,Juventus
2,Sat Aug 26 2017,20:45,Roma,1-3,?,Inter
2,Sun Aug 27 2017,18:00,Torino,3-0,?,Sassuolo
2,Sun Aug 27 2017,20:45,Fiorentina,1-2,?,Sampdoria
2,Sun Aug 27 2017,20:45,Chievo,1-2,?,Lazio
2,Sun Aug 27 2017,20:45,Crotone,0-0,?,Hellas Verona
2,Sun Aug 27 2017,20:45,Milan,2-1,?,Cagliari
2,Sun Aug 27 2017,20:45,SPAL,3-2,?,Udinese
2,Sun Aug 27 2017,20:45,Napoli,3-1,?,Atalanta
3,Sat Sep 9 2017,18:00,Juventus,3-0,?,Chievo
3,Sun Sep 10 2017,12:30,Inter,2-0,?,SPAL
3,Sun Sep 10 2017,15:00,Hellas Verona,0-5,?,Fiorentina
3,Sun Sep 10 2017,15:00,Cagliari,1-0,?,Crotone
3,Sun Sep 10 2017,15:00,Atalanta,2-1,?,Sassuolo
3,Sun Sep 10 2017,15:00,Udinese,1-0,?,Genoa
3,Sun Sep 10 2017,16:00,Lazio,4-1,?,Milan
3,Sun Sep 10 2017,18:00,Benevento,0-1,?,Torino
3,Sun Sep 10 2017,20:45,Bologna,0-3,?,Napoli
4,Sat Sep 16 2017,15:00,Crotone,0-2,?,Inter
4,Sat Sep 16 2017,18:00,Fiorentina,2-1,?,Bologna
4,Sat Sep 16 2017,20:45,Roma,3-0,?,Hellas Verona
4,Sun Sep 17 2017,12:30,Sassuolo,1-3,?,Juventus
4,Sun Sep 17 2017,15:00,Torino,2-2,?,Sampdoria
4,Sun Sep 17 2017,15:00,SPAL,0-2,?,Cagliari
4,Sun Sep 17 2017,15:00,Napoli,6-0,?,Benevento
4,Sun Sep 17 2017,15:00,Milan,2-1,?,Udinese
4,Sun Sep 17 2017,18:00,Chievo,1-1,?,Atalanta
4,Sun Sep 17 2017,20:45,Genoa,2-3,?,Lazio
5,Tue Sep 19 2017,20:45,Bologna,1-1,?,Inter
5,Wed Sep 20 2017,18:00,Benevento,0-4,?,Roma
5,Wed Sep 20 2017,20:45,Juventus,1-0,?,Fiorentina
5,Wed Sep 20 2017,20:45,Cagliari,0-1,?,Sassuolo
5,Wed Sep 20 2017,20:45,Udinese,2-3,?,Torino
5,Wed Sep 20 2017,20:45,Hellas Verona,0-0,?,Sampdoria
5,Wed Sep 20 2017,20:45,Milan,2-0,?,SPAL
5,Wed Sep 20 2017,20:45,Lazio,1-4,?,Napoli
5,Wed Sep 20 2017,20:45,Atalanta,5-1,?,Crotone
5,Wed Sep 20 2017,20:45,Genoa,1-1,?,Chievo
6,Sat Sep 23 2017,15:00,Roma,3-1,?,Udinese
6,Sat Sep 23 2017,18:00,SPAL,2-3,?,Napoli
6,Sat Sep 23 2017,20:45,Juventus,4-0,?,Torino
6,Sun Sep 24 2017,12:30,Sampdoria,2-0,?,Milan
6,Sun Sep 24 2017,15:00,Cagliari,0-2,?,Chievo
6,Sun Sep 24 2017,15:00,Hellas Verona,0-3,?,Lazio
6,Sun Sep 24 2017,15:00,Inter,1-0,?,Genoa
6,Sun Sep 24 2017,15:00,Crotone,2-0,?,Benevento
6,Sun Sep 24 2017,18:00,Sassuolo,0-1,?,Bologna
6,Sun Sep 24 2017,20:45,Fiorentina,1-1,?,Atalanta
7,Sat Sep 30 2017,18:00,Udinese,4-0,?,Sampdoria
7,Sat Sep 30 2017,20:45,Genoa,0-1,?,Bologna
7,Sun Oct 1 2017,12:30,Napoli,3-0,?,Cagliari
7,Sun Oct 1 2017,15:00,SPAL,1-1,?,Crotone
7,Sun Oct 1 2017,15:00,Lazio,6-1,?,Sassuolo
7,Sun Oct 1 2017,15:00,Torino,2-2,?,Hellas Verona
7,Sun Oct 1 2017,15:00,Benevento,1-2,?,Inter
7,Sun Oct 1 2017,15:00,Chievo,2-1,?,Fiorentina
7,Sun Oct 1 2017,18:00,Milan,0-2,?,Roma
7,Sun Oct 1 2017,20:45,Atalanta,2-2,?,Juventus
8,Sat Oct 14 2017,18:00,Juventus,1-2,?,Lazio
8,Sat Oct 14 2017,20:45,Roma,0-1,?,Napoli
8,Sun Oct 15 2017,12:30,Fiorentina,2-1,?,Udinese
8,Sun Oct 15 2017,15:00,Crotone,2-2,?,Torino
8,Sun Oct 15 2017,15:00,Bologna,2-1,?,SPAL
8,Sun Oct 15 2017,15:00,Sampdoria,3-1,?,Atalanta
8,Sun Oct 15 2017,15:00,Cagliari,2-3,?,Genoa
8,Sun Oct 15 2017,15:00,Sassuolo,0-0,?,Chievo
8,Sun Oct 15 2017,20:45,Inter,3-2,?,Milan
8,Mon Oct 16 2017,20:45,Hellas Verona,1-0,?,Benevento
9,Sat Oct 21 2017,18:00,Sampdoria,5-0,?,Crotone
9,Sat Oct 21 2017,20:45,Napoli,0-0,?,Inter
9,Sun Oct 22 2017,12:30,Chievo,3-2,?,Hellas Verona
9,Sun Oct 22 2017,15:00,SPAL,0-1,?,Sassuolo
9,Sun Oct 22 2017,15:00,Torino,0-1,?,Roma
9,Sun Oct 22 2017,15:00,Benevento,0-3,?,Fiorentina
9,Sun Oct 22 2017,15:00,Atalanta,1-0,?,Bologna
