Matchday,Date,Time,Team 1,FT,HT,Team 2
13,Sat Nov 19 2016,17:00,Paris S-G,2-0,?,Nantes
13,Sat Nov 19 2016,20:00,Nancy,1-0,?,Dijon
13,Sat Nov 19 2016,20:00,Bastia,1-1,?,Montpellier
13,Sat Nov 19 2016,20:00,Rennes,1-1,?,Angers
13,Sat Nov 19 2016,20:00,Toulouse,1-2,?,Metz
13,Sun Nov 20 2016,15:00,Guingamp,1-1,?,Bordeaux
13,Sun Nov 20 2016,17:00,Marseille,1-0,?,Caen
13,Sun Nov 20 2016,20:45,Saint-Étienne,0-1,?,Nice
14,Fri Nov 25 2016,20:45,Rennes,1-0,?,Toulouse
14,Sat Nov 26 2016,17:10,Monaco,4-0,?,Marseille
14,Sat Nov 26 2016,20:00,Montpellier,0-0,?,Nancy
14,Sat Nov 26 2016,20:00,Nantes,0-0,?,Lille
14,Sat Nov 26 2016,20:00,Caen,1-1,?,Guingamp
14,Sat Nov 26 2016,20:00,Metz,3-3,?,Lorient
14,Sat Nov 26 2016,20:00,Bordeaux,3-2,?,Dijon
14,Sun Nov 27 2016,15:00,Angers,1-2,?,Saint-Étienne
14,Sun Nov 27 2016,17:00,Nice,1-1,?,Bastia
14,Sun Nov 27 2016,20:45,Lyon,1-2,?,Paris S-G
15,Tue Nov 29 2016,19:00,Lille,4-2,?,Caen
15,Tue Nov 29 2016,19:00,Lorient,2-1,?,Rennes
15,Tue Nov 29 2016,21:00,Dijon,1-1,?,Monaco
15,Wed Nov 30 2016,19:00,Bastia,1-1,?,Bordeaux
15,Wed Nov 30 2016,19:00,Nantes,0-6,?,Lyon
15,Wed Nov 30 2016,19:00,Toulouse,1-0,?,Montpellier
15,Wed Nov 30 2016,19:00,Saint-Étienne,0-0,?,Marseille
15,Wed Nov 30 2016,19:00,Nancy,4-0,?,Metz
15,Wed Nov 30 2016,19:00,Guingamp,0-1,?,Nice
15,Wed Nov 30 2016,21:00,Paris S-G,2-0,?,Angers
16,Fri Dec 2 2016,20:45,Caen,3-3,?,Dijon
16,Sat Dec 3 2016,17:00,Montpellier,3-0,?,Paris S-G
16,Sat Dec 3 2016,20:00,Guingamp,2-0,?,Nantes
16,Sat Dec 3 2016,20:00,Monaco,5-0,?,Bastia
16,Sat Dec 3 2016,20:00,Angers,2-2,?,Lorient
16,Sat Dec 3 2016,20:00,Bordeaux,0-1,?,Lille
16,Sun Dec 4 2016,15:00,Rennes,2-0,?,Saint-Étienne
16,Sun Dec 4 2016,17:00,Marseille,3-0,?,Nancy
16,Sun Dec 4 2016,20:45,Nice,3-0,?,Toulouse
17,Sat Dec 10 2016,14:30,Dijon,1-2,?,Marseille
17,Sat Dec 10 2016,17:30,Bordeaux,0-4,?,Monaco
17,Sat Dec 10 2016,20:00,Toulouse,3-2,?,Lorient
17,Sat Dec 10 2016,20:00,Nancy,2-0,?,Angers
17,Sat Dec 10 2016,20:00,Lille,2-1,?,Montpellier
17,Sat Dec 10 2016,20:00,Bastia,2-0,?,Metz
17,Sun Dec 11 2016,15:00,Lyon,1-0,?,Rennes
17,Sun Dec 11 2016,17:00,Saint-Étienne,1-0,?,Guingamp
17,Sun Dec 11 2016,20:45,Paris S-G,2-2,?,Nice
18,Fri Dec 16 2016,20:45,Angers,0-2,?,Nantes
18,Sat Dec 17 2016,17:00,Guingamp,2-1,?,Paris S-G
18,Sat Dec 17 2016,20:00,Toulouse,1-1,?,Nancy
18,Sat Dec 17 2016,20:00,Lorient,2-1,?,Saint-Étienne
18,Sat Dec 17 2016,20:00,Rennes,1-2,?,Bastia
18,Sat Dec 17 2016,20:00,Montpellier,4-0,?,Bordeaux
18,Sun Dec 18 2016,14:30,Caen,3-0,?,Metz
18,Sun Dec 18 2016,15:00,Nice,2-1,?,Dijon
18,Sun Dec 18 2016,17:00,Marseille,2-0,?,Lille
18,Sun Dec 18 2016,20:45,Monaco,1-3,?,Lyon
19,Wed Dec 21 2016,20:50,Bordeaux,0-0,?,Nice
19,Wed Dec 21 2016,20:50,Dijon,2-0,?,Toulouse
19,Wed Dec 21 2016,20:50,Monaco,2-1,?,Caen
19,Wed Dec 21 2016,20:50,Bastia,1-2,?,Marseille
19,Wed Dec 21 2016,20:50,Paris S-G,5-0,?,Lorient
19,Wed Dec 21 2016,20:50,Lille,1-1,?,Rennes
19,Wed Dec 21 2016,20:50,Metz,2-2,?,Guingamp
19,Wed Dec 21 2016,20:50,Nantes,1-0,?,Montpellier
19,Wed Dec 21 2016,20:50,Lyon,2-0,?,Angers
19,Wed Dec 21 2016,20:50,Saint-Étienne,0-0,?,Nancy
20,Fri Jan 13 2017,20:45,Lille,1-1,?,Saint-Étienne
20,Sat Jan 14 2017,17:00,Rennes,0-1,?,Paris S-G
20,Sat Jan 14 2017,20:00,Montpellier,1-1,?,Dijon
20,Sat Jan 14 2017,20:00,Toulouse,0-1,?,Nantes
20,Sat Jan 14 2017,20:00,Angers,1-1,?,Bordeaux
20,Sat Jan 14 2017,20:00,Lorient,3-1,?,Guingamp
20,Sat Jan 14 2017,20:00,Nancy,1-0,?,Bastia
20,Sun Jan 15 2017,15:00,Nice,0-0,?,Metz
20,Sun Jan 15 2017,17:00,Caen,3-2,?,Lyon
20,Sun Jan 15 2017,21:00,Marseille,1-4,?,Monaco
17,Wed Jan 18 2017,20:00,Nantes,1-0,?,Caen
21,Fri Jan 20 2017,20:45,Bastia,1-1,?,Nice
21,Sat Jan 21 2017,17:00,Nantes,0-2,?,Paris S-G
21,Sat Jan 21 2017,20:00,Dijon,0-0,?,Lille
21,Sat Jan 21 2017,20:00,Bordeaux,1-0,?,Toulouse
21,Sat Jan 21 2017,20:00,Metz,2-0,?,Montpellier
21,Sat Jan 21 2017,20:00,Guingamp,1-1,?,Rennes
21,Sun Jan 22 2017,15:00,Monaco,4-0,?,Lorient
21,Sun Jan 22 2017,17:00,Saint-Étienne,2-1,?,Angers
21,Sun Jan 22 2017,21:00,Lyon,3-1,?,Marseille
22,Fri Jan 27 2017,20:45,Marseille,5-1,?,Montpellier
22,Sat Jan 28 2017,17:00,Lyon,1-2,?,Lille
22,Sat Jan 28 2017,20:00,Rennes,1-1,?,Nantes
22,Sat Jan 28 2017,20:00,Nancy,0-2,?,Bordeaux
22,Sat Jan 28 2017,20:00,Angers,2-1,?,Metz
22,Sat Jan 28 2017,20:00,Lorient,2-3,?,Dijon
22,Sat Jan 28 2017,20:00,Bastia,1-1,?,Caen
22,Sun Jan 29 2017,15:00,Nice,3-1,?,Guingamp
22,Sun Jan 29 2017,17:00,Toulouse,0-3,?,Saint-Étienne
22,Sun Jan 29 2017,21:00,Paris S-G,1-1,?,Monaco
23,Fri Feb 3 2017,20:45,Metz,1-0,?,Marseille
23,Sat Feb 4 2017,17:00,Monaco,3-0,?,Nice
23,Sat Feb 4 2017,20:00,Guingamp,0-1,?,Caen
23,Sat Feb 4 2017,20:00,Montpellier,2-1,?,Bastia
23,Sat Feb 4 2017,20:00,Lille,0-1,?,Lorient
23,Sat Feb 4 2017,20:00,Bordeaux,1-1,?,Rennes
23,Sat Feb 4 2017,20:00,Dijon,1-3,?,Paris S-G
23,Sun Feb 5 2017,15:00,Toulouse,4-0,?,Angers
23,Sun Feb 5 2017,17:00,Nantes,0-2,?,Nancy
23,Sun Feb 5 2017,21:00,Saint-Étienne,2-0,?,Lyon
24,Tue Feb 7 2017,19:00,Caen,0-4,?,Bordeaux
24,Tue Feb 7 2017,19:00,Montpellier,1-2,?,Monaco
24,Tue Feb 7 2017,21:00,Paris S-G,2-1,?,Lille
24,Wed Feb 8 2017,19:00,Lyon,4-0,?,Nancy
24,Wed Feb 8 2017,19:00,Angers,0-0,?,Rennes
24,Wed Feb 8 2017,19:00,Nice,1-0,?,Saint-Étienne
24,Wed Feb 8 2017,19:00,Lorient,1-1,?,Toulouse
24,Wed Feb 8 2017,19:00,Metz,2-1,?,Dijon
24,Wed Feb 8 2017,21:00,Marseille,2-0,?,Guingamp
25,Fri Feb 10 2017,20:45,Bordeaux,0-3,?,Paris S-G
25,Sat Feb 11 2017,17:00,Guingamp,2-1,?,Lyon
25,Sat Feb 11 2017,20:00,Lille,1-2,?,Angers
25,Sat Feb 11 2017,20:00,Toulouse,4-1,?,Bastia
25,Sat Feb 11 2017,20:00,Dijon,2-0,?,Caen
25,Sat Feb 11 2017,20:00,Nancy,0-3,?,Montpellier
25,Sat Feb 11 2017,20:00,Monaco,5-0,?,Metz
25,Sun Feb 12 2017,15:00,Rennes,2-2,?,Nice
25,Sun Feb 12 2017,17:00,Saint-Étienne,4-0,?,Lorient
25,Sun Feb 12 2017,21:00,Nantes,3-2,?,Marseille
26,Fri Feb 17 2017,20:45,Bastia,1-1,?,Monaco
26,Sat Feb 18 2017,17:00,Marseille,2-0,?,Rennes
26,Sat Feb 18 2017,20:00,Metz,1-1,?,Nantes
26,Sat Feb 18 2017,20:00,Angers,1-0,?,Nancy
26,Sat Feb 18 2017,20:00,Caen,0-1,?,Lille
26,Sat Feb 18 2017,20:00,Lorient,0-1,?,Nice
26,Sun Feb 19 2017,15:00,Bordeaux,3-0,?,Guingamp
26,Sun Feb 19 2017,17:00,Lyon,4-2,?,Dijon
26,Sun Feb 19 2017,17:00,Montpellier,2-1,?,Saint-Étienne
26,Sun Feb 19 2017,21:00,Paris S-G,0-0,?,Toulouse
21,Tue Feb 21 2017,18:30,Caen,1-0,?,Nancy
27,Fri Feb 24 2017,19:00,Nantes,3-1,?,Dijon
27,Fri Feb 24 2017,20:45,Nice,2-1,?,Montpellier
27,Sat Feb 25 2017,17:00,Guingamp,1-2,?,Monaco
27,Sat Feb 25 2017,20:00,Rennes,1-0,?,Lorient
27,Sat Feb 25 2017,20:00,Angers,3-0,?,Bastia
27,Sat Feb 25 2017,20:00,Nancy,0-0,?,Toulouse
27,Sat Feb 25 2017,20:00,Lille,2-3,?,Bordeaux
27,Sun Feb 26 2017,15:00,Saint-Étienne,0-1,?,Caen
27,Sun Feb 26 2017,17:00,Lyon,5-0,?,Metz
27,Sun Feb 26 2017,21:00,Marseille,1-5,?,Paris S-G
24,Wed Mar 1 2017,19:30,Bastia,2-2,?,Nantes
28,Fri Mar 3 2017,20:45,Bordeaux,1-1,?,Lyon
28,Sat Mar 4 2017,17:00,Paris S-G,1-0,?,Nancy
28,Sat Mar 4 2017,20:00,Metz,1-1,?,Rennes
28,Sat Mar 4 2017,20:00,Montpellier,1-1,?,Guingamp
28,Sat Mar 4 2017,20:00,Caen,2-3,?,Angers
28,Sat Mar 4 2017,20:00,Dijon,0-1,?,Nice
28,Sat Mar 4 2017,20:00,Bastia,0-0,?,Saint-Étienne
28,Sun Mar 5 2017,15:00,Lorient,1-4,?,Marseille
28,Sun Mar 5 2017,17:00,Toulouse,1-1,?,Lille
28,Sun Mar 5 2017,21:00,Monaco,4-0,?,Nantes
29,Fri Mar 10 2017,19:00,Nice,2-2,?,Caen
29,Fri Mar 10 2017,20:45,Marseille,3-0,?,Angers
29,Sat Mar 11 2017,16:45,Monaco,2-1,?,Bordeaux
29,Sat Mar 11 2017,20:00,Guingamp,5-0,?,Bastia
29,Sat Mar 11 2017,20:00,Montpellier,2-3,?,Nantes
29,Sat Mar 11 2017,20:00,Nancy,1-2,?,Lille
29,Sat Mar 11 2017,20:00,Rennes,1-1,?,Dijon
29,Sun Mar 12 2017,15:00,Saint-Étienne,2-2,?,Metz
29,Sun Mar 12 2017,17:00,Lyon,4-0,?,Toulouse
29,Sun Mar 12 2017,21:00,Lorient,1-2,?,Paris S-G
30,Fri Mar 17 2017,19:00,Metz,1-0,?,Bastia
30,Fri Mar 17 2017,20:45,Lille,0-0,?,Marseille
30,Sat Mar 18 2017,17:00,Nantes,1-1,?,Nice
30,Sat Mar 18 2017,20:00,Toulouse,0-0,?,Rennes
30,Sat Mar 18 2017,20:00,Angers,3-0,?,Guingamp
30,Sat Mar 18 2017,20:00,Bordeaux,5-1,?,Montpellier
30,Sat Mar 18 2017,20:00,Nancy,2-3,?,Lorient
30,Sun Mar 19 2017,15:00,Caen,0-3,?,Monaco
30,Sun Mar 19 2017,17:00,Dijon,0-1,?,Saint-Étienne
30,Sun Mar 19 2017,21:00,Paris S-G,2-1,?,Lyon
31,Fri Mar 31 2017,19:00,Guingamp,1-0,?,Nancy
31,Sat Apr 1 2017,17:00,Marseille,1-1,?,Dijon
31,Sat Apr 1 2017,19:00,Bastia,0-1,?,Lille
31,Sun Apr 2 2017,15:00,Rennes,1-1,?,Lyon
31,Sun Apr 2 2017,17:00,Montpellier,0-1,?,Toulouse
31,Sun Apr 2 2017,17:00,Nantes,2-1,?,Angers
31,Sun Apr 2 2017,17:00,Lorient,1-0,?,Caen
31,Sun Apr 2 2017,21:00,Nice,2-1,?,Bordeaux
16,Wed Apr 5 2017,19:00,Metz,0-3,?,Lyon
32,Fri Apr 7 2017,20:45,Lille,1-2,?,Nice
32,Sat Apr 8 2017,17:00,Angers,0-1,?,Monaco
32,Sat Apr 8 2017,20:00,Lyon,1-4,?,Lorient
32,Sat Apr 8 2017,20:00,Caen,0-2,?,Montpellier
32,Sat Apr 8 2017,20:00,Dijon,1-2,?,Bastia
32,Sat Apr 8 2017,20:00,Bordeaux,3-0,?,Metz
32,Sat Apr 8 2017,20:00,Nancy,3-0,?,Rennes
32,Sun Apr 9 2017,15:00,Toulouse,0-0,?,Marseille
32,Sun Apr 9 2017,17:00,Saint-Étienne,1-1,?,Nantes
32,Sun Apr 9 2017,21:00,Paris S-G,4-0,?,Guingamp
33,Fri Apr 14 2017,20:45,Angers,0-2,?,Paris S-G
33,Sat Apr 15 2017,17:00,Nice,3-1,?,Nancy
33,Sat Apr 15 2017,20:00,Rennes,2-0,?,Lille
33,Sat Apr 15 2017,20:00,Montpellier,2-0,?,Lorient
33,Sat Apr 15 2017,20:00,Guingamp,2-1,?,Toulouse
33,Sat Apr 15 2017,20:00,Metz,2-2,?,Caen
33,Sat Apr 15 2017,21:00,Monaco,2-1,?,Dijon
33,Sun Apr 16 2017,15:00,Nantes,0-1,?,Bordeaux
33,Sun Apr 16 2017,17:00,Bastia,0-0,?,Lyon
33,Sun Apr 16 2017,21:00,Marseille,4-0,?,Saint-Étienne
31,Tue Apr 18 2017,18:30,Metz,2-3,?,Paris S-G
34,Fri Apr 21 2017,20:45,Nancy,0-0,?,Marseille
34,Sat Apr 22 2017,17:00,Paris S-G,2-0,?,Montpellier
34,Sat Apr 22 2017,20:00,Dijon,3-2,?,Angers
34,Sat Apr 22 2017,20:00,Lille,3-0,?,Guingamp
34,Sat Apr 22 2017,20:00,Lorient,5-1,?,Metz
34,Sat Apr 22 2017,20:00,Caen,0-2,?,Nantes
34,Sat Apr 22 2017,20:00,Bordeaux,2-0,?,Bastia
34,Sun Apr 23 2017,15:00,Toulouse,1-1,?,Nice
34,Sun Apr 23 2017,17:00,Saint-Étienne,1-1,?,Rennes
34,Sun Apr 23 2017,21:15,Lyon,1-2,?,Monaco
35,Fri Apr 28 2017,20:45,Angers,1-2,?,Lyon
35,Sat Apr 29 2017,17:00,Monaco,3-1,?,Toulouse
35,Sat Apr 29 2017,20:00,Metz,2-1,?,Nancy
35,Sat Apr 29 2017,20:00,Bastia,1-0,?,Rennes
35,Sat Apr 29 2017,20:00,Guingamp,0-2,?,Saint-Étienne
35,Sat Apr 29 2017,20:00,Nantes,1-0,?,Lorient
35,Sat Apr 29 2017,20:00,Montpellier,0-3,?,Lille
35,Sun Apr 30 2017,15:00,Caen,1-5,?,Marseille
35,Sun Apr 30 2017,17:00,Dijon,0-0,?,Bordeaux
35,Sun Apr 30 2017,21:00,Nice,3-1,?,Paris S-G
36,Fri May 5 2017,20:45,Saint-Étienne,2-2,?,Bordeaux
36,Sat May 6 2017,17:00,Paris S-G,5-0,?,Bastia
36,Sat May 6 2017,20:00,Nancy,0-3,?,Monaco
36,Sat May 6 2017,20:00,Toulouse,0-1,?,Caen
36,Sat May 6 2017,20:00,Guingamp,4-0,?,Dijon
36,Sat May 6 2017,20:00,Lille,0-2,?,Metz
36,Sat May 6 2017,20:00,Lorient,1-1,?,Angers
36,Sun May 7 2017,15:00,Rennes,1-0,?,Montpellier
36,Sun May 7 2017,17:00,Lyon,3-2,?,Nantes
36,Sun May 7 2017,21:00,Marseille,2-1,?,Nice
37,Sun May 14 2017,21:00,Bordeaux,1-1,?,Marseille
37,Sun May 14 2017,21:00,Saint-Étienne,0-5,?,Paris S-G
37,Sun May 14 2017,21:00,Dijon,2-0,?,Nancy
37,Sun May 14 2017,21:00,Nantes,4-1,?,Guingamp
37,Sun May 14 2017,21:00,Metz,1-1,?,Toulouse
37,Sun May 14 2017,21:00,Monaco,4-0,?,Lille
37,Sun May 14 2017,21:00,Montpellier,1-3,?,Lyon
37,Sun May 14 2017,21:00,Caen,0-1,?,Rennes
37,Sun May 14 2017,21:00,Bastia,2-0,?,Lorient
37,Sun May 14 2017,21:00,Nice,0-2,?,Angers
31,Wed May 17 2017,21:00,Monaco,2-0,?,Saint-Étienne
38,Sat May 20 2017,21:00,Nancy,3-1,?,Saint-Étienne
38,Sat May 20 2017,21:00,Paris S-G,1-1,?,Caen
38,Sat May 20 2017,21:00,Rennes,2-3,?,Monaco
38,Sat May 20 2017,21:00,Marseille,1-0,?,Bastia
38,Sat May 20 2017,21:00,Guingamp,1-0,?,Metz
38,Sat May 20 2017,21:00,Toulouse,0-0,?,Dijon
38,Sat May 20 2017,21:00,Angers,2-0,?,Montpellier
38,Sat May 20 2017,21:00,Lyon,3-3,?,Nice
38,Sat May 20 2017,21:00,Lorient,1-1,?,Bordeaux
38,Sat May 20 2017,21:00,Lille,3-0,?,Nantes
