Matchday,Date,Time,Team 1,FT,HT,Team 2
1,Fri Jul 24 2015,20:30,Magdeburg,2-1,?,Rot-Weiß Erfurt
1,Sat Jul 25 2015,14:00,Dynamo Dres,4-1,?,Stuttgart II
1,Sat Jul 25 2015,14:00,Erzgebirge Aue,0-0,?,Osnabrück
1,Sat Jul 25 2015,14:00,Aalen,0-0,?,Chemnitzer FC
1,Sat Jul 25 2015,14:00,S'gart Kickers,2-1,?,Fortuna Köln
1,Sat Jul 25 2015,14:00,Preußen Münster,1-1,?,Großaspach
1,Sat Jul 25 2015,14:00,Wehen,0-0,?,W'burg Kickers
1,Sat Jul 25 2015,14:00,Hansa Rostock,1-2,?,Wrd Bremen II
1,Sat Jul 25 2015,14:00,Holstein Kiel,0-4,?,Mainz 05 II
1,Sun Jul 26 2015,14:00,Energie Cottbus,2-0,?,Hallescher
2,Fri Jul 31 2015,19:00,Stuttgart II,1-3,?,Preußen Münster
2,Fri Jul 31 2015,19:00,Mainz 05 II,2-2,?,Magdeburg
2,Sat Aug 1 2015,14:00,Fortuna Köln,1-1,?,Aalen
2,Sat Aug 1 2015,14:00,Rot-Weiß Erfurt,0-0,?,Wehen
2,Sat Aug 1 2015,14:00,Wrd Bremen II,0-2,?,Energie Cottbus
2,Sat Aug 1 2015,14:00,Chemnitzer FC,1-1,?,Hansa Rostock
2,Sat Aug 1 2015,14:00,W'burg Kickers,1-1,?,Dynamo Dres
2,Sat Aug 1 2015,14:00,Osnabrück,1-1,?,S'gart Kickers
2,Sun Aug 2 2015,14:00,Hallescher,0-2,?,Holstein Kiel
2,Sun Aug 2 2015,14:00,Großaspach,2-0,?,Erzgebirge Aue
3,Thu Aug 13 2015,20:30,Dynamo Dres,3-1,?,Rot-Weiß Erfurt
3,Fri Aug 14 2015,19:00,Aalen,1-0,?,Osnabrück
3,Sat Aug 15 2015,14:00,Holstein Kiel,3-0,?,Wrd Bremen II
3,Sat Aug 15 2015,14:00,Wehen,1-1,?,Mainz 05 II
3,Sat Aug 15 2015,14:00,Großaspach,1-3,?,Stuttgart II
3,Sat Aug 15 2015,14:00,Hansa Rostock,4-2,?,Fortuna Köln
3,Sat Aug 15 2015,14:00,Erzgebirge Aue,2-0,?,S'gart Kickers
3,Sat Aug 15 2015,14:00,Preußen Münster,0-0,?,W'burg Kickers
3,Sat Aug 15 2015,14:00,Energie Cottbus,0-1,?,Chemnitzer FC
3,Sun Aug 16 2015,14:00,Magdeburg,2-1,?,Hallescher
4,Fri Aug 21 2015,19:00,Wrd Bremen II,1-1,?,Magdeburg
4,Fri Aug 21 2015,19:00,Fortuna Köln,3-0,?,Energie Cottbus
4,Sat Aug 22 2015,13:30,Osnabrück,0-1,?,Hansa Rostock
4,Sat Aug 22 2015,14:00,Rot-Weiß Erfurt,1-1,?,Preußen Münster
4,Sat Aug 22 2015,14:00,Chemnitzer FC,4-2,?,Holstein Kiel
4,Sat Aug 22 2015,14:00,Stuttgart II,1-2,?,Erzgebirge Aue
4,Sat Aug 22 2015,14:00,Hallescher,3-0,?,Wehen
4,Sat Aug 22 2015,14:00,W'burg Kickers,0-1,?,Großaspach
4,Sun Aug 23 2015,14:00,Mainz 05 II,1-1,?,Dynamo Dres
4,Sun Aug 23 2015,14:00,S'gart Kickers,0-0,?,Aalen
5,Tue Aug 25 2015,19:00,Wehen,3-1,?,Wrd Bremen II
5,Tue Aug 25 2015,19:00,Stuttgart II,0-2,?,W'burg Kickers
5,Tue Aug 25 2015,19:00,Holstein Kiel,2-2,?,Fortuna Köln
5,Tue Aug 25 2015,19:00,Energie Cottbus,1-2,?,Osnabrück
5,Tue Aug 25 2015,20:30,Magdeburg,2-0,?,Chemnitzer FC
5,Wed Aug 26 2015,18:30,Großaspach,2-2,?,Rot-Weiß Erfurt
5,Wed Aug 26 2015,19:00,Hansa Rostock,0-1,?,S'gart Kickers
5,Wed Aug 26 2015,19:00,Preußen Münster,0-1,?,Mainz 05 II
