Matchday,Date,Time,Team 1,FT,HT,Team 2
1,Fri Jul 24 2015,20:30,MSV Duisburg,1-3,?,Kaiserslautern
1,Sat Jul 25 2015,13:00,Greuther Fürth,1-0,?,Karlsruher
1,Sat Jul 25 2015,15:30,St. Pauli,0-0,?,Arminia
1,Sat Jul 25 2015,15:30,FSV Frankfurt,0-1,?,RB Leipzig
1,Sun Jul 26 2015,13:30,Paderborn 07,0-1,?,Bochum
1,Sun Jul 26 2015,15:30,Union Berlin,1-1,?,Düsseldorf
1,Sun Jul 26 2015,15:30,Heidenheim,1-0,?,1860 Munich
1,Sun Jul 26 2015,15:30,Braunschweig,1-3,?,Sandhausen
1,Mon Jul 27 2015,20:15,Freiburg,6-3,?,Nürnberg
2,Fri Jul 31 2015,18:30,Nürnberg,3-2,?,Heidenheim
2,Fri Jul 31 2015,18:30,Arminia,0-0,?,FSV Frankfurt
2,Fri Jul 31 2015,20:30,Kaiserslautern,0-0,?,Braunschweig
2,Sat Aug 1 2015,13:00,Bochum,3-0,?,MSV Duisburg
2,Sat Aug 1 2015,15:30,1860 Munich,0-1,?,Freiburg
2,Sun Aug 2 2015,13:30,Düsseldorf,1-2,?,Paderborn 07
2,Sun Aug 2 2015,15:30,Sandhausen,4-3,?,Union Berlin
2,Sun Aug 2 2015,15:30,Karlsruher,1-2,?,St. Pauli
2,Mon Aug 3 2015,20:15,RB Leipzig,2-2,?,Greuther Fürth
3,Fri Aug 14 2015,18:30,Heidenheim,1-0,?,Düsseldorf
3,Fri Aug 14 2015,18:30,FSV Frankfurt,1-2,?,Karlsruher
3,Fri Aug 14 2015,18:30,Paderborn 07,0-6,?,Sandhausen
3,Sat Aug 15 2015,13:00,Braunschweig,0-2,?,RB Leipzig
3,Sat Aug 15 2015,13:00,Freiburg,1-3,?,Bochum
3,Sun Aug 16 2015,13:30,MSV Duisburg,2-2,?,Arminia
3,Sun Aug 16 2015,13:30,Union Berlin,2-2,?,Kaiserslautern
3,Sun Aug 16 2015,13:30,St. Pauli,3-2,?,Greuther Fürth
3,Mon Aug 17 2015,20:15,Nürnberg,2-2,?,1860 Munich
4,Fri Aug 21 2015,18:30,Sandhausen,0-0,?,Heidenheim
4,Fri Aug 21 2015,18:30,Arminia,0-2,?,Braunschweig
4,Fri Aug 21 2015,18:30,Greuther Fürth,0-2,?,FSV Frankfurt
4,Sat Aug 22 2015,13:00,Karlsruher,2-0,?,MSV Duisburg
4,Sat Aug 22 2015,13:00,Düsseldorf,1-2,?,Freiburg
4,Sun Aug 23 2015,13:30,1860 Munich,0-0,?,Union Berlin
4,Sun Aug 23 2015,13:30,RB Leipzig,0-1,?,St. Pauli
4,Sun Aug 23 2015,13:30,Bochum,2-1,?,Nürnberg
4,Mon Aug 24 2015,20:15,Kaiserslautern,1-0,?,Paderborn 07
5,Fri Aug 28 2015,18:30,Freiburg,4-1,?,Sandhausen
5,Fri Aug 28 2015,18:30,Union Berlin,1-1,?,RB Leipzig
5,Fri Aug 28 2015,18:30,Heidenheim,3-1,?,Kaiserslautern
5,Sat Aug 29 2015,13:00,Paderborn 07,1-2,?,Arminia
5,Sat Aug 29 2015,13:00,MSV Duisburg,2-2,?,Greuther Fürth
5,Sun Aug 30 2015,13:30,FSV Frankfurt,1-0,?,St. Pauli
5,Sun Aug 30 2015,13:30,Nürnberg,1-0,?,Düsseldorf
5,Sun Aug 30 2015,13:30,Braunschweig,6-0,?,Karlsruher
5,Mon Aug 31 2015,20:15,Bochum,1-0,?,1860 Munich
6,Fri Sep 11 2015,18:30,Sandhausen,1-1,?,Bochum
6,Fri Sep 11 2015,18:30,RB Leipzig,2-0,?,Paderborn 07
6,Fri Sep 11 2015,18:30,Kaiserslautern,0-2,?,Freiburg
6,Sat Sep 12 2015,13:00,Arminia,0-0,?,Heidenheim
6,Sat Sep 12 2015,13:00,Karlsruher,0-3,?,Union Berlin
6,Sun Sep 13 2015,13:30,Greuther Fürth,3-2,?,Nürnberg
6,Sun Sep 13 2015,13:30,FSV Frankfurt,0-3,?,Braunschweig
6,Sun Sep 13 2015,13:30,Düsseldorf,3-0,?,1860 Munich
6,Mon Sep 14 2015,20:15,St. Pauli,2-0,?,MSV Duisburg
7,Fri Sep 18 2015,18:30,Freiburg,2-2,?,Arminia
7,Fri Sep 18 2015,18:30,Bochum,1-1,?,Düsseldorf
7,Fri Sep 18 2015,18:30,Heidenheim,1-1,?,RB Leipzig
