Matchday,Date,Time,Team 1,FT,HT,Team 2
10,Sun Oct 27 2013,?,Freiburg,0-3,?,Hamburger SV
10,Sun Oct 27 2013,?,M'gladbach,4-1,?,Eint Frankfurt
11,Fri Nov 1 2013,?,Dortmund,6-1,?,Stuttgart
11,Sat Nov 2 2013,?,Hamburger SV,0-2,?,M'gladbach
11,Sat Nov 2 2013,?,Nürnberg,0-3,?,Freiburg
11,Sat Nov 2 2013,?,Eint Frankfurt,1-2,?,Wolfsburg
11,Sat Nov 2 2013,?,Hertha BSC,0-2,?,Schalke 04
11,Sat Nov 2 2013,?,Hoffenheim,1-2,?,Bayern Munich
11,Sat Nov 2 2013,?,Braunschweig,1-0,?,Leverkusen
11,Sun Nov 3 2013,?,Augsburg,2-1,?,Mainz 05
11,Sun Nov 3 2013,?,Werder Bremen,3-2,?,Hannover 96
12,Fri Nov 8 2013,?,Hannover 96,0-0,?,Braunschweig
12,Sat Nov 9 2013,?,Hoffenheim,2-3,?,Hertha BSC
12,Sat Nov 9 2013,?,Bayern Munich,3-0,?,Augsburg
12,Sat Nov 9 2013,?,Leverkusen,5-3,?,Hamburger SV
12,Sat Nov 9 2013,?,M'gladbach,3-1,?,Nürnberg
12,Sat Nov 9 2013,?,Schalke 04,3-1,?,Werder Bremen
12,Sat Nov 9 2013,?,Wolfsburg,2-1,?,Dortmund
12,Sun Nov 10 2013,?,Freiburg,1-3,?,Stuttgart
12,Sun Nov 10 2013,?,Mainz 05,1-0,?,Eint Frankfurt
13,Fri Nov 22 2013,?,Stuttgart,0-2,?,M'gladbach
13,Sat Nov 23 2013,?,Dortmund,0-3,?,Bayern Munich
13,Sat Nov 23 2013,?,Eint Frankfurt,3-3,?,Schalke 04
13,Sat Nov 23 2013,?,Braunschweig,0-1,?,Freiburg
13,Sat Nov 23 2013,?,Nürnberg,1-1,?,Wolfsburg
13,Sat Nov 23 2013,?,Augsburg,2-0,?,Hoffenheim
13,Sat Nov 23 2013,?,Hertha BSC,0-1,?,Leverkusen
13,Sun Nov 24 2013,?,Hamburger SV,3-1,?,Hannover 96
13,Sun Nov 24 2013,?,Werder Bremen,2-3,?,Mainz 05
14,Fri Nov 29 2013,?,Wolfsburg,1-1,?,Hamburger SV
14,Sat Nov 30 2013,?,Hoffenheim,4-4,?,Werder Bremen
14,Sat Nov 30 2013,?,Mainz 05,1-3,?,Dortmund
14,Sat Nov 30 2013,?,Hertha BSC,0-0,?,Augsburg
14,Sat Nov 30 2013,?,Leverkusen,3-0,?,Nürnberg
14,Sat Nov 30 2013,?,Schalke 04,3-0,?,Stuttgart
14,Sat Nov 30 2013,?,Bayern Munich,2-0,?,Braunschweig
14,Sun Dec 1 2013,?,M'gladbach,1-0,?,Freiburg
14,Sun Dec 1 2013,?,Hannover 96,2-0,?,Eint Frankfurt
15,Fri Dec 6 2013,?,Nürnberg,1-1,?,Mainz 05
15,Sat Dec 7 2013,?,Dortmund,0-1,?,Leverkusen
15,Sat Dec 7 2013,?,Werder Bremen,0-7,?,Bayern Munich
15,Sat Dec 7 2013,?,M'gladbach,2-1,?,Schalke 04
15,Sat Dec 7 2013,?,Stuttgart,4-2,?,Hannover 96
15,Sat Dec 7 2013,?,Hamburger SV,0-1,?,Augsburg
15,Sat Dec 7 2013,?,Eint Frankfurt,1-2,?,Hoffenheim
15,Sun Dec 8 2013,?,Freiburg,0-3,?,Wolfsburg
15,Sun Dec 8 2013,?,Braunschweig,0-2,?,Hertha BSC
16,Fri Dec 13 2013,?,Hertha BSC,3-2,?,Werder Bremen
16,Sat Dec 14 2013,?,Augsburg,4-1,?,Braunschweig
16,Sat Dec 14 2013,?,Mainz 05,0-0,?,M'gladbach
16,Sat Dec 14 2013,?,Hannover 96,3-3,?,Nürnberg
16,Sat Dec 14 2013,?,Wolfsburg,3-1,?,Stuttgart
16,Sat Dec 14 2013,?,Bayern Munich,3-1,?,Hamburger SV
16,Sat Dec 14 2013,?,Hoffenheim,2-2,?,Dortmund
16,Sun Dec 15 2013,?,Schalke 04,2-0,?,Freiburg
16,Sun Dec 15 2013,?,Leverkusen,0-1,?,Eint Frankfurt
17,Fri Dec 20 2013,?,Eint Frankfurt,1-1,?,Augsburg
17,Sat Dec 21 2013,?,Hamburger SV,2-3,?,Mainz 05
17,Sat Dec 21 2013,?,Werder Bremen,1-0,?,Leverkusen
17,Sat Dec 21 2013,?,Freiburg,2-1,?,Hannover 96
17,Sat Dec 21 2013,?,Dortmund,1-2,?,Hertha BSC
17,Sat Dec 21 2013,?,Nürnberg,0-0,?,Schalke 04
17,Sat Dec 21 2013,?,Braunschweig,1-0,?,Hoffenheim
17,Sun Dec 22 2013,?,M'gladbach,2-2,?,Wolfsburg
18,Fri Jan 24 2014,?,M'gladbach,0-2,?,Bayern Munich
18,Sat Jan 25 2014,?,Dortmund,2-2,?,Augsburg
18,Sat Jan 25 2014,?,Wolfsburg,1-3,?,Hannover 96
18,Sat Jan 25 2014,?,Freiburg,3-2,?,Leverkusen
18,Sat Jan 25 2014,?,Eint Frankfurt,1-0,?,Hertha BSC
18,Sat Jan 25 2014,?,Stuttgart,1-2,?,Mainz 05
18,Sat Jan 25 2014,?,Nürnberg,4-0,?,Hoffenheim
18,Sun Jan 26 2014,?,Hamburger SV,0-3,?,Schalke 04
18,Sun Jan 26 2014,?,Werder Bremen,0-0,?,Braunschweig
17,Wed Jan 29 2014,?,Stuttgart,1-2,?,Bayern Munich
19,Fri Jan 31 2014,?,Braunschweig,1-2,?,Dortmund
19,Sat Feb 1 2014,?,Mainz 05,2-0,?,Freiburg
19,Sat Feb 1 2014,?,Schalke 04,2-1,?,Wolfsburg
19,Sat Feb 1 2014,?,Leverkusen,2-1,?,Stuttgart
19,Sat Feb 1 2014,?,Hoffenheim,3-0,?,Hamburger SV
19,Sat Feb 1 2014,?,Augsburg,3-1,?,Werder Bremen
19,Sat Feb 1 2014,?,Hannover 96,3-1,?,M'gladbach
19,Sun Feb 2 2014,?,Hertha BSC,1-3,?,Nürnberg
19,Sun Feb 2 2014,?,Bayern Munich,5-0,?,Eint Frankfurt
20,Fri Feb 7 2014,?,M'gladbach,0-1,?,Leverkusen
20,Sat Feb 8 2014,?,Hamburger SV,0-3,?,Hertha BSC
20,Sat Feb 8 2014,?,Nürnberg,0-2,?,Bayern Munich
20,Sat Feb 8 2014,?,Wolfsburg,3-0,?,Mainz 05
20,Sat Feb 8 2014,?,Eint Frankfurt,3-0,?,Braunschweig
20,Sat Feb 8 2014,?,Werder Bremen,1-5,?,Dortmund
20,Sat Feb 8 2014,?,Freiburg,1-1,?,Hoffenheim
20,Sun Feb 9 2014,?,Schalke 04,2-0,?,Hannover 96
20,Sun Feb 9 2014,?,Stuttgart,1-4,?,Augsburg
21,Fri Feb 14 2014,?,Mainz 05,2-0,?,Hannover 96
21,Sat Feb 15 2014,?,Hoffenheim,4-1,?,Stuttgart
21,Sat Feb 15 2014,?,Werder Bremen,1-1,?,M'gladbach
21,Sat Feb 15 2014,?,Bayern Munich,4-0,?,Freiburg
21,Sat Feb 15 2014,?,Leverkusen,1-2,?,Schalke 04
21,Sat Feb 15 2014,?,Braunschweig,4-2,?,Hamburger SV
21,Sat Feb 15 2014,?,Dortmund,4-0,?,Eint Frankfurt
21,Sun Feb 16 2014,?,Hertha BSC,1-2,?,Wolfsburg
21,Sun Feb 16 2014,?,Augsburg,0-1,?,Nürnberg
22,Fri Feb 21 2014,?,Schalke 04,0-0,?,Mainz 05
22,Sat Feb 22 2014,?,Hamburger SV,3-0,?,Dortmund
22,Sat Feb 22 2014,?,Freiburg,2-4,?,Augsburg
22,Sat Feb 22 2014,?,Wolfsburg,3-1,?,Leverkusen
22,Sat Feb 22 2014,?,Stuttgart,1-2,?,Hertha BSC
22,Sat Feb 22 2014,?,Nürnberg,2-1,?,Braunschweig
22,Sat Feb 22 2014,?,M'gladbach,2-2,?,Hoffenheim
22,Sun Feb 23 2014,?,Hannover 96,0-4,?,Bayern Munich
22,Sun Feb 23 2014,?,Eint Frankfurt,0-0,?,Werder Bremen
23,Fri Feb 28 2014,?,Hertha BSC,0-0,?,Freiburg
23,Sat Mar 1 2014,?,Braunschweig,1-1,?,M'gladbach
23,Sat Mar 1 2014,?,Bayern Munich,5-1,?,Schalke 04
23,Sat Mar 1 2014,?,Leverkusen,0-1,?,Mainz 05
23,Sat Mar 1 2014,?,Dortmund,3-0,?,Nürnberg
23,Sat Mar 1 2014,?,Werder Bremen,1-0,?,Hamburger SV
23,Sat Mar 1 2014,?,Augsburg,1-1,?,Hannover 96
23,Sun Mar 2 2014,?,Eint Frankfurt,2-1,?,Stuttgart
23,Sun Mar 2 2014,?,Hoffenheim,6-2,?,Wolfsburg
24,Sat Mar 8 2014,?,Wolfsburg,1-6,?,Bayern Munich
24,Sat Mar 8 2014,?,Schalke 04,4-0,?,Hoffenheim
24,Sat Mar 8 2014,?,Hannover 96,1-1,?,Leverkusen
24,Sat Mar 8 2014,?,Stuttgart,2-2,?,Braunschweig
24,Sat Mar 8 2014,?,Hamburger SV,1-1,?,Eint Frankfurt
24,Sat Mar 8 2014,?,M'gladbach,1-2,?,Augsburg
24,Sat Mar 8 2014,?,Nürnberg,0-2,?,Werder Bremen
24,Sun Mar 9 2014,?,Freiburg,0-1,?,Dortmund
24,Sun Mar 9 2014,?,Mainz 05,1-1,?,Hertha BSC
25,Fri Mar 14 2014,?,Augsburg,1-2,?,Schalke 04
25,Sat Mar 15 2014,?,Werder Bremen,1-1,?,Stuttgart
25,Sat Mar 15 2014,?,Bayern Munich,2-1,?,Leverkusen
25,Sat Mar 15 2014,?,Braunschweig,1-1,?,Wolfsburg
25,Sat Mar 15 2014,?,Hertha BSC,0-3,?,Hannover 96
25,Sat Mar 15 2014,?,Dortmund,1-2,?,M'gladbach
25,Sat Mar 15 2014,?,Hoffenheim,2-4,?,Mainz 05
25,Sun Mar 16 2014,?,Eint Frankfurt,1-4,?,Freiburg
25,Sun Mar 16 2014,?,Hamburger SV,2-1,?,Nürnberg
26,Fri Mar 21 2014,?,Freiburg,3-1,?,Werder Bremen
26,Sat Mar 22 2014,?,M'gladbach,3-0,?,Hertha BSC
26,Sat Mar 22 2014,?,Mainz 05,0-2,?,Bayern Munich
26,Sat Mar 22 2014,?,Hannover 96,0-3,?,Dortmund
26,Sat Mar 22 2014,?,Stuttgart,1-0,?,Hamburger SV
26,Sat Mar 22 2014,?,Wolfsburg,1-1,?,Augsburg
26,Sat Mar 22 2014,?,Schalke 04,3-1,?,Braunschweig
26,Sun Mar 23 2014,?,Nürnberg,2-5,?,Eint Frankfurt
26,Sun Mar 23 2014,?,Leverkusen,2-3,?,Hoffenheim
27,Tue Mar 25 2014,?,Dortmund,0-0,?,Schalke 04
27,Tue Mar 25 2014,?,Hertha BSC,1-3,?,Bayern Munich
27,Tue Mar 25 2014,?,Werder Bremen,1-3,?,Wolfsburg
27,Tue Mar 25 2014,?,Braunschweig,3-1,?,Mainz 05
27,Wed Mar 26 2014,?,Eint Frankfurt,1-0,?,M'gladbach
27,Wed Mar 26 2014,?,Hoffenheim,3-1,?,Hannover 96
27,Wed Mar 26 2014,?,Nürnberg,2-0,?,Stuttgart
27,Wed Mar 26 2014,?,Augsburg,1-3,?,Leverkusen
27,Wed Mar 26 2014,?,Hamburger SV,1-1,?,Freiburg
28,Fri Mar 28 2014,?,Schalke 04,2-0,?,Hertha BSC
28,Sat Mar 29 2014,?,Mainz 05,3-0,?,Augsburg
28,Sat Mar 29 2014,?,Leverkusen,1-1,?,Braunschweig
28,Sat Mar 29 2014,?,Freiburg,3-2,?,Nürnberg
28,Sat Mar 29 2014,?,Stuttgart,2-3,?,Dortmund
28,Sat Mar 29 2014,?,Bayern Munich,3-3,?,Hoffenheim
28,Sat Mar 29 2014,?,Wolfsburg,2-1,?,Eint Frankfurt
28,Sun Mar 30 2014,?,Hannover 96,1-2,?,Werder Bremen
28,Sun Mar 30 2014,?,M'gladbach,3-1,?,Hamburger SV
29,Fri Apr 4 2014,?,Hamburger SV,2-1,?,Leverkusen
29,Sat Apr 5 2014,?,Augsburg,1-0,?,Bayern Munich
29,Sat Apr 5 2014,?,Dortmund,2-1,?,Wolfsburg
29,Sat Apr 5 2014,?,Nürnberg,0-2,?,M'gladbach
29,Sat Apr 5 2014,?,Stuttgart,2-0,?,Freiburg
29,Sat Apr 5 2014,?,Werder Bremen,1-1,?,Schalke 04
29,Sat Apr 5 2014,?,Eint Frankfurt,2-0,?,Mainz 05
29,Sun Apr 6 2014,?,Braunschweig,3-0,?,Hannover 96
29,Sun Apr 6 2014,?,Hertha BSC,1-1,?,Hoffenheim
30,Fri Apr 11 2014,?,Schalke 04,2-0,?,Eint Frankfurt
30,Sat Apr 12 2014,?,Wolfsburg,4-1,?,Nürnberg
30,Sat Apr 12 2014,?,Mainz 05,3-0,?,Werder Bremen
30,Sat Apr 12 2014,?,Bayern Munich,0-3,?,Dortmund
30,Sat Apr 12 2014,?,M'gladbach,1-1,?,Stuttgart
30,Sat Apr 12 2014,?,Freiburg,2-0,?,Braunschweig
30,Sat Apr 12 2014,?,Hannover 96,2-1,?,Hamburger SV
30,Sun Apr 13 2014,?,Hoffenheim,2-0,?,Augsburg
30,Sun Apr 13 2014,?,Leverkusen,2-1,?,Hertha BSC
31,Thu Apr 17 2014,?,Eint Frankfurt,2-3,?,Hannover 96
31,Sat Apr 19 2014,?,Augsburg,0-0,?,Hertha BSC
31,Sat Apr 19 2014,?,Braunschweig,0-2,?,Bayern Munich
31,Sat Apr 19 2014,?,Dortmund,4-2,?,Mainz 05
31,Sat Apr 19 2014,?,Freiburg,4-2,?,M'gladbach
31,Sat Apr 19 2014,?,Hamburger SV,1-3,?,Wolfsburg
31,Sat Apr 19 2014,?,Werder Bremen,3-1,?,Hoffenheim
31,Sun Apr 20 2014,?,Stuttgart,3-1,?,Schalke 04
31,Sun Apr 20 2014,?,Nürnberg,1-4,?,Leverkusen
32,Fri Apr 25 2014,?,Hannover 96,0-0,?,Stuttgart
32,Sat Apr 26 2014,?,Leverkusen,2-2,?,Dortmund
32,Sat Apr 26 2014,?,Wolfsburg,2-2,?,Freiburg
32,Sat Apr 26 2014,?,Hertha BSC,2-0,?,Braunschweig
32,Sat Apr 26 2014,?,Bayern Munich,5-2,?,Werder Bremen
32,Sat Apr 26 2014,?,Hoffenheim,0-0,?,Eint Frankfurt
32,Sat Apr 26 2014,?,Mainz 05,2-0,?,Nürnberg
32,Sun Apr 27 2014,?,Augsburg,3-1,?,Hamburger SV
32,Sun Apr 27 2014,?,Schalke 04,0-1,?,M'gladbach
33,Sat May 3 2014,?,Dortmund,3-2,?,Hoffenheim
33,Sat May 3 2014,?,Hamburger SV,1-4,?,Bayern Munich
33,Sat May 3 2014,?,Werder Bremen,2-0,?,Hertha BSC
33,Sat May 3 2014,?,Eint Frankfurt,0-2,?,Leverkusen
33,Sat May 3 2014,?,Freiburg,0-2,?,Schalke 04
33,Sat May 3 2014,?,Nürnberg,0-2,?,Hannover 96
33,Sat May 3 2014,?,Braunschweig,0-1,?,Augsburg
33,Sat May 3 2014,?,Stuttgart,1-2,?,Wolfsburg
33,Sat May 3 2014,?,M'gladbach,3-1,?,Mainz 05
34,Sat May 10 2014,?,Leverkusen,2-1,?,Werder Bremen
34,Sat May 10 2014,?,Hertha BSC,0-4,?,Dortmund
34,Sat May 10 2014,?,Bayern Munich,1-0,?,Stuttgart
34,Sat May 10 2014,?,Schalke 04,4-1,?,Nürnberg
34,Sat May 10 2014,?,Hannover 96,3-2,?,Freiburg
34,Sat May 10 2014,?,Augsburg,2-1,?,Eint Frankfurt
34,Sat May 10 2014,?,Wolfsburg,3-1,?,M'gladbach
34,Sat May 10 2014,?,Mainz 05,3-2,?,Hamburger SV
34,Sat May 10 2014,?,Hoffenheim,3-1,?,Braunschweig
