Matchday,Date,Time,Team 1,FT,HT,Team 2
1,Fri Aug 10 2018,20:45,Marseille,4-0,?,Toulouse
1,Sat Aug 11 2018,17:00,Nantes,1-3,?,Monaco
1,Sat Aug 11 2018,20:00,Montpellier,1-2,?,Dijon
1,Sat Aug 11 2018,20:00,Lille,3-1,?,Rennes
1,Sat Aug 11 2018,20:00,Angers,3-4,?,Nîmes
1,Sat Aug 11 2018,20:00,Nice,0-1,?,Reims
1,Sat Aug 11 2018,20:00,Saint-Étienne,2-1,?,Guingamp
1,Sun Aug 12 2018,15:00,Lyon,2-0,?,Amiens
1,Sun Aug 12 2018,17:00,Bordeaux,0-2,?,Strasbourg
1,Sun Aug 12 2018,21:00,Paris S-G,3-0,?,Caen
2,Fri Aug 17 2018,20:45,Reims,1-0,?,Lyon
2,Sat Aug 18 2018,17:00,Guingamp,1-3,?,Paris S-G
2,Sat Aug 18 2018,20:00,Rennes,1-0,?,Angers
2,Sat Aug 18 2018,20:00,Caen,1-1,?,Nice
2,Sat Aug 18 2018,20:00,Dijon,2-0,?,Nantes
2,Sat Aug 18 2018,20:00,Amiens,1-2,?,Montpellier
2,Sat Aug 18 2018,20:00,Monaco,0-0,?,Lille
2,Sun Aug 19 2018,15:00,Strasbourg,1-1,?,Saint-Étienne
2,Sun Aug 19 2018,17:00,Toulouse,2-1,?,Bordeaux
2,Sun Aug 19 2018,21:00,Nîmes,3-1,?,Marseille
3,Fri Aug 24 2018,20:45,Lyon,2-0,?,Strasbourg
3,Sat Aug 25 2018,17:00,Paris S-G,3-1,?,Angers
3,Sat Aug 25 2018,20:00,Montpellier,0-0,?,Saint-Étienne
3,Sat Aug 25 2018,20:00,Toulouse,1-0,?,Nîmes
3,Sat Aug 25 2018,20:00,Amiens,4-1,?,Reims
3,Sat Aug 25 2018,20:00,Nantes,1-1,?,Caen
3,Sat Aug 25 2018,20:00,Nice,0-4,?,Dijon
3,Sun Aug 26 2018,15:00,Lille,3-0,?,Guingamp
3,Sun Aug 26 2018,17:00,Bordeaux,2-1,?,Monaco
3,Sun Aug 26 2018,21:00,Marseille,2-2,?,Rennes
4,Fri Aug 31 2018,20:45,Lyon,0-1,?,Nice
4,Sat Sep 1 2018,17:00,Nîmes,2-4,?,Paris S-G
4,Sat Sep 1 2018,20:00,Angers,1-0,?,Lille
4,Sat Sep 1 2018,20:00,Guingamp,1-2,?,Toulouse
4,Sat Sep 1 2018,20:00,Strasbourg,2-3,?,Nantes
4,Sat Sep 1 2018,20:00,Reims,0-1,?,Montpellier
4,Sat Sep 1 2018,20:00,Dijon,0-2,?,Caen
4,Sun Sep 2 2018,15:00,Saint-Étienne,0-0,?,Amiens
4,Sun Sep 2 2018,17:00,Rennes,2-0,?,Bordeaux
4,Sun Sep 2 2018,21:00,Monaco,2-3,?,Marseille
5,Fri Sep 14 2018,19:00,Nice,2-1,?,Rennes
5,Fri Sep 14 2018,20:45,Paris S-G,4-0,?,Saint-Étienne
5,Sat Sep 15 2018,17:00,Caen,2-2,?,Lyon
5,Sat Sep 15 2018,20:00,Montpellier,1-1,?,Strasbourg
