Matchday,Date,Time,Team 1,FT,HT,Team 2
1,Fri Aug 24 2018,20:30,Bayern Munich,3-1,?,Hoffenheim
1,Sat Aug 25 2018,15:30,Werder Bremen,1-1,?,Hannover 96
1,Sat Aug 25 2018,15:30,Hertha BSC,1-0,?,Nürnberg
1,Sat Aug 25 2018,15:30,Wolfsburg,2-1,?,Schalke 04
1,Sat Aug 25 2018,15:30,Düsseldorf,1-2,?,Augsburg
1,Sat Aug 25 2018,15:30,Freiburg,0-2,?,Eint Frankfurt
1,Sat Aug 25 2018,18:30,M'gladbach,2-0,?,Leverkusen
1,Sun Aug 26 2018,15:30,Mainz 05,1-0,?,Stuttgart
1,Sun Aug 26 2018,18:00,Dortmund,4-1,?,RB Leipzig
2,Fri Aug 31 2018,20:30,Hannover 96,0-0,?,Dortmund
2,Sat Sep 1 2018,15:30,Augsburg,1-1,?,M'gladbach
2,Sat Sep 1 2018,15:30,Eint Frankfurt,1-2,?,Werder Bremen
2,Sat Sep 1 2018,15:30,Nürnberg,1-1,?,Mainz 05
2,Sat Sep 1 2018,15:30,Leverkusen,1-3,?,Wolfsburg
2,Sat Sep 1 2018,15:30,Hoffenheim,3-1,?,Freiburg
2,Sat Sep 1 2018,18:30,Stuttgart,0-3,?,Bayern Munich
2,Sun Sep 2 2018,15:30,RB Leipzig,1-1,?,Düsseldorf
2,Sun Sep 2 2018,18:00,Schalke 04,0-2,?,Hertha BSC
3,Fri Sep 14 2018,20:30,Dortmund,3-1,?,Eint Frankfurt
3,Sat Sep 15 2018,15:30,Bayern Munich,3-1,?,Leverkusen
3,Sat Sep 15 2018,15:30,Wolfsburg,2-2,?,Hertha BSC
3,Sat Sep 15 2018,15:30,Düsseldorf,2-1,?,Hoffenheim
3,Sat Sep 15 2018,15:30,RB Leipzig,3-2,?,Hannover 96
3,Sat Sep 15 2018,15:30,Mainz 05,2-1,?,Augsburg
3,Sat Sep 15 2018,18:30,M'gladbach,2-1,?,Schalke 04
3,Sun Sep 16 2018,15:30,Werder Bremen,1-1,?,Nürnberg
3,Sun Sep 16 2018,18:00,Freiburg,3-3,?,Stuttgart
4,Fri Sep 21 2018,20:30,Stuttgart,0-0,?,Düsseldorf
4,Sat Sep 22 2018,15:30,Augsburg,2-3,?,Werder Bremen
4,Sat Sep 22 2018,15:30,Hertha BSC,4-2,?,M'gladbach
4,Sat Sep 22 2018,15:30,Nürnberg,2-0,?,Hannover 96
4,Sat Sep 22 2018,15:30,Wolfsburg,1-3,?,Freiburg
4,Sat Sep 22 2018,15:30,Hoffenheim,1-1,?,Dortmund
4,Sat Sep 22 2018,18:30,Schalke 04,0-2,?,Bayern Munich
4,Sun Sep 23 2018,15:30,Leverkusen,1-0,?,Mainz 05
4,Sun Sep 23 2018,18:00,Eint Frankfurt,1-1,?,RB Leipzig
5,Tue Sep 25 2018,18:30,Werder Bremen,3-1,?,Hertha BSC
5,Tue Sep 25 2018,20:30,Freiburg,1-0,?,Schalke 04
5,Tue Sep 25 2018,20:30,Bayern Munich,1-1,?,Augsburg
5,Tue Sep 25 2018,20:30,Hannover 96,1-3,?,Hoffenheim
5,Wed Sep 26 2018,18:30,Düsseldorf,1-2,?,Leverkusen
5,Wed Sep 26 2018,20:30,M'gladbach,3-1,?,Eint Frankfurt
5,Wed Sep 26 2018,20:30,Mainz 05,0-0,?,Wolfsburg
5,Wed Sep 26 2018,20:30,RB Leipzig,2-0,?,Stuttgart
5,Wed Sep 26 2018,20:30,Dortmund,7-0,?,Nürnberg
6,Fri Sep 28 2018,20:30,Hertha BSC,2-0,?,Bayern Munich
6,Sat Sep 29 2018,15:30,Schalke 04,1-0,?,Mainz 05
6,Sat Sep 29 2018,15:30,Hoffenheim,1-2,?,RB Leipzig
6,Sat Sep 29 2018,15:30,Nürnberg,3-0,?,Düsseldorf
6,Sat Sep 29 2018,15:30,Stuttgart,2-1,?,Werder Bremen
6,Sat Sep 29 2018,15:30,Wolfsburg,2-2,?,M'gladbach
6,Sat Sep 29 2018,18:30,Leverkusen,2-4,?,Dortmund
6,Sun Sep 30 2018,15:30,Eint Frankfurt,4-1,?,Hannover 96
6,Sun Sep 30 2018,18:00,Augsburg,4-1,?,Freiburg
7,Fri Oct 5 2018,20:30,Werder Bremen,2-0,?,Wolfsburg
7,Sat Oct 6 2018,15:30,Düsseldorf,0-2,?,Schalke 04
7,Sat Oct 6 2018,15:30,Hannover 96,3-1,?,Stuttgart
7,Sat Oct 6 2018,15:30,Dortmund,4-3,?,Augsburg
7,Sat Oct 6 2018,15:30,Mainz 05,0-0,?,Hertha BSC
7,Sat Oct 6 2018,18:30,Bayern Munich,0-3,?,M'gladbach
7,Sun Oct 7 2018,13:30,Freiburg,0-0,?,Leverkusen
7,Sun Oct 7 2018,15:30,Hoffenheim,1-2,?,Eint Frankfurt
7,Sun Oct 7 2018,18:00,RB Leipzig,6-0,?,Nürnberg
8,Fri Oct 19 2018,20:30,Eint Frankfurt,7-1,?,Düsseldorf
8,Sat Oct 20 2018,15:30,Augsburg,0-0,?,RB Leipzig
8,Sat Oct 20 2018,15:30,Wolfsburg,1-3,?,Bayern Munich
8,Sat Oct 20 2018,15:30,Leverkusen,2-2,?,Hannover 96
8,Sat Oct 20 2018,15:30,Nürnberg,1-3,?,Hoffenheim
8,Sat Oct 20 2018,15:30,Stuttgart,0-4,?,Dortmund
8,Sat Oct 20 2018,18:30,Schalke 04,0-2,?,Werder Bremen
8,Sun Oct 21 2018,15:30,Hertha BSC,1-1,?,Freiburg
8,Sun Oct 21 2018,18:00,M'gladbach,4-0,?,Mainz 05
9,Fri Oct 26 2018,20:30,Freiburg,3-1,?,M'gladbach
9,Sat Oct 27 2018,15:30,Hannover 96,1-2,?,Augsburg
9,Sat Oct 27 2018,15:30,Dortmund,2-2,?,Hertha BSC
9,Sat Oct 27 2018,15:30,Düsseldorf,0-3,?,Wolfsburg
9,Sat Oct 27 2018,15:30,Mainz 05,1-2,?,Bayern Munich
9,Sat Oct 27 2018,18:30,Hoffenheim,4-0,?,Stuttgart
9,Sun Oct 28 2018,13:30,Nürnberg,1-1,?,Eint Frankfurt
9,Sun Oct 28 2018,15:30,RB Leipzig,0-0,?,Schalke 04
9,Sun Oct 28 2018,18:00,Werder Bremen,2-6,?,Leverkusen
10,Fri Nov 2 2018,20:30,Stuttgart,0-3,?,Eint Frankfurt
10,Sat Nov 3 2018,15:30,Augsburg,2-2,?,Nürnberg
10,Sat Nov 3 2018,15:30,Wolfsburg,0-1,?,Dortmund
10,Sat Nov 3 2018,15:30,Bayern Munich,1-1,?,Freiburg
10,Sat Nov 3 2018,15:30,Leverkusen,1-4,?,Hoffenheim
10,Sat Nov 3 2018,15:30,Schalke 04,3-1,?,Hannover 96
10,Sat Nov 3 2018,18:30,Hertha BSC,0-3,?,RB Leipzig
10,Sun Nov 4 2018,15:30,M'gladbach,3-0,?,Düsseldorf
10,Sun Nov 4 2018,18:00,Mainz 05,2-1,?,Werder Bremen
11,Fri Nov 9 2018,20:30,Hannover 96,2-1,?,Wolfsburg
11,Sat Nov 10 2018,15:30,Düsseldorf,4-1,?,Hertha BSC
11,Sat Nov 10 2018,15:30,Freiburg,1-3,?,Mainz 05
11,Sat Nov 10 2018,15:30,Hoffenheim,2-1,?,Augsburg
11,Sat Nov 10 2018,15:30,Nürnberg,0-2,?,Stuttgart
11,Sat Nov 10 2018,15:30,Werder Bremen,1-3,?,M'gladbach
11,Sat Nov 10 2018,18:30,Dortmund,3-2,?,Bayern Munich
11,Sun Nov 11 2018,15:30,RB Leipzig,3-0,?,Leverkusen
11,Sun Nov 11 2018,18:00,Eint Frankfurt,3-0,?,Schalke 04
12,Fri Nov 23 2018,20:30,Leverkusen,2-0,?,Stuttgart
12,Sat Nov 24 2018,15:30,Augsburg,1-3,?,Eint Frankfurt
12,Sat Nov 24 2018,15:30,Wolfsburg,1-0,?,RB Leipzig
12,Sat Nov 24 2018,15:30,Mainz 05,1-2,?,Dortmund
12,Sat Nov 24 2018,15:30,Bayern Munich,3-3,?,Düsseldorf
12,Sat Nov 24 2018,15:30,Hertha BSC,3-3,?,Hoffenheim
12,Sat Nov 24 2018,18:30,Schalke 04,5-2,?,Nürnberg
12,Sun Nov 25 2018,15:30,Freiburg,1-1,?,Werder Bremen
12,Sun Nov 25 2018,18:00,M'gladbach,4-1,?,Hannover 96
13,Fri Nov 30 2018,20:30,Düsseldorf,0-1,?,Mainz 05
13,Sat Dec 1 2018,15:30,Dortmund,2-0,?,Freiburg
13,Sat Dec 1 2018,15:30,Werder Bremen,1-2,?,Bayern Munich
13,Sat Dec 1 2018,15:30,Stuttgart,1-0,?,Augsburg
13,Sat Dec 1 2018,15:30,Hannover 96,0-2,?,Hertha BSC
13,Sat Dec 1 2018,18:30,Hoffenheim,1-1,?,Schalke 04
13,Sun Dec 2 2018,15:30,RB Leipzig,2-0,?,M'gladbach
13,Sun Dec 2 2018,18:00,Eint Frankfurt,1-2,?,Wolfsburg
13,Mon Dec 3 2018,20:30,Nürnberg,1-1,?,Leverkusen
14,Fri Dec 7 2018,20:30,Werder Bremen,3-1,?,Düsseldorf
14,Sat Dec 8 2018,15:30,Wolfsburg,2-2,?,Hoffenheim
14,Sat Dec 8 2018,15:30,Freiburg,3-0,?,RB Leipzig
14,Sat Dec 8 2018,15:30,Leverkusen,1-0,?,Augsburg
