Matchday,Date,Time,Team 1,FT,HT,Team 2
6,Sat Sep 1 2018,14:00,Karlsruher,1-3,?,Lotte
6,Sun Sep 2 2018,13:00,Zwickau,1-1,?,Kaiserslautern
6,Sun Sep 2 2018,14:00,Fortuna Köln,2-0,?,Carl Zeiss Jena
6,Mon Sep 3 2018,19:00,Großaspach,1-1,?,Aalen
7,Fri Sep 14 2018,19:00,Braunschweig,2-0,?,Carl Zeiss Jena
7,Sat Sep 15 2018,14:00,Hansa Rostock,2-2,?,1860 Munich
7,Sat Sep 15 2018,14:00,Energie Cottbus,0-0,?,Großaspach
7,Sat Sep 15 2018,14:00,Aalen,4-1,?,Preußen Münster
7,Sat Sep 15 2018,14:00,Osnabrück,0-1,?,Karlsruher
7,Sat Sep 15 2018,14:00,Uerdingen,2-1,?,Hallescher
7,Sat Sep 15 2018,14:00,Wehen,3-0,?,Meppen
7,Sun Sep 16 2018,13:00,Lotte,2-1,?,Zwickau
7,Sun Sep 16 2018,14:00,Unterhaching,0-1,?,W'burg Kickers
7,Mon Sep 17 2018,19:00,Kaiserslautern,3-3,?,Fortuna Köln
8,Fri Sep 21 2018,19:00,Preußen Münster,3-0,?,Energie Cottbus
8,Sat Sep 22 2018,14:00,1860 Munich,1-2,?,Wehen
8,Sat Sep 22 2018,14:00,Carl Zeiss Jena,3-3,?,Kaiserslautern
8,Sat Sep 22 2018,14:00,W'burg Kickers,1-1,?,Braunschweig
8,Sat Sep 22 2018,14:00,Großaspach,0-0,?,Hansa Rostock
8,Sat Sep 22 2018,14:00,Meppen,3-3,?,Unterhaching
8,Sat Sep 22 2018,14:00,Karlsruher,2-0,?,Uerdingen
8,Sat Sep 22 2018,14:00,Fortuna Köln,1-1,?,Lotte
8,Sun Sep 23 2018,13:00,Zwickau,0-1,?,Osnabrück
8,Sun Sep 23 2018,14:00,Hallescher,1-0,?,Aalen
9,Tue Sep 25 2018,19:00,Lotte,2-0,?,Carl Zeiss Jena
9,Tue Sep 25 2018,19:00,W'burg Kickers,2-1,?,Meppen
9,Tue Sep 25 2018,19:00,Braunschweig,1-4,?,Kaiserslautern
9,Tue Sep 25 2018,19:00,Wehen,2-0,?,Großaspach
9,Tue Sep 25 2018,19:00,Hansa Rostock,1-4,?,Preußen Münster
9,Wed Sep 26 2018,19:00,Osnabrück,1-0,?,Fortuna Köln
9,Wed Sep 26 2018,19:00,Unterhaching,1-1,?,1860 Munich
9,Wed Sep 26 2018,19:00,Uerdingen,1-2,?,Zwickau
9,Wed Sep 26 2018,19:00,Aalen,1-3,?,Karlsruher
10,Fri Sep 28 2018,19:00,Preußen Münster,3-0,?,Wehen
10,Sat Sep 29 2018,14:00,Fortuna Köln,1-2,?,Uerdingen
10,Sat Sep 29 2018,14:00,Großaspach,1-1,?,Unterhaching
10,Sat Sep 29 2018,14:00,Meppen,4-2,?,Braunschweig
10,Sat Sep 29 2018,14:00,Kaiserslautern,2-1,?,Lotte
10,Sat Sep 29 2018,14:00,Karlsruher,2-0,?,Energie Cottbus
10,Sun Sep 30 2018,13:00,Carl Zeiss Jena,0-0,?,Osnabrück
10,Sun Sep 30 2018,14:00,Zwickau,2-3,?,Aalen
10,Mon Oct 1 2018,19:00,1860 Munich,1-1,?,W'burg Kickers
11,Fri Oct 5 2018,19:00,Hansa Rostock,1-0,?,Karlsruher
11,Sat Oct 6 2018,14:00,Uerdingen,2-1,?,Carl Zeiss Jena
11,Sat Oct 6 2018,14:00,Unterhaching,1-1,?,Preußen Münster
11,Sat Oct 6 2018,14:00,Aalen,0-1,?,Fortuna Köln
11,Sat Oct 6 2018,14:00,Osnabrück,2-0,?,Kaiserslautern
11,Sat Oct 6 2018,14:00,Energie Cottbus,2-1,?,Zwickau
11,Sat Oct 6 2018,14:00,Braunschweig,2-2,?,Lotte
11,Sun Oct 7 2018,13:00,Meppen,1-0,?,1860 Munich
11,Sun Oct 7 2018,14:00,Wehen,2-0,?,Hallescher
11,Mon Oct 8 2018,19:00,W'burg Kickers,0-0,?,Großaspach
9,Wed Oct 10 2018,19:00,Energie Cottbus,1-2,?,Hallescher
10,Tue Oct 16 2018,19:00,Hallescher,0-1,?,Hansa Rostock
12,Fri Oct 19 2018,19:00,Carl Zeiss Jena,0-0,?,Aalen
12,Sat Oct 20 2018,14:00,Fortuna Köln,3-1,?,Energie Cottbus
12,Sat Oct 20 2018,14:00,Großaspach,1-0,?,Meppen
12,Sat Oct 20 2018,14:00,Kaiserslautern,2-0,?,Uerdingen
12,Sat Oct 20 2018,14:00,Hallescher,1-1,?,Unterhaching
12,Sat Oct 20 2018,14:00,1860 Munich,2-0,?,Braunschweig
12,Sat Oct 20 2018,14:00,Lotte,0-0,?,Osnabrück
12,Sun Oct 21 2018,13:00,Zwickau,2-2,?,Hansa Rostock
12,Sun Oct 21 2018,14:00,Karlsruher,2-5,?,Wehen
12,Sun Oct 21 2018,14:00,Preußen Münster,1-0,?,W'burg Kickers
13,Fri Oct 26 2018,19:00,Braunschweig,3-4,?,Osnabrück
13,Sat Oct 27 2018,14:00,W'burg Kickers,1-2,?,Hallescher
13,Sat Oct 27 2018,14:00,Energie Cottbus,2-1,?,Carl Zeiss Jena
13,Sat Oct 27 2018,14:00,Wehen,0-0,?,Zwickau
13,Sat Oct 27 2018,14:00,Hansa Rostock,3-1,?,Fortuna Köln
13,Sat Oct 27 2018,14:00,Unterhaching,0-0,?,Karlsruher
13,Sat Oct 27 2018,14:00,Uerdingen,0-2,?,Lotte
13,Sun Oct 28 2018,13:00,1860 Munich,2-2,?,Großaspach
13,Sun Oct 28 2018,14:00,Meppen,1-2,?,Preußen Münster
13,Mon Oct 29 2018,19:00,Aalen,1-2,?,Kaiserslautern
14,Fri Nov 2 2018,19:00,Kaiserslautern,0-2,?,Energie Cottbus
14,Sat Nov 3 2018,14:00,Lotte,1-1,?,Aalen
14,Sat Nov 3 2018,14:00,Preußen Münster,0-0,?,1860 Munich
14,Sat Nov 3 2018,14:00,Carl Zeiss Jena,1-1,?,Hansa Rostock
14,Sat Nov 3 2018,14:00,Zwickau,2-2,?,Unterhaching
14,Sat Nov 3 2018,14:00,Großaspach,1-1,?,Braunschweig
14,Sat Nov 3 2018,14:00,Karlsruher,2-1,?,W'burg Kickers
14,Sun Nov 4 2018,13:00,Hallescher,2-1,?,Meppen
14,Sun Nov 4 2018,14:00,Fortuna Köln,0-7,?,Wehen
14,Mon Nov 5 2018,19:00,Osnabrück,2-1,?,Uerdingen
15,Fri Nov 9 2018,19:00,W'burg Kickers,0-2,?,Zwickau
15,Sat Nov 10 2018,14:00,Meppen,2-3,?,Karlsruher
15,Sat Nov 10 2018,14:00,Hansa Rostock,4-1,?,Kaiserslautern
15,Sat Nov 10 2018,14:00,Braunschweig,0-2,?,Uerdingen
15,Sat Nov 10 2018,14:00,Aalen,1-1,?,Osnabrück
15,Sat Nov 10 2018,14:00,1860 Munich,1-1,?,Hallescher
15,Sat Nov 10 2018,14:00,Energie Cottbus,2-2,?,Lotte
15,Sun Nov 11 2018,13:00,Unterhaching,6-0,?,Fortuna Köln
15,Sun Nov 11 2018,14:00,Großaspach,3-1,?,Preußen Münster
15,Mon Nov 12 2018,19:00,Wehen,2-3,?,Carl Zeiss Jena
16,Fri Nov 23 2018,19:00,Lotte,1-0,?,Hansa Rostock
16,Sat Nov 24 2018,14:00,Uerdingen,2-0,?,Aalen
16,Sat Nov 24 2018,14:00,Carl Zeiss Jena,4-5,?,Unterhaching
16,Sat Nov 24 2018,14:00,Osnabrück,3-1,?,Energie Cottbus
16,Sat Nov 24 2018,14:00,Zwickau,1-1,?,Meppen
16,Sat Nov 24 2018,14:00,Fortuna Köln,0-0,?,W'burg Kickers
16,Sat Nov 24 2018,14:00,Hallescher,2-0,?,Großaspach
16,Sun Nov 25 2018,13:00,Karlsruher,3-2,?,1860 Munich
16,Sun Nov 25 2018,14:00,Kaiserslautern,0-0,?,Wehen
16,Mon Nov 26 2018,19:00,Preußen Münster,3-0,?,Braunschweig
17,Fri Nov 30 2018,19:00,Unterhaching,5-0,?,Kaiserslautern
17,Sat Dec 1 2018,14:00,1860 Munich,2-0,?,Zwickau
17,Sat Dec 1 2018,14:00,Energie Cottbus,0-2,?,Uerdingen
17,Sat Dec 1 2018,14:00,Preußen Münster,1-2,?,Hallescher
17,Sat Dec 1 2018,14:00,Braunschweig,2-2,?,Aalen
17,Sat Dec 1 2018,14:00,Wehen,2-0,?,Lotte
17,Sat Dec 1 2018,14:00,W'burg Kickers,5-2,?,Carl Zeiss Jena
17,Sun Dec 2 2018,13:00,Meppen,3-0,?,Fortuna Köln
17,Sun Dec 2 2018,14:00,Großaspach,1-2,?,Karlsruher
17,Mon Dec 3 2018,19:00,Hansa Rostock,1-1,?,Osnabrück
18,Fri Dec 7 2018,19:00,Carl Zeiss Jena,1-2,?,Meppen
18,Sat Dec 8 2018,14:00,Osnabrück,2-1,?,Wehen
18,Sat Dec 8 2018,14:00,Braunschweig,0-1,?,Hallescher
18,Sat Dec 8 2018,14:00,Uerdingen,2-1,?,Hansa Rostock
18,Sat Dec 8 2018,14:00,Fortuna Köln,0-0,?,1860 Munich
18,Sat Dec 8 2018,14:00,Kaiserslautern,0-0,?,W'burg Kickers
18,Sat Dec 8 2018,14:00,Karlsruher,5-0,?,Preußen Münster
18,Sun Dec 9 2018,13:00,Lotte,0-0,?,Unterhaching
18,Sun Dec 9 2018,14:00,Aalen,3-3,?,Energie Cottbus
18,Mon Dec 10 2018,19:00,Zwickau,3-0,?,Großaspach
19,Fri Dec 14 2018,19:00,Großaspach,1-1,?,Fortuna Köln
19,Sat Dec 15 2018,14:00,Preußen Münster,0-2,?,Zwickau
19,Sat Dec 15 2018,14:00,Hansa Rostock,1-1,?,Aalen
19,Sat Dec 15 2018,14:00,Energie Cottbus,0-1,?,Braunschweig
19,Sat Dec 15 2018,14:00,Hallescher,0-3,?,Karlsruher
19,Sat Dec 15 2018,14:00,Unterhaching,1-1,?,Osnabrück
19,Sat Dec 15 2018,14:00,Meppen,0-1,?,Kaiserslautern
19,Sun Dec 16 2018,13:00,1860 Munich,1-3,?,Carl Zeiss Jena
19,Sun Dec 16 2018,14:00,W'burg Kickers,2-2,?,Lotte
19,Mon Dec 17 2018,19:00,Wehen,0-2,?,Uerdingen
20,Fri Dec 21 2018,19:00,Wehen,2-1,?,Aalen
20,Sat Dec 22 2018,14:00,Hansa Rostock,0-2,?,Energie Cottbus
20,Sat Dec 22 2018,14:00,Hallescher,2-0,?,Zwickau
20,Sat Dec 22 2018,14:00,1860 Munich,2-1,?,Kaiserslautern
20,Sat Dec 22 2018,14:00,W'burg Kickers,1-2,?,Osnabrück
20,Sat Dec 22 2018,14:00,Meppen,2-0,?,Lotte
20,Sat Dec 22 2018,14:00,Karlsruher,1-1,?,Braunschweig
20,Sat Dec 22 2018,14:00,Preußen Münster,0-2,?,Fortuna Köln
20,Sun Dec 23 2018,13:00,Unterhaching,4-0,?,Uerdingen
20,Sun Dec 23 2018,14:00,Großaspach,0-0,?,Carl Zeiss Jena
21,Fri Jan 25 2019,19:00,Lotte,1-1,?,1860 Munich
21,Sat Jan 26 2019,14:00,Energie Cottbus,2-3,?,Wehen
21,Sat Jan 26 2019,14:00,Fortuna Köln,0-1,?,Hallescher
21,Sat Jan 26 2019,14:00,Osnabrück,1-0,?,Meppen
21,Sat Jan 26 2019,14:00,Kaiserslautern,2-0,?,Großaspach
21,Sat Jan 26 2019,14:00,Carl Zeiss Jena,0-0,?,Preußen Münster
21,Sun Jan 27 2019,14:00,Braunschweig,2-0,?,Hansa Rostock
21,Sun Jan 27 2019,15:00,Uerdingen,0-3,?,W'burg Kickers
22,Fri Feb 1 2019,19:00,Preußen Münster,2-0,?,Kaiserslautern
22,Sat Feb 2 2019,14:00,Meppen,3-2,?,Uerdingen
22,Sat Feb 2 2019,14:00,1860 Munich,1-2,?,Osnabrück
22,Sat Feb 2 2019,14:00,W'burg Kickers,2-1,?,Aalen
22,Sat Feb 2 2019,14:00,Großaspach,0-1,?,Lotte
22,Sat Feb 2 2019,14:00,Karlsruher,3-1,?,Fortuna Köln
22,Sat Feb 2 2019,14:00,Hallescher,0-0,?,Carl Zeiss Jena
22,Sun Feb 3 2019,13:00,Wehen,2-0,?,Hansa Rostock
22,Mon Feb 4 2019,19:00,Zwickau,0-1,?,Braunschweig
23,Fri Feb 8 2019,19:00,Osnabrück,0-2,?,Großaspach
23,Sat Feb 9 2019,14:00,Hansa Rostock,2-0,?,Unterhaching
23,Sat Feb 9 2019,14:00,Uerdingen,1-1,?,1860 Munich
23,Sat Feb 9 2019,14:00,Carl Zeiss Jena,1-1,?,Karlsruher
23,Sat Feb 9 2019,14:00,Kaiserslautern,0-0,?,Hallescher
23,Sat Feb 9 2019,14:00,Energie Cottbus,1-2,?,W'burg Kickers
23,Sat Feb 9 2019,14:00,Fortuna Köln,1-0,?,Zwickau
23,Sun Feb 10 2019,13:00,Aalen,1-2,?,Meppen
23,Sun Feb 10 2019,14:00,Braunschweig,2-3,?,Wehen
23,Mon Feb 11 2019,19:00,Lotte,1-0,?,Preußen Münster
21,Tue Feb 12 2019,19:00,Zwickau,1-1,?,Karlsruher
24,Fri Feb 15 2019,19:00,Unterhaching,1-2,?,Wehen
24,Sat Feb 16 2019,14:00,Meppen,3-0,?,Energie Cottbus
24,Sat Feb 16 2019,14:00,Fortuna Köln,1-3,?,Braunschweig
24,Sat Feb 16 2019,14:00,Preußen Münster,0-0,?,Osnabrück
24,Sat Feb 16 2019,14:00,Hallescher,0-0,?,Lotte
24,Sat Feb 16 2019,14:00,Karlsruher,0-1,?,Kaiserslautern
24,Sat Feb 16 2019,14:00,Großaspach,3-2,?,Uerdingen
24,Sun Feb 17 2019,13:00,W'burg Kickers,0-2,?,Hansa Rostock
24,Sun Feb 17 2019,14:00,Zwickau,2-0,?,Carl Zeiss Jena
24,Mon Feb 18 2019,19:00,1860 Munich,2-1,?,Aalen
25,Fri Feb 22 2019,19:00,Aalen,1-1,?,Großaspach
25,Sat Feb 23 2019,14:00,Osnabrück,2-0,?,Hallescher
25,Sat Feb 23 2019,14:00,Carl Zeiss Jena,0-1,?,Fortuna Köln
25,Sat Feb 23 2019,14:00,Hansa Rostock,0-2,?,Meppen
25,Sat Feb 23 2019,14:00,Energie Cottbus,1-2,?,1860 Munich
25,Sat Feb 23 2019,14:00,Lotte,0-0,?,Karlsruher
25,Sat Feb 23 2019,14:00,Braunschweig,1-0,?,Unterhaching
25,Sun Feb 24 2019,13:00,Kaiserslautern,1-1,?,Zwickau
25,Sun Feb 24 2019,14:00,Wehen,0-2,?,W'burg Kickers
25,Mon Feb 25 2019,19:00,Uerdingen,0-0,?,Preußen Münster
21,Wed Feb 27 2019,19:00,Aalen,4-1,?,Unterhaching
26,Fri Mar 1 2019,19:00,Hallescher,4-0,?,Uerdingen
26,Sat Mar 2 2019,14:00,Zwickau,0-2,?,Lotte
26,Sat Mar 2 2019,14:00,Großaspach,0-0,?,Energie Cottbus
26,Sat Mar 2 2019,14:00,Karlsruher,2-1,?,Osnabrück
26,Sat Mar 2 2019,14:00,Meppen,1-1,?,Wehen
26,Sat Mar 2 2019,14:00,Preußen Münster,4-0,?,Aalen
26,Sat Mar 2 2019,14:00,Fortuna Köln,2-2,?,Kaiserslautern
26,Sun Mar 3 2019,13:00,1860 Munich,1-2,?,Hansa Rostock
26,Sun Mar 3 2019,14:00,Carl Zeiss Jena,0-0,?,Braunschweig
26,Mon Mar 4 2019,19:00,W'burg Kickers,0-1,?,Unterhaching
27,Fri Mar 8 2019,19:00,Uerdingen,1-3,?,Karlsruher
27,Sat Mar 9 2019,14:00,Energie Cottbus,3-0,?,Preußen Münster
27,Sat Mar 9 2019,14:00,Braunschweig,2-2,?,W'burg Kickers
27,Sat Mar 9 2019,14:00,Osnabrück,3-0,?,Zwickau
27,Sat Mar 9 2019,14:00,Unterhaching,0-1,?,Meppen
27,Sat Mar 9 2019,14:00,Wehen,0-1,?,1860 Munich
27,Sat Mar 9 2019,14:00,Lotte,1-2,?,Fortuna Köln
27,Sat Mar 9 2019,14:00,Hansa Rostock,0-0,?,Großaspach
27,Sun Mar 10 2019,13:00,Kaiserslautern,4-1,?,Carl Zeiss Jena
27,Sun Mar 10 2019,14:00,Aalen,0-1,?,Hallescher
28,Tue Mar 12 2019,19:00,Preußen Münster,0-1,?,Hansa Rostock
28,Tue Mar 12 2019,19:00,Fortuna Köln,0-0,?,Osnabrück
28,Tue Mar 12 2019,19:00,1860 Munich,1-0,?,Unterhaching
28,Tue Mar 12 2019,19:00,Zwickau,2-0,?,Uerdingen
28,Tue Mar 12 2019,19:00,Meppen,1-1,?,W'burg Kickers
28,Wed Mar 13 2019,19:00,Kaiserslautern,0-0,?,Braunschweig
28,Wed Mar 13 2019,19:00,Karlsruher,0-3,?,Aalen
28,Wed Mar 13 2019,19:00,Großaspach,2-3,?,Wehen
28,Wed Mar 13 2019,19:00,Hallescher,2-3,?,Energie Cottbus
28,Wed Mar 13 2019,19:00,Carl Zeiss Jena,1-1,?,Lotte
29,Fri Mar 15 2019,19:00,Uerdingen,1-1,?,Fortuna Köln
29,Sat Mar 16 2019,14:00,Lotte,0-2,?,Kaiserslautern
29,Sat Mar 16 2019,14:00,Unterhaching,0-0,?,Großaspach
29,Sat Mar 16 2019,14:00,Osnabrück,3-1,?,Carl Zeiss Jena
29,Sat Mar 16 2019,14:00,Wehen,2-0,?,Preußen Münster
29,Sat Mar 16 2019,14:00,W'burg Kickers,2-1,?,1860 Munich
29,Sat Mar 16 2019,14:00,Aalen,1-1,?,Zwickau
29,Sun Mar 17 2019,13:00,Energie Cottbus,0-2,?,Karlsruher
29,Sun Mar 17 2019,14:00,Braunschweig,3-0,?,Meppen
29,Mon Mar 18 2019,19:00,Hansa Rostock,1-1,?,Hallescher
22,Wed Mar 20 2019,19:00,Unterhaching,0-0,?,Energie Cottbus
30,Fri Mar 22 2019,19:00,Fortuna Köln,1-1,?,Aalen
30,Sat Mar 23 2019,14:00,Carl Zeiss Jena,0-0,?,Uerdingen
30,Sat Mar 23 2019,14:00,Hallescher,1-4,?,Wehen
30,Sat Mar 23 2019,14:00,Preußen Münster,3-0,?,Unterhaching
30,Sat Mar 23 2019,14:00,1860 Munich,1-0,?,Meppen
30,Sat Mar 23 2019,14:00,Großaspach,2-1,?,W'burg Kickers
30,Sat Mar 23 2019,14:00,Karlsruher,1-1,?,Hansa Rostock
30,Sun Mar 24 2019,13:00,Kaiserslautern,1-3,?,Osnabrück
30,Sun Mar 24 2019,14:00,Lotte,0-1,?,Braunschweig
30,Mon Mar 25 2019,19:00,Zwickau,2-1,?,Energie Cottbus
31,Fri Mar 29 2019,19:00,Uerdingen,2-4,?,Kaiserslautern
31,Sat Mar 30 2019,14:00,Meppen,2-1,?,Großaspach
31,Sat Mar 30 2019,14:00,Energie Cottbus,4-3,?,Fortuna Köln
31,Sat Mar 30 2019,14:00,Unterhaching,0-0,?,Hallescher
31,Sat Mar 30 2019,14:00,Braunschweig,1-1,?,1860 Munich
31,Sat Mar 30 2019,14:00,Hansa Rostock,3-1,?,Zwickau
31,Sat Mar 30 2019,14:00,W'burg Kickers,3-2,?,Preußen Münster
31,Sun Mar 31 2019,13:00,Aalen,1-1,?,Carl Zeiss Jena
31,Sun Mar 31 2019,14:00,Wehen,2-0,?,Karlsruher
31,Mon Apr 1 2019,19:00,Osnabrück,1-0,?,Lotte
32,Fri Apr 5 2019,19:00,Preußen Münster,1-1,?,Meppen
32,Sat Apr 6 2019,14:00,Hallescher,1-0,?,W'burg Kickers
32,Sat Apr 6 2019,14:00,Zwickau,2-1,?,Wehen
32,Sat Apr 6 2019,14:00,Karlsruher,4-0,?,Unterhaching
32,Sat Apr 6 2019,14:00,Carl Zeiss Jena,2-1,?,Energie Cottbus
32,Sat Apr 6 2019,14:00,Kaiserslautern,0-1,?,Aalen
32,Sat Apr 6 2019,14:00,Lotte,1-3,?,Uerdingen
32,Sun Apr 7 2019,13:00,Fortuna Köln,1-1,?,Hansa Rostock
32,Sun Apr 7 2019,14:00,Osnabrück,1-0,?,Braunschweig
32,Mon Apr 8 2019,19:00,Großaspach,1-0,?,1860 Munich
33,Fri Apr 12 2019,19:00,Meppen,0-2,?,Hallescher
33,Sat Apr 13 2019,14:00,Wehen,3-0,?,Fortuna Köln
33,Sat Apr 13 2019,14:00,Braunschweig,1-1,?,Großaspach
33,Sat Apr 13 2019,14:00,Energie Cottbus,1-1,?,Kaiserslautern
33,Sat Apr 13 2019,14:00,Hansa Rostock,1-2,?,Carl Zeiss Jena
33,Sat Apr 13 2019,14:00,1860 Munich,0-1,?,Preußen Münster
33,Sat Apr 13 2019,14:00,Aalen,1-2,?,Lotte
33,Sun Apr 14 2019,13:00,Unterhaching,0-1,?,Zwickau
33,Sun Apr 14 2019,14:00,Uerdingen,1-3,?,Osnabrück
33,Mon Apr 15 2019,19:00,W'burg Kickers,0-0,?,Karlsruher
34,Sat Apr 20 2019,14:00,Osnabrück,2-0,?,Aalen
34,Sat Apr 20 2019,14:00,Zwickau,2-0,?,W'burg Kickers
34,Sat Apr 20 2019,14:00,Hallescher,3-0,?,1860 Munich
34,Sat Apr 20 2019,14:00,Preußen Münster,1-0,?,Großaspach
34,Sat Apr 20 2019,14:00,Karlsruher,3-1,?,Meppen
34,Sat Apr 20 2019,14:00,Fortuna Köln,1-1,?,Unterhaching
34,Sat Apr 20 2019,14:00,Carl Zeiss Jena,3-1,?,Wehen
34,Sun Apr 21 2019,13:00,Kaiserslautern,0-2,?,Hansa Rostock
34,Sun Apr 21 2019,14:00,Lotte,0-3,?,Energie Cottbus
34,Mon Apr 22 2019,19:00,Uerdingen,0-3,?,Braunschweig
35,Fri Apr 26 2019,19:00,Großaspach,1-1,?,Hallescher
35,Sat Apr 27 2019,13:15,1860 Munich,0-2,?,Karlsruher
35,Sat Apr 27 2019,14:00,Energie Cottbus,1-2,?,Osnabrück
35,Sat Apr 27 2019,14:00,Hansa Rostock,0-0,?,Lotte
35,Sat Apr 27 2019,14:00,Meppen,2-0,?,Zwickau
35,Sat Apr 27 2019,14:00,W'burg Kickers,2-0,?,Fortuna Köln
35,Sat Apr 27 2019,14:00,Aalen,2-4,?,Uerdingen
35,Sun Apr 28 2019,13:00,Unterhaching,0-1,?,Carl Zeiss Jena
35,Sun Apr 28 2019,14:00,Braunschweig,3-3,?,Preußen Münster
35,Mon Apr 29 2019,19:00,Wehen,2-0,?,Kaiserslautern
36,Fri May 3 2019,19:00,Osnabrück,1-2,?,Hansa Rostock
36,Sat May 4 2019,14:00,Carl Zeiss Jena,3-4,?,W'burg Kickers
36,Sat May 4 2019,14:00,Lotte,0-1,?,Wehen
36,Sat May 4 2019,14:00,Hallescher,1-2,?,Preußen Münster
36,Sat May 4 2019,14:00,Zwickau,5-2,?,1860 Munich
36,Sat May 4 2019,14:00,Kaiserslautern,4-0,?,Unterhaching
36,Sat May 4 2019,14:00,Karlsruher,2-1,?,Großaspach
36,Sun May 5 2019,13:00,Uerdingen,1-2,?,Energie Cottbus
36,Sun May 5 2019,14:00,Aalen,1-3,?,Braunschweig
36,Mon May 6 2019,19:00,Fortuna Köln,1-1,?,Meppen
37,Sat May 11 2019,13:30,Preußen Münster,1-4,?,Karlsruher
37,Sat May 11 2019,13:30,Großaspach,5-2,?,Zwickau
37,Sat May 11 2019,13:30,Wehen,1-0,?,Osnabrück
