Matchday,Date,Time,Team 1,FT,HT,Team 2
6,Tue Sep 25 2018,21:00,Real Sociedad,2-2,?,Rayo Vallecano
6,Tue Sep 25 2018,22:00,Atlético Madrid,3-0,?,Huesca
6,Wed Sep 26 2018,20:00,Leganés,2-1,?,Barcelona
6,Wed Sep 26 2018,20:00,Athletic Club,0-3,?,Villarreal
6,Wed Sep 26 2018,22:00,Sevilla,3-0,?,Real Madrid
6,Wed Sep 26 2018,22:00,Valencia,1-1,?,Celta Vigo
6,Thu Sep 27 2018,20:00,Valladolid,2-1,?,Levante
6,Thu Sep 27 2018,20:00,Alavés,1-1,?,Getafe
6,Thu Sep 27 2018,22:00,Girona,0-1,?,Betis
7,Fri Sep 28 2018,21:00,Rayo Vallecano,2-2,?,Espanyol
7,Sat Sep 29 2018,13:00,Real Sociedad,0-1,?,Valencia
7,Sat Sep 29 2018,16:15,Barcelona,1-1,?,Athletic Club
7,Sat Sep 29 2018,18:30,Eibar,1-3,?,Sevilla
7,Sat Sep 29 2018,20:45,Real Madrid,0-0,?,Atlético Madrid
7,Sun Sep 30 2018,12:00,Huesca,1-1,?,Girona
7,Sun Sep 30 2018,16:15,Villarreal,0-1,?,Valladolid
7,Sun Sep 30 2018,18:30,Levante,2-1,?,Alavés
7,Sun Sep 30 2018,20:45,Betis,1-0,?,Leganés
7,Mon Oct 1 2018,21:00,Celta Vigo,1-1,?,Getafe
8,Fri Oct 5 2018,21:00,Athletic Club,1-3,?,Real Sociedad
8,Sat Oct 6 2018,13:00,Girona,2-3,?,Eibar
8,Sat Oct 6 2018,16:15,Getafe,0-1,?,Levante
8,Sat Oct 6 2018,18:30,Alavés,1-0,?,Real Madrid
8,Sat Oct 6 2018,20:45,Leganés,1-0,?,Rayo Vallecano
8,Sun Oct 7 2018,12:00,Valladolid,1-0,?,Huesca
8,Sun Oct 7 2018,16:15,Atlético Madrid,1-0,?,Betis
8,Sun Oct 7 2018,18:30,Espanyol,3-1,?,Villarreal
8,Sun Oct 7 2018,18:30,Sevilla,2-1,?,Celta Vigo
8,Sun Oct 7 2018,20:45,Valencia,1-1,?,Barcelona
9,Fri Oct 19 2018,21:00,Celta Vigo,0-1,?,Alavés
9,Sat Oct 20 2018,13:00,Real Madrid,1-2,?,Levante
9,Sat Oct 20 2018,16:15,Valencia,1-1,?,Leganés
9,Sat Oct 20 2018,18:30,Villarreal,1-1,?,Atlético Madrid
9,Sat Oct 20 2018,20:45,Barcelona,4-2,?,Sevilla
9,Sun Oct 21 2018,12:00,Rayo Vallecano,1-2,?,Getafe
9,Sun Oct 21 2018,16:15,Eibar,1-1,?,Athletic Club
9,Sun Oct 21 2018,18:30,Huesca,0-2,?,Espanyol
9,Sun Oct 21 2018,20:45,Betis,0-1,?,Valladolid
9,Mon Oct 22 2018,21:00,Real Sociedad,0-0,?,Girona
3,Wed Oct 24 2018,19:00,Rayo Vallecano,1-1,?,Athletic Club
10,Fri Oct 26 2018,21:00,Valladolid,1-1,?,Espanyol
10,Sat Oct 27 2018,13:00,Girona,2-1,?,Rayo Vallecano
10,Sat Oct 27 2018,16:15,Athletic Club,0-0,?,Valencia
10,Sat Oct 27 2018,18:30,Levante,2-0,?,Leganés
10,Sat Oct 27 2018,18:30,Celta Vigo,4-0,?,Eibar
10,Sat Oct 27 2018,20:45,Atlético Madrid,2-0,?,Real Sociedad
10,Sun Oct 28 2018,12:00,Getafe,2-0,?,Betis
10,Sun Oct 28 2018,16:15,Barcelona,5-1,?,Real Madrid
10,Sun Oct 28 2018,18:30,Alavés,2-1,?,Villarreal
10,Sun Oct 28 2018,20:45,Sevilla,2-1,?,Huesca
11,Sat Nov 3 2018,13:00,Leganés,1-1,?,Atlético Madrid
11,Sat Nov 3 2018,16:15,Real Madrid,2-0,?,Valladolid
11,Sat Nov 3 2018,18:30,Valencia,0-1,?,Girona
11,Sat Nov 3 2018,20:45,Rayo Vallecano,2-3,?,Barcelona
11,Sun Nov 4 2018,12:00,Eibar,2-1,?,Alavés
11,Sun Nov 4 2018,16:15,Villarreal,1-1,?,Levante
11,Sun Nov 4 2018,18:30,Real Sociedad,0-0,?,Sevilla
11,Sun Nov 4 2018,18:30,Huesca,1-1,?,Getafe
11,Sun Nov 4 2018,20:45,Betis,3-3,?,Celta Vigo
11,Mon Nov 5 2018,21:00,Espanyol,1-0,?,Athletic Club
12,Fri Nov 9 2018,21:00,Levante,1-3,?,Real Sociedad
12,Sat Nov 10 2018,13:00,Valladolid,0-0,?,Eibar
12,Sat Nov 10 2018,16:15,Getafe,0-1,?,Valencia
12,Sat Nov 10 2018,18:30,Atlético Madrid,3-2,?,Athletic Club
12,Sat Nov 10 2018,20:45,Girona,0-0,?,Leganés
12,Sun Nov 11 2018,12:00,Alavés,2-1,?,Huesca
12,Sun Nov 11 2018,16:15,Barcelona,3-4,?,Betis
12,Sun Nov 11 2018,18:30,Sevilla,2-1,?,Espanyol
12,Sun Nov 11 2018,18:30,Rayo Vallecano,2-2,?,Villarreal
12,Sun Nov 11 2018,20:45,Celta Vigo,2-4,?,Real Madrid
13,Fri Nov 23 2018,21:00,Leganés,1-0,?,Alavés
13,Sat Nov 24 2018,13:00,Eibar,3-0,?,Real Madrid
13,Sat Nov 24 2018,16:15,Valencia,3-0,?,Rayo Vallecano
13,Sat Nov 24 2018,18:30,Huesca,2-2,?,Levante
13,Sat Nov 24 2018,20:45,Atlético Madrid,1-1,?,Barcelona
13,Sun Nov 25 2018,12:00,Athletic Club,1-1,?,Getafe
13,Sun Nov 25 2018,16:15,Sevilla,1-0,?,Valladolid
13,Sun Nov 25 2018,18:30,Espanyol,1-3,?,Girona
13,Sun Nov 25 2018,20:45,Villarreal,2-1,?,Betis
13,Mon Nov 26 2018,21:00,Real Sociedad,2-1,?,Celta Vigo
14,Fri Nov 30 2018,21:00,Rayo Vallecano,1-0,?,Eibar
14,Sat Dec 1 2018,13:00,Celta Vigo,2-0,?,Huesca
14,Sat Dec 1 2018,16:15,Valladolid,2-4,?,Leganés
14,Sat Dec 1 2018,18:30,Getafe,3-0,?,Espanyol
14,Sat Dec 1 2018,20:45,Real Madrid,2-0,?,Valencia
14,Sun Dec 2 2018,12:00,Betis,1-0,?,Real Sociedad
14,Sun Dec 2 2018,16:15,Girona,1-1,?,Atlético Madrid
14,Sun Dec 2 2018,18:30,Barcelona,2-0,?,Villarreal
14,Sun Dec 2 2018,20:45,Alavés,1-1,?,Sevilla
14,Mon Dec 3 2018,21:00,Levante,3-0,?,Athletic Club
15,Fri Dec 7 2018,21:00,Leganés,1-1,?,Getafe
15,Sat Dec 8 2018,13:00,Atlético Madrid,3-0,?,Alavés
15,Sat Dec 8 2018,16:15,Valencia,1-1,?,Sevilla
15,Sat Dec 8 2018,18:30,Villarreal,2-3,?,Celta Vigo
15,Sat Dec 8 2018,20:45,Espanyol,0-4,?,Barcelona
15,Sun Dec 9 2018,12:00,Eibar,4-4,?,Levante
15,Sun Dec 9 2018,16:15,Huesca,0-1,?,Real Madrid
15,Sun Dec 9 2018,18:30,Real Sociedad,1-2,?,Valladolid
15,Sun Dec 9 2018,20:45,Betis,2-0,?,Rayo Vallecano
15,Mon Dec 10 2018,21:00,Athletic Club,1-0,?,Girona
16,Fri Dec 14 2018,21:00,Celta Vigo,0-0,?,Leganés
16,Sat Dec 15 2018,13:00,Getafe,1-0,?,Real Sociedad
16,Sat Dec 15 2018,16:15,Valladolid,2-3,?,Atlético Madrid
16,Sat Dec 15 2018,18:30,Real Madrid,1-0,?,Rayo Vallecano
16,Sat Dec 15 2018,20:45,Eibar,1-1,?,Valencia
16,Sun Dec 16 2018,12:00,Sevilla,2-0,?,Girona
16,Sun Dec 16 2018,16:15,Espanyol,1-3,?,Betis
16,Sun Dec 16 2018,18:30,Huesca,2-2,?,Villarreal
16,Sun Dec 16 2018,20:45,Levante,0-5,?,Barcelona
16,Mon Dec 17 2018,21:00,Alavés,0-0,?,Athletic Club
17,Fri Dec 21 2018,19:30,Girona,1-1,?,Getafe
17,Fri Dec 21 2018,21:00,Real Sociedad,0-1,?,Alavés
17,Sat Dec 22 2018,13:00,Betis,1-1,?,Eibar
17,Sat Dec 22 2018,16:15,Atlético Madrid,1-0,?,Espanyol
17,Sat Dec 22 2018,18:30,Barcelona,2-0,?,Celta Vigo
17,Sat Dec 22 2018,20:45,Athletic Club,1-1,?,Valladolid
17,Sun Dec 23 2018,12:00,Valencia,2-1,?,Huesca
17,Sun Dec 23 2018,16:15,Leganés,1-1,?,Sevilla
17,Sun Dec 23 2018,18:30,Rayo Vallecano,2-1,?,Levante
17,Thu Jan 3 2019,21:30,Villarreal,2-2,?,Real Madrid
18,Fri Jan 4 2019,19:00,Levante,2-2,?,Girona
18,Fri Jan 4 2019,21:00,Espanyol,1-0,?,Leganés
18,Sat Jan 5 2019,13:00,Valladolid,0-1,?,Rayo Vallecano
18,Sat Jan 5 2019,16:15,Alavés,2-1,?,Valencia
18,Sat Jan 5 2019,20:45,Huesca,2-1,?,Betis
18,Sun Jan 6 2019,12:00,Eibar,0-0,?,Villarreal
18,Sun Jan 6 2019,16:15,Sevilla,1-1,?,Atlético Madrid
18,Sun Jan 6 2019,18:30,Real Madrid,0-2,?,Real Sociedad
18,Sun Jan 6 2019,20:45,Getafe,1-2,?,Barcelona
18,Mon Jan 7 2019,21:00,Celta Vigo,1-2,?,Athletic Club
19,Fri Jan 11 2019,21:00,Rayo Vallecano,4-2,?,Celta Vigo
19,Sat Jan 12 2019,13:00,Leganés,1-0,?,Huesca
19,Sat Jan 12 2019,16:15,Valencia,1-1,?,Valladolid
19,Sat Jan 12 2019,18:30,Girona,1-1,?,Alavés
19,Sat Jan 12 2019,20:45,Villarreal,1-2,?,Getafe
19,Sun Jan 13 2019,12:00,Atlético Madrid,1-0,?,Levante
19,Sun Jan 13 2019,16:15,Athletic Club,2-0,?,Sevilla
19,Sun Jan 13 2019,18:30,Barcelona,3-0,?,Eibar
19,Sun Jan 13 2019,20:45,Betis,1-2,?,Real Madrid
19,Mon Jan 14 2019,21:00,Real Sociedad,3-2,?,Espanyol
20,Fri Jan 18 2019,21:00,Getafe,4-0,?,Alavés
20,Sat Jan 19 2019,16:15,Real Madrid,2-0,?,Sevilla
20,Sat Jan 19 2019,18:30,Huesca,0-3,?,Atlético Madrid
20,Sat Jan 19 2019,20:45,Celta Vigo,1-2,?,Valencia
20,Sun Jan 20 2019,12:00,Betis,3-2,?,Girona
20,Sun Jan 20 2019,16:15,Villarreal,1-1,?,Athletic Club
20,Sun Jan 20 2019,18:30,Levante,2-0,?,Valladolid
20,Sun Jan 20 2019,18:30,Rayo Vallecano,2-2,?,Real Sociedad
20,Sun Jan 20 2019,20:45,Barcelona,3-1,?,Leganés
20,Mon Jan 21 2019,21:00,Eibar,3-0,?,Espanyol
21,Sat Jan 26 2019,13:00,Sevilla,5-0,?,Levante
21,Sat Jan 26 2019,16:15,Atlético Madrid,2-0,?,Getafe
21,Sat Jan 26 2019,18:30,Leganés,2-2,?,Eibar
21,Sat Jan 26 2019,20:45,Valencia,3-0,?,Villarreal
21,Sun Jan 27 2019,12:00,Valladolid,2-1,?,Celta Vigo
21,Sun Jan 27 2019,16:15,Girona,0-2,?,Barcelona
21,Sun Jan 27 2019,18:30,Athletic Club,1-0,?,Betis
21,Sun Jan 27 2019,18:30,Real Sociedad,0-0,?,Huesca
21,Sun Jan 27 2019,20:45,Espanyol,2-4,?,Real Madrid
21,Mon Jan 28 2019,21:00,Alavés,0-1,?,Rayo Vallecano
22,Fri Feb 1 2019,21:00,Huesca,4-0,?,Valladolid
22,Sat Feb 2 2019,13:00,Levante,0-0,?,Getafe
22,Sat Feb 2 2019,16:15,Real Sociedad,2-1,?,Athletic Club
22,Sat Feb 2 2019,18:30,Barcelona,2-2,?,Valencia
22,Sat Feb 2 2019,20:45,Celta Vigo,1-0,?,Sevilla
22,Sun Feb 3 2019,12:00,Villarreal,2-2,?,Espanyol
22,Sun Feb 3 2019,16:15,Betis,1-0,?,Atlético Madrid
22,Sun Feb 3 2019,18:30,Eibar,3-0,?,Girona
22,Sun Feb 3 2019,20:45,Real Madrid,3-0,?,Alavés
22,Mon Feb 4 2019,21:00,Rayo Vallecano,1-2,?,Leganés
23,Fri Feb 8 2019,21:00,Valladolid,0-0,?,Villarreal
23,Sat Feb 9 2019,13:00,Getafe,3-1,?,Celta Vigo
23,Sat Feb 9 2019,16:15,Atlético Madrid,1-3,?,Real Madrid
23,Sat Feb 9 2019,18:30,Espanyol,2-1,?,Rayo Vallecano
23,Sat Feb 9 2019,20:45,Girona,0-2,?,Huesca
23,Sun Feb 10 2019,12:00,Leganés,3-0,?,Betis
23,Sun Feb 10 2019,16:15,Valencia,0-0,?,Real Sociedad
23,Sun Feb 10 2019,18:30,Sevilla,2-2,?,Eibar
23,Sun Feb 10 2019,20:45,Athletic Club,0-0,?,Barcelona
23,Mon Feb 11 2019,21:00,Alavés,2-0,?,Levante
24,Fri Feb 15 2019,21:00,Eibar,2-2,?,Getafe
24,Sat Feb 16 2019,13:00,Celta Vigo,1-4,?,Levante
24,Sat Feb 16 2019,16:15,Rayo Vallecano,0-1,?,Atlético Madrid
24,Sat Feb 16 2019,18:30,Real Sociedad,3-0,?,Leganés
24,Sat Feb 16 2019,20:45,Barcelona,1-0,?,Valladolid
24,Sun Feb 17 2019,12:00,Real Madrid,1-2,?,Girona
24,Sun Feb 17 2019,16:15,Valencia,0-0,?,Espanyol
24,Sun Feb 17 2019,18:30,Villarreal,3-0,?,Sevilla
24,Sun Feb 17 2019,20:45,Betis,1-1,?,Alavés
24,Mon Feb 18 2019,21:00,Huesca,0-1,?,Athletic Club
25,Fri Feb 22 2019,21:00,Espanyol,1-1,?,Huesca
25,Sat Feb 23 2019,13:00,Getafe,2-1,?,Rayo Vallecano
25,Sat Feb 23 2019,16:15,Sevilla,2-4,?,Barcelona
25,Sat Feb 23 2019,18:30,Alavés,0-0,?,Celta Vigo
25,Sat Feb 23 2019,20:45,Athletic Club,1-0,?,Eibar
25,Sun Feb 24 2019,12:00,Leganés,1-1,?,Valencia
25,Sun Feb 24 2019,16:15,Atlético Madrid,2-0,?,Villarreal
25,Sun Feb 24 2019,18:30,Valladolid,0-2,?,Betis
25,Sun Feb 24 2019,20:45,Levante,1-2,?,Real Madrid
25,Mon Feb 25 2019,21:00,Girona,0-0,?,Real Sociedad
26,Fri Mar 1 2019,21:00,Rayo Vallecano,0-2,?,Girona
26,Sat Mar 2 2019,13:00,Espanyol,3-1,?,Valladolid
26,Sat Mar 2 2019,16:15,Villarreal,1-2,?,Alavés
26,Sat Mar 2 2019,18:30,Huesca,2-1,?,Sevilla
26,Sat Mar 2 2019,20:45,Real Madrid,0-1,?,Barcelona
26,Sun Mar 3 2019,12:00,Eibar,1-0,?,Celta Vigo
26,Sun Mar 3 2019,16:15,Betis,1-2,?,Getafe
26,Sun Mar 3 2019,18:30,Real Sociedad,0-2,?,Atlético Madrid
26,Sun Mar 3 2019,20:45,Valencia,2-0,?,Athletic Club
26,Mon Mar 4 2019,21:00,Leganés,1-0,?,Levante
27,Fri Mar 8 2019,21:00,Athletic Club,1-1,?,Espanyol
27,Sat Mar 9 2019,13:00,Alavés,1-1,?,Eibar
27,Sat Mar 9 2019,16:15,Atlético Madrid,1-0,?,Leganés
27,Sat Mar 9 2019,18:30,Barcelona,3-1,?,Rayo Vallecano
27,Sat Mar 9 2019,20:45,Getafe,2-1,?,Huesca
27,Sun Mar 10 2019,12:00,Celta Vigo,0-1,?,Betis
27,Sun Mar 10 2019,16:15,Girona,2-3,?,Valencia
27,Sun Mar 10 2019,18:30,Sevilla,5-2,?,Real Sociedad
27,Sun Mar 10 2019,18:30,Levante,0-2,?,Villarreal
27,Sun Mar 10 2019,20:45,Valladolid,1-4,?,Real Madrid
28,Fri Mar 15 2019,21:00,Real Sociedad,1-1,?,Levante
28,Sat Mar 16 2019,13:00,Huesca,1-3,?,Alavés
28,Sat Mar 16 2019,16:15,Real Madrid,2-0,?,Celta Vigo
28,Sat Mar 16 2019,18:30,Athletic Club,2-0,?,Atlético Madrid
28,Sat Mar 16 2019,20:45,Leganés,0-2,?,Girona
28,Sun Mar 17 2019,12:00,Eibar,1-2,?,Valladolid
28,Sun Mar 17 2019,16:15,Espanyol,0-1,?,Sevilla
28,Sun Mar 17 2019,18:30,Villarreal,3-1,?,Rayo Vallecano
28,Sun Mar 17 2019,18:30,Valencia,0-0,?,Getafe
28,Sun Mar 17 2019,20:45,Betis,1-4,?,Barcelona
29,Fri Mar 29 2019,21:00,Girona,1-2,?,Athletic Club
29,Sat Mar 30 2019,13:00,Getafe,0-2,?,Leganés
29,Sat Mar 30 2019,16:15,Barcelona,2-0,?,Espanyol
29,Sat Mar 30 2019,18:30,Celta Vigo,3-2,?,Villarreal
29,Sat Mar 30 2019,20:45,Alavés,0-4,?,Atlético Madrid
29,Sun Mar 31 2019,12:00,Levante,2-2,?,Eibar
29,Sun Mar 31 2019,14:00,Rayo Vallecano,1-1,?,Betis
29,Sun Mar 31 2019,16:15,Sevilla,0-1,?,Valencia
29,Sun Mar 31 2019,18:30,Valladolid,1-1,?,Real Sociedad
29,Sun Mar 31 2019,20:45,Real Madrid,3-2,?,Huesca
30,Tue Apr 2 2019,19:30,Atlético Madrid,2-0,?,Girona
30,Tue Apr 2 2019,20:30,Espanyol,1-1,?,Getafe
30,Tue Apr 2 2019,21:30,Villarreal,4-4,?,Barcelona
30,Wed Apr 3 2019,19:30,Athletic Club,3-2,?,Levante
30,Wed Apr 3 2019,20:30,Eibar,2-1,?,Rayo Vallecano
30,Wed Apr 3 2019,20:30,Huesca,3-3,?,Celta Vigo
30,Wed Apr 3 2019,21:30,Valencia,2-1,?,Real Madrid
30,Thu Apr 4 2019,19:30,Sevilla,2-0,?,Alavés
30,Thu Apr 4 2019,20:30,Leganés,1-0,?,Valladolid
30,Thu Apr 4 2019,21:30,Real Sociedad,2-1,?,Betis
31,Sat Apr 6 2019,13:00,Girona,1-2,?,Espanyol
31,Sat Apr 6 2019,16:15,Real Madrid,2-1,?,Eibar
31,Sat Apr 6 2019,18:30,Rayo Vallecano,2-0,?,Valencia
31,Sat Apr 6 2019,20:45,Barcelona,2-0,?,Atlético Madrid
31,Sun Apr 7 2019,12:00,Alavés,1-1,?,Leganés
31,Sun Apr 7 2019,14:00,Getafe,1-0,?,Athletic Club
31,Sun Apr 7 2019,16:15,Valladolid,0-2,?,Sevilla
31,Sun Apr 7 2019,18:30,Celta Vigo,3-1,?,Real Sociedad
31,Sun Apr 7 2019,18:30,Levante,2-2,?,Huesca
31,Sun Apr 7 2019,20:45,Betis,2-1,?,Villarreal
32,Sat Apr 13 2019,13:00,Espanyol,2-1,?,Alavés
32,Sat Apr 13 2019,16:15,Huesca,0-0,?,Barcelona
32,Sat Apr 13 2019,18:30,Atlético Madrid,2-0,?,Celta Vigo
32,Sat Apr 13 2019,20:45,Sevilla,3-2,?,Betis
32,Sun Apr 14 2019,12:00,Valladolid,2-2,?,Getafe
32,Sun Apr 14 2019,14:00,Athletic Club,3-2,?,Rayo Vallecano
32,Sun Apr 14 2019,16:15,Real Sociedad,1-1,?,Eibar
32,Sun Apr 14 2019,18:30,Girona,0-1,?,Villarreal
32,Sun Apr 14 2019,20:45,Valencia,3-1,?,Levante
32,Mon Apr 15 2019,21:00,Leganés,1-1,?,Real Madrid
33,Fri Apr 19 2019,21:00,Alavés,2-2,?,Valladolid
33,Sat Apr 20 2019,13:00,Celta Vigo,2-1,?,Girona
33,Sat Apr 20 2019,16:15,Eibar,0-1,?,Atlético Madrid
33,Sat Apr 20 2019,18:30,Rayo Vallecano,0-0,?,Huesca
33,Sat Apr 20 2019,20:45,Barcelona,2-1,?,Real Sociedad
33,Sun Apr 21 2019,12:00,Levante,2-2,?,Espanyol
33,Sun Apr 21 2019,14:00,Getafe,3-0,?,Sevilla
33,Sun Apr 21 2019,16:15,Real Madrid,3-0,?,Athletic Club
33,Sun Apr 21 2019,18:30,Villarreal,2-1,?,Leganés
33,Sun Apr 21 2019,20:45,Betis,1-2,?,Valencia
34,Tue Apr 23 2019,19:30,Huesca,2-0,?,Eibar
34,Tue Apr 23 2019,20:30,Valladolid,1-0,?,Girona
34,Tue Apr 23 2019,21:30,Alavés,0-2,?,Barcelona
34,Wed Apr 24 2019,19:30,Atlético Madrid,3-2,?,Valencia
34,Wed Apr 24 2019,20:30,Espanyol,1-1,?,Celta Vigo
34,Wed Apr 24 2019,20:30,Leganés,0-1,?,Athletic Club
34,Wed Apr 24 2019,21:30,Levante,4-0,?,Betis
34,Thu Apr 25 2019,19:30,Sevilla,5-0,?,Rayo Vallecano
34,Thu Apr 25 2019,20:30,Real Sociedad,0-1,?,Villarreal
34,Thu Apr 25 2019,21:30,Getafe,0-0,?,Real Madrid
35,Sat Apr 27 2019,13:00,Athletic Club,1-1,?,Alavés
35,Sat Apr 27 2019,16:15,Atlético Madrid,1-0,?,Valladolid
35,Sat Apr 27 2019,18:30,Leganés,0-0,?,Celta Vigo
35,Sat Apr 27 2019,20:45,Barcelona,1-0,?,Levante
35,Sun Apr 28 2019,12:00,Valencia,0-1,?,Eibar
35,Sun Apr 28 2019,14:00,Girona,1-0,?,Sevilla
35,Sun Apr 28 2019,16:15,Real Sociedad,2-1,?,Getafe
35,Sun Apr 28 2019,18:30,Villarreal,1-1,?,Huesca
35,Sun Apr 28 2019,20:45,Rayo Vallecano,1-0,?,Real Madrid
35,Mon Apr 29 2019,21:00,Betis,1-1,?,Espanyol
36,Fri May 3 2019,21:00,Sevilla,0-3,?,Leganés
36,Sat May 4 2019,13:00,Levante,4-1,?,Rayo Vallecano
36,Sat May 4 2019,16:15,Espanyol,3-0,?,Atlético Madrid
36,Sat May 4 2019,18:30,Alavés,0-1,?,Real Sociedad
36,Sat May 4 2019,20:45,Celta Vigo,2-0,?,Barcelona
36,Sun May 5 2019,12:00,Getafe,2-0,?,Girona
36,Sun May 5 2019,14:00,Eibar,1-0,?,Betis
36,Sun May 5 2019,16:15,Real Madrid,3-2,?,Villarreal
36,Sun May 5 2019,18:30,Valladolid,1-0,?,Athletic Club
36,Sun May 5 2019,20:45,Huesca,2-6,?,Valencia
37,Sun May 12 2019,18:30,Valencia,3-1,?,Alavés
37,Sun May 12 2019,18:30,Barcelona,2-0,?,Getafe
37,Sun May 12 2019,18:30,Leganés,0-2,?,Espanyol
37,Sun May 12 2019,18:30,Atlético Madrid,1-1,?,Sevilla
37,Sun May 12 2019,18:30,Villarreal,1-0,?,Eibar
37,Sun May 12 2019,18:30,Betis,2-1,?,Huesca
37,Sun May 12 2019,18:30,Girona,1-2,?,Levante
37,Sun May 12 2019,18:30,Rayo Vallecano,1-2,?,Valladolid
37,Sun May 12 2019,18:30,Real Sociedad,3-1,?,Real Madrid
37,Sun May 12 2019,18:30,Athletic Club,3-1,?,Celta Vigo
38,Sat May 18 2019,13:00,Levante,2-2,?,Atlético Madrid
38,Sat May 18 2019,16:15,Valladolid,0-2,?,Valencia
38,Sat May 18 2019,16:15,Getafe,2-2,?,Villarreal
38,Sat May 18 2019,16:15,Sevilla,2-0,?,Athletic Club
38,Sat May 18 2019,16:15,Espanyol,2-0,?,Real Sociedad
38,Sat May 18 2019,20:45,Huesca,2-1,?,Leganés
38,Sat May 18 2019,20:45,Celta Vigo,2-2,?,Rayo Vallecano
38,Sat May 18 2019,20:45,Alavés,2-1,?,Girona
38,Sun May 19 2019,12:00,Real Madrid,0-2,?,Betis
38,Sun May 19 2019,16:15,Eibar,2-2,?,Barcelona
