Round,Date,Team 1,FT,HT,Team 2
?,(Fri) 20 Aug 1999 (W33),Vitória de Setúbal (1),1-1,1-0,Vitória de Guimarães (1)
?,(Sat) 21 Aug 1999 (W33),Boavista FC (1),1-1,0-1,FC Porto (1)
?,(Sat) 21 Aug 1999 (W33),CD Santa Clara (1),2-2,2-0,Sporting CP (1)
?,(Sun) 22 Aug 1999 (W33),FC Alverca (1),3-2,2-0,SC Braga (1)
?,(Sun) 22 Aug 1999 (W33),CF Estrela da Amadora (1),0-3,0-0,Os Belenenses (1)
?,(Sun) 22 Aug 1999 (W33),SC Farense (1),2-1,1-1,União de Leiria (1)
?,(Sun) 22 Aug 1999 (W33),Gil Vicente FC (1),3-0,0-0,SC Campomaiorense (1)
?,(Sun) 22 Aug 1999 (W33),Rio Ave FC (1),1-1,1-1,SL Benfica (1)
?,(Sun) 22 Aug 1999 (W33),SC Salgueiros (1),1-0,0-0,CS Marítimo (1)
?,(Fri) 27 Aug 1999 (W34),Vitória de Guimarães (2),3-0,3-0,SC Farense (2)
?,(Sat) 28 Aug 1999 (W34),FC Porto (2),0-0,0-0,FC Alverca (2)
?,(Sun) 29 Aug 1999 (W34),Os Belenenses (2),1-1,0-1,Gil Vicente FC (2)
?,(Sun) 29 Aug 1999 (W34),SL Benfica (2),1-0,0-0,SC Salgueiros (2)
?,(Sun) 29 Aug 1999 (W34),SC Campomaiorense (2),0-1,0-0,Boavista FC (2)
?,(Sun) 29 Aug 1999 (W34),União de Leiria (2),1-1,0-1,CF Estrela da Amadora (2)
?,(Sun) 29 Aug 1999 (W34),CS Marítimo (2),0-0,0-0,CD Santa Clara (2)
?,(Sun) 29 Aug 1999 (W34),SC Braga (2),0-1,0-1,Rio Ave FC (2)
?,(Mon) 30 Aug 1999 (W35),Sporting CP (2),2-1,0-1,Vitória de Setúbal (2)
?,(Fri) 10 Sep 1999 (W36),Boavista FC (3),1-0,1-0,Os Belenenses (3)
?,(Sat) 11 Sep 1999 (W36),SC Braga (3),0-1,0-0,FC Porto (3)
?,(Sun) 12 Sep 1999 (W36),CF Estrela da Amadora (3),2-2,1-0,Vitória de Guimarães (3)
?,(Sun) 12 Sep 1999 (W36),SC Farense (3),0-3,0-2,Sporting CP (3)
?,(Sun) 12 Sep 1999 (W36),Gil Vicente FC (3),2-0,0-0,União de Leiria (3)
?,(Sun) 12 Sep 1999 (W36),Rio Ave FC (3),4-1,1-0,SC Salgueiros (3)
?,(Sun) 12 Sep 1999 (W36),CD Santa Clara (3),0-3,0-3,SL Benfica (3)
?,(Sun) 12 Sep 1999 (W36),Vitória de Setúbal (3),4-2,0-0,CS Marítimo (3)
?,(Mon) 13 Sep 1999 (W37),FC Alverca (3),1-0,0-0,SC Campomaiorense (3)
?,(Fri) 17 Sep 1999 (W37),SC Campomaiorense (4),2-4,0-1,SC Braga (4)
?,(Sat) 18 Sep 1999 (W37),União de Leiria (4),0-0,0-0,Boavista FC (4)
?,(Sat) 18 Sep 1999 (W37),FC Porto (4),4-1,1-1,Rio Ave FC (4)
?,(Sun) 19 Sep 1999 (W37),Os Belenenses (4),4-2,2-1,FC Alverca (4)
?,(Sun) 19 Sep 1999 (W37),Vitória de Guimarães (4),1-0,0-0,Gil Vicente FC (4)
?,(Sun) 19 Sep 1999 (W37),CS Marítimo (4),3-0,1-0,SC Farense (4)
?,(Sun) 19 Sep 1999 (W37),SC Salgueiros (4),2-0,1-0,CD Santa Clara (4)
?,(Mon) 20 Sep 1999 (W38),SL Benfica (4),3-0,2-0,Vitória de Setúbal (4)
?,(Mon) 20 Sep 1999 (W38),Sporting CP (4),1-1,0-1,CF Estrela da Amadora (4)
?,(Fri) 24 Sep 1999 (W38),FC Porto (5),2-0,1-0,SC Campomaiorense (5)
?,(Sat) 25 Sep 1999 (W38),SC Farense (5),0-1,0-1,SL Benfica (5)
?,(Sat) 25 Sep 1999 (W38),Gil Vicente FC (5),1-1,1-0,Sporting CP (5)
?,(Sun) 26 Sep 1999 (W38),FC Alverca (5),0-0,0-0,União de Leiria (5)
?,(Sun) 26 Sep 1999 (W38),Boavista FC (5),2-0,0-0,Vitória de Guimarães (5)
?,(Sun) 26 Sep 1999 (W38),CF Estrela da Amadora (5),1-1,0-1,CS Marítimo (5)
?,(Sun) 26 Sep 1999 (W38),Rio Ave FC (5),0-5,0-2,CD Santa Clara (5)
?,(Sun) 26 Sep 1999 (W38),Vitória de Setúbal (5),1-2,0-1,SC Salgueiros (5)
?,(Sun) 26 Sep 1999 (W38),SC Braga (5),0-0,0-0,Os Belenenses (5)
?,(Sat) 2 Oct 1999 (W39),SC Campomaiorense (6),1-1,0-1,Rio Ave FC (6)
?,(Sat) 2 Oct 1999 (W39),Vitória de Guimarães (6),1-0,0-0,FC Alverca (6)
?,(Sun) 3 Oct 1999 (W39),União de Leiria (6),3-0,2-0,SC Braga (6)
?,(Sun) 3 Oct 1999 (W39),CS Marítimo (6),1-0,1-0,Gil Vicente FC (6)
?,(Sun) 3 Oct 1999 (W39),SC Salgueiros (6),0-0,0-0,SC Farense (6)
?,(Mon) 4 Oct 1999 (W40),Os Belenenses (6),0-0,0-0,FC Porto (6)
?,(Mon) 4 Oct 1999 (W40),SL Benfica (6),2-0,0-0,CF Estrela da Amadora (6)
?,(Mon) 4 Oct 1999 (W40),Sporting CP (6),2-0,1-0,Boavista FC (6)
?,(Tue) 5 Oct 1999 (W40),CD Santa Clara (6),2-1,2-1,Vitória de Setúbal (6)
?,(Thu) 14 Oct 1999 (W41),Boavista FC (7),0-2,0-1,CS Marítimo (7)
?,(Fri) 15 Oct 1999 (W41),FC Porto (7),4-2,1-1,União de Leiria (7)
?,(Sat) 16 Oct 1999 (W41),SC Campomaiorense (7),2-1,0-1,Os Belenenses (7)
?,(Sat) 16 Oct 1999 (W41),Gil Vicente FC (7),0-2,0-0,SL Benfica (7)
?,(Sun) 17 Oct 1999 (W41),FC Alverca (7),2-1,0-1,Sporting CP (7)
?,(Sun) 17 Oct 1999 (W41),CF Estrela da Amadora (7),1-0,1-0,SC Salgueiros (7)
?,(Sun) 17 Oct 1999 (W41),SC Farense (7),2-2,0-1,CD Santa Clara (7)
?,(Sun) 17 Oct 1999 (W41),Rio Ave FC (7),1-1,0-1,Vitória de Setúbal (7)
?,(Sun) 17 Oct 1999 (W41),SC Braga (7),2-4,1-0,Vitória de Guimarães (7)
