Matchday,Date,Time,Team 1,FT,HT,Team 2
1,Sat Apr 27 2019,16:00,São Paulo,2-0,?,Botafogo (RJ)
1,Sat Apr 27 2019,19:00,Chapecoense,2-0,?,Internacional
1,Sat Apr 27 2019,19:00,Atlético Mineiro,2-1,?,Avaí
1,Sat Apr 27 2019,21:00,Flamengo,3-1,?,Cruzeiro
1,Sun Apr 28 2019,11:00,Grêmio,1-2,?,Santos
1,Sun Apr 28 2019,16:00,Atl Paranaense,4-1,?,Vasco da Gama
1,Sun Apr 28 2019,16:00,Ceará,4-0,?,CSA
1,Sun Apr 28 2019,16:00,Bahia,3-2,?,Corinthians
1,Sun Apr 28 2019,19:00,Fluminense,0-1,?,Goiás
1,Sun Apr 28 2019,19:00,Palmeiras,4-0,?,Fortaleza
2,Wed May 1 2019,16:00,Internacional,2-1,?,Flamengo
2,Wed May 1 2019,16:00,Corinthians,1-0,?,Chapecoense
2,Wed May 1 2019,16:00,CSA,1-1,?,Palmeiras
2,Wed May 1 2019,19:15,Avaí,1-1,?,Grêmio
2,Wed May 1 2019,19:15,Cruzeiro,1-0,?,Ceará
2,Wed May 1 2019,21:30,Goiás,1-2,?,São Paulo
2,Wed May 1 2019,21:30,Fortaleza,2-1,?,Atl Paranaense
2,Wed May 1 2019,21:30,Vasco da Gama,1-2,?,Atlético Mineiro
2,Thu May 2 2019,19:15,Santos,2-1,?,Fluminense
2,Thu May 2 2019,20:00,Botafogo (RJ),3-2,?,Bahia
3,Sat May 4 2019,19:00,Palmeiras,1-0,?,Internacional
3,Sat May 4 2019,19:00,Vasco da Gama,1-1,?,Corinthians
3,Sat May 4 2019,21:00,Ceará,1-2,?,Atlético Mineiro
3,Sun May 5 2019,11:00,Chapecoense,1-1,?,Atl Paranaense
3,Sun May 5 2019,16:00,Cruzeiro,2-1,?,Goiás
3,Sun May 5 2019,16:00,CSA,0-0,?,Santos
3,Sun May 5 2019,16:00,Botafogo (RJ),1-0,?,Fortaleza
3,Sun May 5 2019,16:00,São Paulo,1-1,?,Flamengo
3,Sun May 5 2019,19:00,Grêmio,4-5,?,Fluminense
3,Sun May 5 2019,19:00,Bahia,1-0,?,Avaí
4,Sat May 11 2019,16:00,Fluminense,0-1,?,Botafogo (RJ)
4,Sat May 11 2019,19:00,Corinthians,0-0,?,Grêmio
4,Sat May 11 2019,21:00,Goiás,2-1,?,Ceará
4,Sun May 12 2019,11:00,Flamengo,2-1,?,Chapecoense
4,Sun May 12 2019,16:00,Internacional,3-1,?,Cruzeiro
4,Sun May 12 2019,16:00,Santos,3-0,?,Vasco da Gama
4,Sun May 12 2019,16:00,Atlético Mineiro,0-2,?,Palmeiras
4,Sun May 12 2019,19:00,Avaí,0-0,?,CSA
4,Sun May 12 2019,19:00,Atl Paranaense,1-0,?,Bahia
4,Sun May 12 2019,19:00,Fortaleza,0-1,?,São Paulo
5,Sat May 18 2019,18:00,Fluminense,4-1,?,Cruzeiro
5,Sat May 18 2019,19:00,Atlético Mineiro,2-1,?,Flamengo
5,Sat May 18 2019,19:00,Palmeiras,4-0,?,Santos
5,Sun May 19 2019,11:00,São Paulo,0-0,?,Bahia
5,Sun May 19 2019,16:00,Goiás,1-0,?,Botafogo (RJ)
5,Sun May 19 2019,16:00,Atl Paranaense,0-2,?,Corinthians
5,Sun May 19 2019,16:00,Internacional,2-0,?,CSA
5,Sun May 19 2019,16:00,Chapecoense,1-3,?,Fortaleza
5,Sun May 19 2019,19:00,Vasco da Gama,1-1,?,Avaí
5,Sun May 19 2019,19:00,Ceará,2-1,?,Grêmio
6,Sat May 25 2019,16:00,Botafogo (RJ),0-1,?,Palmeiras
6,Sat May 25 2019,19:00,Grêmio,1-0,?,Atlético Mineiro
