Matchday,Date,Time,Team 1,FT,HT,Team 2
1,Sat Aug 16 2003,?,Leicester City,2-2,?,Southampton
1,Sat Aug 16 2003,?,Portsmouth,2-1,?,Aston Villa
1,Sat Aug 16 2003,?,Manchester Utd,4-0,?,Bolton
1,Sat Aug 16 2003,?,Blackburn,5-1,?,Wolves
1,Sat Aug 16 2003,?,Arsenal,2-1,?,Everton
1,Sat Aug 16 2003,?,Birmingham City,1-0,?,Tottenham
1,Sat Aug 16 2003,?,Fulham,3-2,?,Middlesbrough
1,Sun Aug 17 2003,?,Leeds United,2-2,?,Newcastle Utd
1,Sun Aug 17 2003,?,Liverpool,1-2,?,Chelsea
1,Sun Aug 17 2003,?,Charlton Ath,0-3,?,Manchester City
2,Sat Aug 23 2003,?,Bolton,2-2,?,Blackburn
2,Sat Aug 23 2003,?,Southampton,0-0,?,Birmingham City
2,Sat Aug 23 2003,?,Everton,3-1,?,Fulham
2,Sat Aug 23 2003,?,Tottenham,2-1,?,Leeds United
2,Sat Aug 23 2003,?,Newcastle Utd,1-2,?,Manchester Utd
2,Sat Aug 23 2003,?,Manchester City,1-1,?,Portsmouth
2,Sat Aug 23 2003,?,Wolves,0-4,?,Charlton Ath
2,Sat Aug 23 2003,?,Chelsea,2-1,?,Leicester City
2,Sun Aug 24 2003,?,Middlesbrough,0-4,?,Arsenal
2,Sun Aug 24 2003,?,Aston Villa,0-0,?,Liverpool
3,Mon Aug 25 2003,?,Blackburn,2-3,?,Manchester City
3,Tue Aug 26 2003,?,Leicester City,0-0,?,Middlesbrough
3,Tue Aug 26 2003,?,Charlton Ath,2-2,?,Everton
3,Tue Aug 26 2003,?,Leeds United,0-0,?,Southampton
3,Tue Aug 26 2003,?,Portsmouth,4-0,?,Bolton
3,Wed Aug 27 2003,?,Manchester Utd,1-0,?,Wolves
3,Wed Aug 27 2003,?,Arsenal,2-0,?,Aston Villa
3,Wed Aug 27 2003,?,Liverpool,0-0,?,Tottenham
4,Sat Aug 30 2003,?,Newcastle Utd,0-1,?,Birmingham City
4,Sat Aug 30 2003,?,Chelsea,2-2,?,Blackburn
4,Sat Aug 30 2003,?,Middlesbrough,2-3,?,Leeds United
4,Sat Aug 30 2003,?,Wolves,0-0,?,Portsmouth
4,Sat Aug 30 2003,?,Everton,0-3,?,Liverpool
4,Sat Aug 30 2003,?,Tottenham,0-3,?,Fulham
4,Sat Aug 30 2003,?,Aston Villa,3-1,?,Leicester City
4,Sat Aug 30 2003,?,Bolton,0-0,?,Charlton Ath
4,Sun Aug 31 2003,?,Southampton,1-0,?,Manchester Utd
4,Sun Aug 31 2003,?,Manchester City,1-2,?,Arsenal
5,Sat Sep 13 2003,?,Southampton,2-0,?,Wolves
5,Sat Sep 13 2003,?,Blackburn,1-3,?,Liverpool
5,Sat Sep 13 2003,?,Everton,2-2,?,Newcastle Utd
5,Sat Sep 13 2003,?,Bolton,2-0,?,Middlesbrough
5,Sat Sep 13 2003,?,Arsenal,1-1,?,Portsmouth
5,Sat Sep 13 2003,?,Chelsea,4-2,?,Tottenham
5,Sat Sep 13 2003,?,Charlton Ath,0-2,?,Manchester Utd
5,Sun Sep 14 2003,?,Manchester City,4-1,?,Aston Villa
5,Sun Sep 14 2003,?,Birmingham City,2-2,?,Fulham
5,Mon Sep 15 2003,?,Leicester City,4-0,?,Leeds United
6,Sat Sep 20 2003,?,Newcastle Utd,0-0,?,Bolton
6,Sat Sep 20 2003,?,Portsmouth,1-2,?,Blackburn
6,Sat Sep 20 2003,?,Liverpool,2-1,?,Leicester City
6,Sat Sep 20 2003,?,Fulham,2-2,?,Manchester City
6,Sat Sep 20 2003,?,Leeds United,0-2,?,Birmingham City
6,Sat Sep 20 2003,?,Tottenham,1-3,?,Southampton
6,Sat Sep 20 2003,?,Wolves,0-5,?,Chelsea
6,Sat Sep 20 2003,?,Aston Villa,2-1,?,Charlton Ath
6,Sun Sep 21 2003,?,Manchester Utd,0-0,?,Arsenal
6,Sun Sep 21 2003,?,Middlesbrough,1-0,?,Everton
7,Fri Sep 26 2003,?,Arsenal,3-2,?,Newcastle Utd
7,Sat Sep 27 2003,?,Chelsea,1-0,?,Aston Villa
7,Sat Sep 27 2003,?,Bolton,1-1,?,Wolves
7,Sat Sep 27 2003,?,Leicester City,1-4,?,Manchester Utd
7,Sat Sep 27 2003,?,Birmingham City,2-0,?,Portsmouth
7,Sat Sep 27 2003,?,Southampton,0-1,?,Middlesbrough
7,Sun Sep 28 2003,?,Blackburn,0-2,?,Fulham
7,Sun Sep 28 2003,?,Charlton Ath,3-2,?,Liverpool
7,Sun Sep 28 2003,?,Manchester City,0-0,?,Tottenham
7,Sun Sep 28 2003,?,Everton,4-0,?,Leeds United
8,Sat Oct 4 2003,?,Tottenham,3-0,?,Everton
8,Sat Oct 4 2003,?,Newcastle Utd,1-0,?,Southampton
8,Sat Oct 4 2003,?,Wolves,1-0,?,Manchester City
8,Sat Oct 4 2003,?,Fulham,2-0,?,Leicester City
8,Sat Oct 4 2003,?,Manchester Utd,3-0,?,Birmingham City
8,Sat Oct 4 2003,?,Liverpool,1-2,?,Arsenal
8,Sat Oct 4 2003,?,Portsmouth,1-2,?,Charlton Ath
8,Sat Oct 4 2003,?,Leeds United,2-1,?,Blackburn
8,Sun Oct 5 2003,?,Aston Villa,1-1,?,Bolton
8,Sun Oct 5 2003,?,Middlesbrough,1-2,?,Chelsea
3,Tue Oct 14 2003,?,Birmingham City,0-0,?,Chelsea
9,Sat Oct 18 2003,?,Manchester City,6-2,?,Bolton
9,Sat Oct 18 2003,?,Fulham,0-0,?,Wolves
9,Sat Oct 18 2003,?,Middlesbrough,0-1,?,Newcastle Utd
9,Sat Oct 18 2003,?,Arsenal,2-1,?,Chelsea
9,Sat Oct 18 2003,?,Leeds United,0-1,?,Manchester Utd
9,Sat Oct 18 2003,?,Portsmouth,1-0,?,Liverpool
9,Sun Oct 19 2003,?,Birmingham City,0-0,?,Aston Villa
9,Sun Oct 19 2003,?,Leicester City,1-2,?,Tottenham
9,Sun Oct 19 2003,?,Everton,0-0,?,Southampton
9,Mon Oct 20 2003,?,Blackburn,0-1,?,Charlton Ath
3,Tue Oct 21 2003,?,Fulham,2-3,?,Newcastle Utd
10,Sat Oct 25 2003,?,Chelsea,1-0,?,Manchester City
10,Sat Oct 25 2003,?,Southampton,2-0,?,Blackburn
10,Sat Oct 25 2003,?,Bolton,0-1,?,Birmingham City
10,Sat Oct 25 2003,?,Manchester Utd,1-3,?,Fulham
10,Sat Oct 25 2003,?,Aston Villa,0-0,?,Everton
10,Sat Oct 25 2003,?,Liverpool,3-1,?,Leeds United
10,Sat Oct 25 2003,?,Wolves,4-3,?,Leicester City
10,Sat Oct 25 2003,?,Newcastle Utd,3-0,?,Portsmouth
10,Sun Oct 26 2003,?,Charlton Ath,1-1,?,Arsenal
10,Sun Oct 26 2003,?,Tottenham,0-0,?,Middlesbrough
11,Sat Nov 1 2003,?,Southampton,0-2,?,Manchester City
11,Sat Nov 1 2003,?,Tottenham,0-1,?,Bolton
11,Sat Nov 1 2003,?,Leeds United,1-4,?,Arsenal
11,Sat Nov 1 2003,?,Middlesbrough,2-0,?,Wolves
11,Sat Nov 1 2003,?,Everton,0-1,?,Chelsea
11,Sat Nov 1 2003,?,Newcastle Utd,1-1,?,Aston Villa
11,Sat Nov 1 2003,?,Manchester Utd,3-0,?,Portsmouth
11,Sun Nov 2 2003,?,Fulham,1-2,?,Liverpool
