Matchday,Date,Time,Team 1,FT,HT,Team 2
1,Fri Jul 19 2019,19:00,1860 Munich,1-1,?,Preußen Münster
1,Sat Jul 20 2019,14:00,Hansa Rostock,3-3,?,Viktoria Köln
1,Sat Jul 20 2019,14:00,Meppen,0-2,?,Zwickau
1,Sat Jul 20 2019,14:00,Kaiserslautern,1-1,?,Unterhaching
1,Sat Jul 20 2019,14:00,MSV Duisburg,4-1,?,Großaspach
1,Sat Jul 20 2019,14:00,W'burg Kickers,3-1,?,FC Bayern II
1,Sat Jul 20 2019,17:45,Magdeburg,2-4,?,Braunschweig
1,Sun Jul 21 2019,13:00,Chemnitzer FC,1-1,?,SV Waldhof
1,Sun Jul 21 2019,14:00,Uerdingen,1-0,?,Hallescher
1,Mon Jul 22 2019,19:00,Carl Zeiss Jena,1-2,?,Ingolstadt 04
2,Fri Jul 26 2019,19:00,FC Bayern II,2-1,?,Uerdingen
2,Sat Jul 27 2019,14:00,SV Waldhof,0-0,?,Meppen
2,Sat Jul 27 2019,14:00,Unterhaching,5-4,?,W'burg Kickers
2,Sat Jul 27 2019,14:00,Hallescher,1-0,?,Hansa Rostock
2,Sat Jul 27 2019,14:00,Preußen Münster,2-0,?,Carl Zeiss Jena
2,Sat Jul 27 2019,14:00,Ingolstadt 04,3-2,?,MSV Duisburg
2,Sat Jul 27 2019,14:00,Großaspach,1-3,?,Kaiserslautern
2,Sat Jul 27 2019,14:00,Braunschweig,2-1,?,1860 Munich
2,Sun Jul 28 2019,13:00,Viktoria Köln,3-2,?,Chemnitzer FC
2,Sun Jul 28 2019,14:00,Zwickau,0-0,?,Magdeburg
3,Tue Jul 30 2019,19:00,Carl Zeiss Jena,0-2,?,Braunschweig
3,Tue Jul 30 2019,19:00,W'burg Kickers,0-3,?,Großaspach
3,Tue Jul 30 2019,19:00,Uerdingen,2-2,?,Unterhaching
3,Tue Jul 30 2019,19:00,Hansa Rostock,2-1,?,FC Bayern II
3,Tue Jul 30 2019,19:00,Kaiserslautern,0-0,?,Ingolstadt 04
3,Wed Jul 31 2019,19:00,1860 Munich,3-0,?,Zwickau
3,Wed Jul 31 2019,19:00,Viktoria Köln,0-2,?,Hallescher
3,Wed Jul 31 2019,19:00,Chemnitzer FC,2-4,?,Meppen
