Matchday,Date,Time,Team 1,FT,HT,Team 2
1,Fri Aug 9 2019,20:45,Monaco,0-3,?,Lyon
1,Sat Aug 10 2019,17:30,Marseille,0-2,?,Reims
1,Sat Aug 10 2019,20:00,Angers,3-1,?,Bordeaux
1,Sat Aug 10 2019,20:00,Brest,1-1,?,Toulouse
1,Sat Aug 10 2019,20:00,Dijon,1-2,?,Saint-Étienne
1,Sat Aug 10 2019,20:00,Montpellier,0-1,?,Rennes
1,Sat Aug 10 2019,20:00,Nice,2-1,?,Amiens
1,Sun Aug 11 2019,15:00,Lille,2-1,?,Nantes
1,Sun Aug 11 2019,17:00,Strasbourg,1-1,?,Metz
1,Sun Aug 11 2019,21:00,Paris S-G,3-0,?,Nîmes
2,Fri Aug 16 2019,20:45,Lyon,6-0,?,Angers
2,Sat Aug 17 2019,17:30,Nantes,0-0,?,Marseille
2,Sat Aug 17 2019,20:00,Metz,3-0,?,Monaco
2,Sat Aug 17 2019,20:00,Amiens,1-0,?,Lille
2,Sat Aug 17 2019,20:00,Bordeaux,1-1,?,Montpellier
2,Sat Aug 17 2019,20:00,Toulouse,1-0,?,Dijon
2,Sat Aug 17 2019,20:00,Nîmes,1-2,?,Nice
2,Sun Aug 18 2019,15:00,Saint-Étienne,1-1,?,Brest
2,Sun Aug 18 2019,17:00,Reims,0-0,?,Strasbourg
2,Sun Aug 18 2019,21:00,Rennes,2-1,?,Paris S-G
3,Sat Aug 24 2019,20:00,Dijon,0-2,?,Bordeaux
3,Sat Aug 24 2019,20:00,Angers,3-0,?,Metz
3,Sat Aug 24 2019,20:00,Amiens,1-2,?,Nantes
3,Sat Aug 24 2019,20:00,Brest,1-0,?,Reims
3,Sun Aug 25 2019,15:00,Monaco,2-2,?,Nîmes
3,Sun Aug 25 2019,17:00,Strasbourg,0-2,?,Rennes
3,Sun Aug 25 2019,21:00,Paris S-G,4-0,?,Toulouse
3,Tue Aug 27 2019,19:00,Montpellier,1-0,?,Lyon
3,Wed Aug 28 2019,19:00,Lille,3-0,?,Saint-Étienne
3,Wed Aug 28 2019,21:00,Nice,1-2,?,Marseille
4,Fri Aug 30 2019,20:45,Metz,0-2,?,Paris S-G
4,Sat Aug 31 2019,17:30,Lyon,1-1,?,Bordeaux
4,Sat Aug 31 2019,20:00,Angers,2-0,?,Dijon
4,Sat Aug 31 2019,20:00,Nîmes,3-0,?,Brest
4,Sat Aug 31 2019,20:00,Nantes,1-0,?,Montpellier
4,Sat Aug 31 2019,20:00,Toulouse,2-0,?,Amiens
4,Sun Sep 1 2019,15:00,Rennes,1-2,?,Nice
4,Sun Sep 1 2019,15:00,Reims,2-0,?,Lille
4,Sun Sep 1 2019,17:00,Strasbourg,2-2,?,Monaco
4,Sun Sep 1 2019,21:00,Marseille,1-0,?,Saint-Étienne
5,Fri Sep 13 2019,19:00,Lille,2-1,?,Angers
5,Fri Sep 13 2019,20:45,Amiens,2-2,?,Lyon
5,Sat Sep 14 2019,17:30,Paris S-G,1-0,?,Strasbourg
5,Sat Sep 14 2019,20:00,Bordeaux,2-0,?,Metz
5,Sat Sep 14 2019,20:00,Dijon,0-0,?,Nîmes
5,Sat Sep 14 2019,20:00,Montpellier,2-1,?,Nice
5,Sat Sep 14 2019,20:00,Brest,0-0,?,Rennes
