Matchday,Date,Time,Team 1,FT,HT,Team 2
1,Sat Jul 26 2014,14:00,Mainz 05 II,1-2,?,Arminia
1,Sat Jul 26 2014,14:00,Rot-Weiß Erfurt,1-2,?,Dortmund II
1,Sat Jul 26 2014,14:00,Wehen,2-1,?,S'gart Kickers
1,Sat Jul 26 2014,14:00,Jahn R'burg,3-1,?,MSV Duisburg
1,Sat Jul 26 2014,14:00,Holstein Kiel,0-0,?,Unterhaching
1,Sat Jul 26 2014,14:00,Dynamo Dres,2-1,?,Stuttgart II
1,Sat Jul 26 2014,14:00,Hallescher,0-3,?,Chemnitzer FC
1,Sat Jul 26 2014,18:00,Osnabrück,1-3,?,Energie Cottbus
1,Sun Jul 27 2014,14:00,Großaspach,2-1,?,Fortuna Köln
1,Sun Jul 27 2014,14:00,Preußen Münster,3-4,?,Hansa Rostock
2,Sat Aug 2 2014,14:00,Arminia,1-5,?,Hallescher
2,Sat Aug 2 2014,14:00,Hansa Rostock,1-1,?,Rot-Weiß Erfurt
2,Sat Aug 2 2014,14:00,S'gart Kickers,3-1,?,Jahn R'burg
2,Sat Aug 2 2014,14:00,Unterhaching,3-3,?,Wehen
2,Sat Aug 2 2014,14:00,Chemnitzer FC,2-0,?,Osnabrück
2,Sat Aug 2 2014,14:00,MSV Duisburg,1-1,?,Großaspach
2,Sat Aug 2 2014,14:00,Dortmund II,2-2,?,Holstein Kiel
2,Sat Aug 2 2014,14:00,Fortuna Köln,2-2,?,Mainz 05 II
2,Sat Aug 2 2014,14:00,Stuttgart II,0-3,?,Preußen Münster
2,Sun Aug 3 2014,14:00,Energie Cottbus,1-3,?,Dynamo Dres
3,Tue Aug 5 2014,19:00,Jahn R'burg,0-2,?,Unterhaching
3,Tue Aug 5 2014,19:00,Chemnitzer FC,0-0,?,Arminia
3,Tue Aug 5 2014,19:00,Großaspach,1-1,?,S'gart Kickers
3,Tue Aug 5 2014,19:00,Wehen,1-0,?,Dortmund II
3,Tue Aug 5 2014,19:00,Rot-Weiß Erfurt,3-1,?,Stuttgart II
3,Wed Aug 6 2014,18:30,Osnabrück,2-2,?,Dynamo Dres
3,Wed Aug 6 2014,19:00,Mainz 05 II,3-4,?,MSV Duisburg
3,Wed Aug 6 2014,19:00,Hallescher,0-2,?,Fortuna Köln
3,Wed Aug 6 2014,19:00,Preußen Münster,0-0,?,Energie Cottbus
3,Wed Aug 6 2014,19:00,Holstein Kiel,2-0,?,Hansa Rostock
4,Sat Aug 9 2014,14:00,Unterhaching,3-1,?,Großaspach
4,Sat Aug 9 2014,14:00,Energie Cottbus,0-0,?,Rot-Weiß Erfurt
4,Sat Aug 9 2014,14:00,MSV Duisburg,1-1,?,Hallescher
4,Sat Aug 9 2014,14:00,Stuttgart II,1-0,?,Holstein Kiel
4,Sat Aug 9 2014,14:00,S'gart Kickers,2-0,?,Mainz 05 II
4,Sat Aug 9 2014,14:00,Arminia,1-2,?,Osnabrück
4,Sat Aug 9 2014,14:00,Dortmund II,5-1,?,Jahn R'burg
4,Sat Aug 9 2014,14:00,Dynamo Dres,3-1,?,Preußen Münster
4,Sun Aug 10 2014,14:00,Fortuna Köln,1-2,?,Chemnitzer FC
4,Sun Aug 10 2014,14:00,Hansa Rostock,0-1,?,Wehen
5,Fri Aug 22 2014,19:00,Wehen,4-1,?,Stuttgart II
5,Fri Aug 22 2014,19:00,Großaspach,0-0,?,Dortmund II
5,Sat Aug 23 2014,14:00,Rot-Weiß Erfurt,2-0,?,Dynamo Dres
5,Sat Aug 23 2014,14:00,Arminia,2-0,?,Fortuna Köln
5,Sat Aug 23 2014,14:00,Mainz 05 II,1-5,?,Unterhaching
5,Sat Aug 23 2014,14:00,Hallescher,1-2,?,S'gart Kickers
5,Sat Aug 23 2014,14:00,Holstein Kiel,0-1,?,Energie Cottbus
5,Sat Aug 23 2014,14:00,Osnabrück,0-1,?,Preußen Münster
5,Sat Aug 23 2014,14:00,Jahn R'burg,4-4,?,Hansa Rostock
5,Sun Aug 24 2014,14:00,Chemnitzer FC,0-0,?,MSV Duisburg
6,Tue Aug 26 2014,19:00,Fortuna Köln,0-1,?,Osnabrück
6,Tue Aug 26 2014,19:00,Energie Cottbus,2-0,?,Wehen
6,Tue Aug 26 2014,19:00,Dortmund II,1-3,?,Mainz 05 II
6,Tue Aug 26 2014,19:00,Dynamo Dres,1-2,?,Holstein Kiel
6,Tue Aug 26 2014,19:00,Hansa Rostock,1-3,?,Großaspach
6,Wed Aug 27 2014,19:00,MSV Duisburg,1-1,?,Arminia
6,Wed Aug 27 2014,19:00,S'gart Kickers,2-0,?,Chemnitzer FC
6,Wed Aug 27 2014,19:00,Unterhaching,0-4,?,Hallescher
6,Wed Aug 27 2014,19:00,Preußen Münster,2-2,?,Rot-Weiß Erfurt
6,Wed Aug 27 2014,19:00,Stuttgart II,1-2,?,Jahn R'burg
7,Fri Aug 29 2014,19:00,Mainz 05 II,0-2,?,Hansa Rostock
7,Sat Aug 30 2014,14:00,Osnabrück,3-1,?,Rot-Weiß Erfurt
7,Sat Aug 30 2014,14:00,Jahn R'burg,1-1,?,Energie Cottbus
7,Sat Aug 30 2014,14:00,Großaspach,3-3,?,Stuttgart II
7,Sat Aug 30 2014,14:00,Chemnitzer FC,2-0,?,Unterhaching
7,Sat Aug 30 2014,14:00,Hallescher,0-0,?,Dortmund II
7,Sat Aug 30 2014,14:00,Wehen,0-2,?,Dynamo Dres
7,Sat Aug 30 2014,14:00,Fortuna Köln,0-1,?,MSV Duisburg
7,Sat Aug 30 2014,14:00,Holstein Kiel,1-1,?,Preußen Münster
7,Sun Aug 31 2014,14:00,Arminia,4-2,?,S'gart Kickers
8,Sat Sep 6 2014,14:00,Rot-Weiß Erfurt,3-2,?,Holstein Kiel
8,Sat Sep 6 2014,14:00,Dynamo Dres,2-1,?,Jahn R'burg
8,Sat Sep 6 2014,14:00,S'gart Kickers,2-0,?,Fortuna Köln
8,Sat Sep 6 2014,14:00,MSV Duisburg,3-0,?,Osnabrück
8,Sat Sep 6 2014,14:00,Hansa Rostock,0-1,?,Hallescher
8,Sun Sep 7 2014,14:00,Preußen Münster,3-2,?,Wehen
9,Fri Sep 12 2014,19:00,Wehen,3-1,?,Rot-Weiß Erfurt
9,Sat Sep 13 2014,14:00,Jahn R'burg,0-1,?,Preußen Münster
9,Sat Sep 13 2014,14:00,Großaspach,1-3,?,Dynamo Dres
9,Sat Sep 13 2014,14:00,Arminia,3-0,?,Dortmund II
9,Sat Sep 13 2014,14:00,Fortuna Köln,2-0,?,Unterhaching
9,Sat Sep 13 2014,14:00,Mainz 05 II,0-0,?,Energie Cottbus
9,Sat Sep 13 2014,14:00,Hallescher,0-2,?,Stuttgart II
9,Sat Sep 13 2014,14:00,MSV Duisburg,2-0,?,S'gart Kickers
9,Sat Sep 13 2014,14:00,Osnabrück,2-1,?,Holstein Kiel
9,Sun Sep 14 2014,14:00,Chemnitzer FC,2-0,?,Hansa Rostock
8,Tue Sep 16 2014,18:00,Stuttgart II,1-0,?,Mainz 05 II
8,Tue Sep 16 2014,18:30,Energie Cottbus,2-0,?,Großaspach
8,Tue Sep 16 2014,19:00,Unterhaching,1-3,?,Arminia
8,Wed Sep 17 2014,19:00,Dortmund II,1-3,?,Chemnitzer FC
10,Fri Sep 19 2014,19:00,Unterhaching,1-1,?,MSV Duisburg
10,Fri Sep 19 2014,19:00,S'gart Kickers,1-1,?,Osnabrück
10,Fri Sep 19 2014,19:00,Dynamo Dres,1-1,?,Mainz 05 II
10,Sat Sep 20 2014,14:00,Preußen Münster,3-1,?,Großaspach
10,Sat Sep 20 2014,14:00,Hansa Rostock,4-2,?,Arminia
10,Sat Sep 20 2014,14:00,Stuttgart II,0-0,?,Chemnitzer FC
10,Sat Sep 20 2014,14:00,Dortmund II,0-2,?,Fortuna Köln
10,Sat Sep 20 2014,14:00,Rot-Weiß Erfurt,2-0,?,Jahn R'burg
10,Sat Sep 20 2014,14:00,Holstein Kiel,0-0,?,Wehen
10,Sat Sep 20 2014,14:00,Energie Cottbus,1-2,?,Hallescher
11,Tue Sep 23 2014,19:00,Osnabrück,1-3,?,Wehen
11,Tue Sep 23 2014,19:00,Chemnitzer FC,0-1,?,Energie Cottbus
11,Tue Sep 23 2014,19:00,S'gart Kickers,3-0,?,Unterhaching
11,Tue Sep 23 2014,19:00,Mainz 05 II,4-0,?,Preußen Münster
11,Wed Sep 24 2014,19:00,Jahn R'burg,0-2,?,Holstein Kiel
11,Wed Sep 24 2014,19:00,Arminia,3-0,?,Stuttgart II
11,Wed Sep 24 2014,19:00,Fortuna Köln,1-0,?,Hansa Rostock
11,Wed Sep 24 2014,19:00,MSV Duisburg,2-1,?,Dortmund II
11,Wed Sep 24 2014,19:00,Großaspach,1-1,?,Rot-Weiß Erfurt
11,Wed Sep 24 2014,19:15,Hallescher,1-1,?,Dynamo Dres
12,Sat Sep 27 2014,14:00,Rot-Weiß Erfurt,1-0,?,Mainz 05 II
12,Sat Sep 27 2014,14:00,Unterhaching,3-4,?,Osnabrück
12,Sat Sep 27 2014,14:00,Hansa Rostock,1-3,?,MSV Duisburg
12,Sat Sep 27 2014,14:00,Dynamo Dres,1-0,?,Chemnitzer FC
12,Sat Sep 27 2014,14:00,Dortmund II,1-1,?,S'gart Kickers
12,Sat Sep 27 2014,14:00,Holstein Kiel,3-1,?,Großaspach
12,Sat Sep 27 2014,14:00,Wehen,2-0,?,Jahn R'burg
12,Sun Sep 28 2014,14:00,Preußen Münster,2-0,?,Hallescher
12,Sun Sep 28 2014,14:00,Stuttgart II,3-1,?,Fortuna Köln
12,Sun Sep 28 2014,14:00,Energie Cottbus,1-1,?,Arminia
13,Sat Oct 4 2014,14:00,S'gart Kickers,3-0,?,Hansa Rostock
13,Sat Oct 4 2014,14:00,MSV Duisburg,1-1,?,Stuttgart II
13,Sat Oct 4 2014,14:00,Arminia,4-1,?,Dynamo Dres
13,Sat Oct 4 2014,14:00,Chemnitzer FC,1-0,?,Preußen Münster
13,Sat Oct 4 2014,14:00,Osnabrück,2-0,?,Jahn R'burg
13,Sat Oct 4 2014,14:00,Unterhaching,2-0,?,Dortmund II
13,Sat Oct 4 2014,14:00,Fortuna Köln,3-0,?,Energie Cottbus
13,Sun Oct 5 2014,14:00,Mainz 05 II,1-1,?,Holstein Kiel
13,Sun Oct 5 2014,14:00,Hallescher,1-2,?,Rot-Weiß Erfurt
13,Sun Oct 5 2014,14:00,Großaspach,0-3,?,Wehen
14,Sat Oct 18 2014,14:00,Wehen,1-2,?,Mainz 05 II
14,Sat Oct 18 2014,14:00,Hansa Rostock,2-2,?,Unterhaching
14,Sat Oct 18 2014,14:00,Stuttgart II,5-1,?,S'gart Kickers
14,Sat Oct 18 2014,14:00,Jahn R'burg,2-0,?,Großaspach
14,Sat Oct 18 2014,14:00,Dortmund II,2-2,?,Osnabrück
14,Sat Oct 18 2014,14:00,Dynamo Dres,0-0,?,Fortuna Köln
14,Sat Oct 18 2014,14:00,Energie Cottbus,2-0,?,MSV Duisburg
14,Sat Oct 18 2014,14:00,Rot-Weiß Erfurt,2-0,?,Chemnitzer FC
14,Sat Oct 18 2014,14:00,Holstein Kiel,3-0,?,Hallescher
14,Sun Oct 19 2014,14:00,Preußen Münster,3-1,?,Arminia
15,Fri Oct 24 2014,19:00,Fortuna Köln,1-1,?,Preußen Münster
15,Fri Oct 24 2014,19:00,Arminia,3-0,?,Rot-Weiß Erfurt
15,Sat Oct 25 2014,14:00,MSV Duisburg,0-0,?,Dynamo Dres
15,Sat Oct 25 2014,14:00,Chemnitzer FC,0-0,?,Holstein Kiel
15,Sat Oct 25 2014,14:00,Osnabrück,2-0,?,Großaspach
