Matchday,Date,Time,Team 1,FT,HT,Team 2
8,Tue Sep 23 2014,20:55,Troyes,4-1,?,Niort
8,Tue Sep 23 2014,20:55,Nancy,2-1,?,Tours
8,Tue Sep 23 2014,20:55,Ajaccio,0-1,?,Le Havre
8,Tue Sep 23 2014,20:55,Orléans,0-1,?,Gazélec Ajaccio
8,Tue Sep 23 2014,20:55,Sochaux,0-0,?,Brest
8,Tue Sep 23 2014,20:55,Dijon,2-1,?,Créteil
9,Fri Sep 26 2014,20:00,Tours,0-1,?,Sochaux
9,Fri Sep 26 2014,20:00,Laval,1-1,?,Nancy
9,Fri Sep 26 2014,20:00,Le Havre,1-0,?,Dijon
9,Fri Sep 26 2014,20:00,Niort,2-1,?,Angers
9,Fri Sep 26 2014,20:00,Châteauroux,1-1,?,Brest
9,Fri Sep 26 2014,20:00,Gazélec Ajaccio,2-0,?,Nîmes
9,Fri Sep 26 2014,20:00,Créteil,3-2,?,Ajaccio
9,Fri Sep 26 2014,20:00,Auxerre,2-1,?,Arles-Avignon
9,Fri Sep 26 2014,20:00,Valenciennes,2-0,?,Orléans
9,Mon Sep 29 2014,20:30,Clermont Foot,1-0,?,Troyes
10,Fri Oct 3 2014,20:00,Angers,3-0,?,Créteil
10,Fri Oct 3 2014,20:00,Nîmes,0-0,?,Laval
10,Fri Oct 3 2014,20:00,Ajaccio,0-0,?,Niort
10,Fri Oct 3 2014,20:00,Nancy,1-0,?,Gazélec Ajaccio
10,Fri Oct 3 2014,20:00,Dijon,1-0,?,Clermont Foot
10,Fri Oct 3 2014,20:00,Orléans,2-2,?,Le Havre
10,Fri Oct 3 2014,20:00,Arles-Avignon,0-1,?,Châteauroux
10,Fri Oct 3 2014,20:00,Sochaux,0-0,?,Auxerre
10,Sat Oct 4 2014,14:00,Troyes,0-0,?,Valenciennes
10,Mon Oct 6 2014,20:30,Brest,2-0,?,Tours
11,Fri Oct 17 2014,20:00,Niort,1-1,?,Orléans
11,Fri Oct 17 2014,20:00,Laval,2-2,?,Brest
11,Fri Oct 17 2014,20:00,Le Havre,1-0,?,Angers
11,Fri Oct 17 2014,20:00,Auxerre,2-2,?,Nancy
11,Fri Oct 17 2014,20:00,Gazélec Ajaccio,3-1,?,Arles-Avignon
11,Fri Oct 17 2014,20:00,Tours,1-2,?,Nîmes
11,Fri Oct 17 2014,20:00,Châteauroux,1-4,?,Sochaux
11,Fri Oct 17 2014,20:00,Clermont Foot,1-1,?,Ajaccio
11,Sat Oct 18 2014,14:00,Créteil,1-1,?,Troyes
11,Mon Oct 20 2014,20:30,Valenciennes,0-3,?,Dijon
12,Fri Oct 24 2014,20:00,Ajaccio,2-1,?,Valenciennes
12,Fri Oct 24 2014,20:00,Châteauroux,2-1,?,Tours
12,Fri Oct 24 2014,20:00,Angers,3-0,?,Clermont Foot
12,Fri Oct 24 2014,20:00,Brest,3-0,?,Gazélec Ajaccio
12,Fri Oct 24 2014,20:00,Arles-Avignon,1-0,?,Niort
12,Fri Oct 24 2014,20:00,Nîmes,0-1,?,Auxerre
12,Fri Oct 24 2014,20:00,Sochaux,0-0,?,Laval
12,Fri Oct 24 2014,20:00,Orléans,1-1,?,Créteil
12,Sat Oct 25 2014,14:00,Troyes,1-0,?,Dijon
12,Mon Oct 27 2014,20:30,Nancy,2-1,?,Le Havre
13,Fri Oct 31 2014,20:00,Troyes,1-0,?,Orléans
13,Fri Oct 31 2014,20:00,Clermont Foot,3-0,?,Nîmes
13,Fri Oct 31 2014,20:00,Le Havre,2-0,?,Arles-Avignon
13,Fri Oct 31 2014,20:00,Gazélec Ajaccio,1-0,?,Châteauroux
13,Fri Oct 31 2014,20:00,Laval,2-1,?,Tours
13,Fri Oct 31 2014,20:00,Créteil,1-2,?,Sochaux
13,Fri Oct 31 2014,20:00,Auxerre,0-3,?,Brest
13,Fri Oct 31 2014,20:00,Dijon,3-0,?,Ajaccio
13,Sat Nov 1 2014,14:00,Niort,1-4,?,Nancy
13,Mon Nov 3 2014,20:30,Valenciennes,1-0,?,Angers
14,Fri Nov 7 2014,20:00,Tours,2-3,?,Auxerre
14,Fri Nov 7 2014,20:00,Ajaccio,2-1,?,Troyes
14,Fri Nov 7 2014,20:00,Châteauroux,1-1,?,Laval
14,Fri Nov 7 2014,20:00,Sochaux,2-1,?,Gazélec Ajaccio
14,Fri Nov 7 2014,20:00,Angers,1-0,?,Dijon
14,Fri Nov 7 2014,20:00,Nîmes,3-2,?,Niort
14,Fri Nov 7 2014,20:00,Arles-Avignon,1-2,?,Valenciennes
14,Fri Nov 7 2014,20:00,Orléans,2-1,?,Clermont Foot
14,Sat Nov 8 2014,14:00,Brest,1-0,?,Le Havre
14,Mon Nov 10 2014,20:30,Nancy,3-1,?,Créteil
15,Fri Nov 21 2014,20:00,Clermont Foot,3-1,?,Arles-Avignon
15,Fri Nov 21 2014,20:00,Gazélec Ajaccio,1-0,?,Laval
15,Fri Nov 21 2014,20:00,Ajaccio,1-1,?,Angers
15,Fri Nov 21 2014,20:00,Valenciennes,0-1,?,Brest
15,Fri Nov 21 2014,20:00,Niort,1-1,?,Tours
15,Fri Nov 21 2014,20:00,Auxerre,3-1,?,Châteauroux
15,Fri Nov 21 2014,20:00,Créteil,2-0,?,Nîmes
15,Fri Nov 21 2014,20:00,Dijon,2-1,?,Orléans
15,Sat Nov 22 2014,14:00,Le Havre,1-1,?,Sochaux
15,Mon Nov 24 2014,20:30,Troyes,1-0,?,Nancy
16,Fri Nov 28 2014,20:00,Arles-Avignon,0-2,?,Dijon
16,Fri Nov 28 2014,20:00,Châteauroux,0-1,?,Niort
16,Fri Nov 28 2014,20:00,Tours,2-1,?,Gazélec Ajaccio
16,Fri Nov 28 2014,20:00,Laval,1-1,?,Auxerre
16,Fri Nov 28 2014,20:00,Nîmes,3-3,?,Le Havre
16,Fri Nov 28 2014,20:00,Orléans,1-1,?,Ajaccio
16,Fri Nov 28 2014,20:00,Brest,2-2,?,Créteil
16,Fri Nov 28 2014,20:00,Sochaux,1-0,?,Clermont Foot
16,Sat Nov 29 2014,14:00,Angers,0-3,?,Troyes
16,Mon Dec 1 2014,20:30,Nancy,0-1,?,Valenciennes
17,Fri Dec 12 2014,20:00,Le Havre,0-1,?,Laval
17,Fri Dec 12 2014,20:00,Créteil,2-0,?,Arles-Avignon
17,Fri Dec 12 2014,20:00,Clermont Foot,2-2,?,Tours
17,Fri Dec 12 2014,20:00,Gazélec Ajaccio,1-1,?,Auxerre
17,Fri Dec 12 2014,20:00,Ajaccio,2-0,?,Nancy
17,Fri Dec 12 2014,20:00,Niort,0-1,?,Sochaux
17,Fri Dec 12 2014,20:00,Valenciennes,1-0,?,Châteauroux
17,Fri Dec 12 2014,20:00,Orléans,2-3,?,Angers
17,Sat Dec 13 2014,14:00,Dijon,1-0,?,Brest
17,Mon Dec 15 2014,20:30,Troyes,2-0,?,Nîmes
18,Thu Dec 18 2014,20:30,Sochaux,1-1,?,Angers
18,Fri Dec 19 2014,20:00,Châteauroux,1-1,?,Dijon
18,Fri Dec 19 2014,20:00,Tours,3-2,?,Le Havre
18,Fri Dec 19 2014,20:00,Auxerre,1-1,?,Niort
18,Fri Dec 19 2014,20:00,Nîmes,0-1,?,Orléans
18,Fri Dec 19 2014,20:00,Nancy,1-2,?,Clermont Foot
18,Fri Dec 19 2014,20:00,Laval,3-1,?,Valenciennes
18,Sat Dec 20 2014,14:00,Brest,2-1,?,Ajaccio
18,Sat Dec 20 2014,14:00,Arles-Avignon,0-4,?,Troyes
18,Sat Dec 20 2014,14:00,Gazélec Ajaccio,2-0,?,Créteil
19,Fri Jan 9 2015,20:00,Orléans,1-1,?,Arles-Avignon
19,Fri Jan 9 2015,20:00,Clermont Foot,0-0,?,Laval
19,Fri Jan 9 2015,20:00,Niort,1-1,?,Gazélec Ajaccio
19,Fri Jan 9 2015,20:00,Créteil,2-2,?,Auxerre
19,Fri Jan 9 2015,20:00,Angers,3-1,?,Nancy
19,Fri Jan 9 2015,20:00,Le Havre,1-1,?,Châteauroux
19,Fri Jan 9 2015,20:00,Ajaccio,0-1,?,Nîmes
19,Fri Jan 9 2015,20:00,Dijon,0-3,?,Tours
19,Sat Jan 10 2015,14:00,Troyes,1-0,?,Brest
19,Mon Jan 12 2015,20:30,Valenciennes,1-2,?,Sochaux
20,Fri Jan 16 2015,20:00,Tours,0-2,?,Troyes
20,Fri Jan 16 2015,20:00,Gazélec Ajaccio,1-0,?,Le Havre
20,Fri Jan 16 2015,20:00,Arles-Avignon,1-3,?,Angers
20,Fri Jan 16 2015,20:00,Brest,0-0,?,Niort
20,Fri Jan 16 2015,20:00,Châteauroux,2-2,?,Créteil
20,Fri Jan 16 2015,20:00,Laval,1-0,?,Dijon
20,Fri Jan 16 2015,20:00,Auxerre,1-1,?,Clermont Foot
20,Fri Jan 16 2015,20:00,Nîmes,2-0,?,Valenciennes
20,Sat Jan 17 2015,14:00,Sochaux,1-1,?,Ajaccio
20,Mon Jan 19 2015,20:30,Nancy,2-2,?,Orléans
21,Fri Jan 23 2015,20:00,Le Havre,1-1,?,Niort
21,Fri Jan 23 2015,20:00,Orléans,0-0,?,Auxerre
21,Fri Jan 23 2015,20:00,Dijon,4-5,?,Nîmes
21,Fri Jan 23 2015,20:00,Arles-Avignon,1-0,?,Nancy
21,Fri Jan 23 2015,20:00,Créteil,1-0,?,Laval
21,Fri Jan 23 2015,20:00,Ajaccio,0-3,?,Gazélec Ajaccio
21,Sat Jan 24 2015,14:00,Troyes,2-0,?,Sochaux
21,Sat Jan 24 2015,14:00,Clermont Foot,3-3,?,Châteauroux
21,Sat Jan 24 2015,14:00,Valenciennes,1-2,?,Tours
21,Mon Jan 26 2015,20:30,Angers,1-2,?,Brest
22,Fri Jan 30 2015,20:00,Châteauroux,0-1,?,Angers
22,Fri Jan 30 2015,20:00,Tours,0-2,?,Ajaccio
22,Fri Jan 30 2015,20:00,Gazélec Ajaccio,1-1,?,Clermont Foot
22,Fri Jan 30 2015,20:00,Nîmes,1-1,?,Nancy
22,Fri Jan 30 2015,20:00,Laval,2-1,?,Troyes
22,Fri Jan 30 2015,20:00,Niort,1-3,?,Créteil
22,Fri Jan 30 2015,20:00,Sochaux,1-0,?,Arles-Avignon
22,Fri Jan 30 2015,20:00,Brest,1-1,?,Orléans
22,Sat Jan 31 2015,14:00,Auxerre,3-0,?,Dijon
22,Mon Feb 2 2015,20:30,Le Havre,3-1,?,Valenciennes
23,Fri Feb 6 2015,20:00,Angers,2-0,?,Tours
23,Fri Feb 6 2015,20:00,Valenciennes,1-2,?,Auxerre
23,Fri Feb 6 2015,20:00,Ajaccio,0-0,?,Laval
23,Fri Feb 6 2015,20:00,Créteil,0-0,?,Le Havre
23,Fri Feb 6 2015,20:00,Clermont Foot,1-1,?,Niort
23,Fri Feb 6 2015,20:00,Orléans,1-0,?,Châteauroux
23,Fri Feb 6 2015,20:00,Arles-Avignon,0-1,?,Nîmes
23,Fri Feb 6 2015,20:00,Troyes,1-1,?,Gazélec Ajaccio
23,Sat Feb 7 2015,14:00,Dijon,1-0,?,Sochaux
23,Mon Feb 9 2015,20:00,Nancy,2-1,?,Brest
24,Fri Feb 13 2015,20:00,Créteil,0-0,?,Valenciennes
24,Fri Feb 13 2015,20:00,Auxerre,0-1,?,Troyes
24,Fri Feb 13 2015,20:00,Châteauroux,0-0,?,Ajaccio
24,Fri Feb 13 2015,20:00,Le Havre,3-1,?,Clermont Foot
24,Fri Feb 13 2015,20:00,Tours,2-2,?,Arles-Avignon
24,Fri Feb 13 2015,20:00,Niort,1-1,?,Dijon
24,Fri Feb 13 2015,20:00,Laval,1-1,?,Orléans
24,Fri Feb 13 2015,20:00,Gazélec Ajaccio,1-0,?,Angers
24,Sat Feb 14 2015,14:00,Sochaux,0-2,?,Nancy
24,Mon Feb 16 2015,20:30,Brest,3-1,?,Nîmes
25,Fri Feb 20 2015,20:00,Dijon,1-1,?,Gazélec Ajaccio
25,Fri Feb 20 2015,20:00,Nancy,6-0,?,Châteauroux
25,Fri Feb 20 2015,20:00,Clermont Foot,1-0,?,Créteil
25,Fri Feb 20 2015,20:00,Valenciennes,1-3,?,Niort
25,Fri Feb 20 2015,20:00,Ajaccio,1-1,?,Auxerre
25,Fri Feb 20 2015,20:00,Orléans,2-1,?,Tours
25,Fri Feb 20 2015,20:00,Arles-Avignon,1-0,?,Brest
25,Fri Feb 20 2015,20:00,Angers,2-0,?,Laval
25,Sat Feb 21 2015,14:00,Troyes,2-2,?,Le Havre
25,Mon Feb 23 2015,20:30,Nîmes,2-1,?,Sochaux
26,Fri Feb 27 2015,20:00,Laval,1-0,?,Arles-Avignon
26,Fri Feb 27 2015,20:00,Tours,1-1,?,Nancy
26,Fri Feb 27 2015,20:00,Le Havre,2-1,?,Ajaccio
26,Fri Feb 27 2015,20:00,Gazélec Ajaccio,3-2,?,Orléans
26,Fri Feb 27 2015,20:00,Clermont Foot,0-0,?,Valenciennes
26,Fri Feb 27 2015,20:00,Châteauroux,2-1,?,Nîmes
26,Fri Feb 27 2015,20:00,Créteil,0-2,?,Dijon
26,Fri Feb 27 2015,20:00,Niort,1-0,?,Troyes
26,Sat Feb 28 2015,14:00,Brest,1-1,?,Sochaux
26,Mon Mar 2 2015,20:30,Auxerre,0-1,?,Angers
27,Fri Mar 6 2015,20:00,Troyes,2-0,?,Clermont Foot
27,Fri Mar 6 2015,20:00,Orléans,0-1,?,Valenciennes
27,Fri Mar 6 2015,20:00,Sochaux,2-1,?,Tours
27,Fri Mar 6 2015,20:00,Ajaccio,0-1,?,Créteil
27,Fri Mar 6 2015,20:00,Angers,0-0,?,Niort
27,Fri Mar 6 2015,20:00,Nancy,1-1,?,Laval
27,Fri Mar 6 2015,20:00,Nîmes,2-0,?,Gazélec Ajaccio
27,Sat Mar 7 2015,14:00,Dijon,1-1,?,Le Havre
27,Mon Mar 9 2015,20:00,Arles-Avignon,2-4,?,Auxerre
27,Mon Mar 9 2015,20:45,Brest,3-0,?,Châteauroux
28,Fri Mar 13 2015,20:00,Gazélec Ajaccio,1-0,?,Nancy
28,Fri Mar 13 2015,20:00,Tours,1-1,?,Brest
28,Fri Mar 13 2015,20:00,Le Havre,3-1,?,Orléans
28,Fri Mar 13 2015,20:00,Châteauroux,1-2,?,Arles-Avignon
28,Fri Mar 13 2015,20:00,Clermont Foot,2-5,?,Dijon
28,Fri Mar 13 2015,20:00,Niort,1-0,?,Ajaccio
28,Fri Mar 13 2015,20:00,Laval,0-1,?,Nîmes
28,Fri Mar 13 2015,20:00,Créteil,0-1,?,Angers
28,Sat Mar 14 2015,14:00,Auxerre,1-0,?,Sochaux
28,Mon Mar 16 2015,20:30,Valenciennes,1-1,?,Troyes
29,Fri Mar 20 2015,20:00,Ajaccio,1-2,?,Clermont Foot
29,Fri Mar 20 2015,20:00,Dijon,1-1,?,Valenciennes
29,Fri Mar 20 2015,20:00,Angers,1-0,?,Le Havre
29,Fri Mar 20 2015,20:00,Sochaux,3-0,?,Châteauroux
29,Fri Mar 20 2015,20:00,Arles-Avignon,0-0,?,Gazélec Ajaccio
29,Fri Mar 20 2015,20:00,Troyes,2-0,?,Créteil
29,Fri Mar 20 2015,20:00,Orléans,0-0,?,Niort
29,Fri Mar 20 2015,20:00,Nîmes,3-2,?,Tours
29,Sat Mar 21 2015,14:00,Brest,0-0,?,Laval
29,Mon Mar 23 2015,20:30,Nancy,2-1,?,Auxerre
30,Fri Apr 3 2015,20:00,Clermont Foot,2-0,?,Angers
30,Fri Apr 3 2015,20:00,Créteil,1-0,?,Orléans
30,Fri Apr 3 2015,20:00,Valenciennes,1-1,?,Ajaccio
30,Fri Apr 3 2015,20:00,Laval,2-2,?,Sochaux
30,Fri Apr 3 2015,20:00,Niort,1-1,?,Arles-Avignon
30,Fri Apr 3 2015,20:00,Le Havre,0-1,?,Nancy
30,Fri Apr 3 2015,20:00,Tours,1-0,?,Châteauroux
30,Fri Apr 3 2015,20:00,Auxerre,3-1,?,Nîmes
30,Sat Apr 4 2015,14:00,Dijon,0-1,?,Troyes
30,Mon Apr 6 2015,20:30,Gazélec Ajaccio,1-1,?,Brest
31,Fri Apr 10 2015,20:00,Nancy,1-2,?,Niort
31,Fri Apr 10 2015,20:00,Nîmes,0-1,?,Clermont Foot
31,Fri Apr 10 2015,20:00,Châteauroux,0-2,?,Gazélec Ajaccio
31,Fri Apr 10 2015,20:00,Ajaccio,1-0,?,Dijon
31,Fri Apr 10 2015,20:00,Tours,1-1,?,Laval
31,Fri Apr 10 2015,20:00,Sochaux,2-1,?,Créteil
31,Fri Apr 10 2015,20:00,Arles-Avignon,0-1,?,Le Havre
31,Fri Apr 10 2015,20:00,Orléans,0-1,?,Troyes
31,Sat Apr 11 2015,14:00,Brest,0-1,?,Auxerre
31,Mon Apr 13 2015,20:30,Angers,0-0,?,Valenciennes
32,Fri Apr 17 2015,20:00,Créteil,1-1,?,Nancy
32,Fri Apr 17 2015,20:00,Clermont Foot,1-0,?,Orléans
32,Fri Apr 17 2015,20:00,Troyes,2-0,?,Ajaccio
32,Fri Apr 17 2015,20:00,Niort,3-2,?,Nîmes
32,Fri Apr 17 2015,20:00,Valenciennes,3-0,?,Arles-Avignon
32,Fri Apr 17 2015,20:00,Gazélec Ajaccio,3-0,?,Sochaux
32,Fri Apr 17 2015,20:00,Auxerre,2-3,?,Tours
32,Fri Apr 17 2015,20:00,Laval,1-0,?,Châteauroux
32,Sat Apr 18 2015,14:00,Dijon,1-1,?,Angers
32,Mon Apr 20 2015,20:30,Le Havre,1-1,?,Brest
33,Fri Apr 24 2015,20:00,Laval,0-2,?,Gazélec Ajaccio
33,Fri Apr 24 2015,20:00,Châteauroux,2-1,?,Auxerre
33,Fri Apr 24 2015,20:00,Nîmes,0-1,?,Créteil
33,Fri Apr 24 2015,20:00,Angers,1-0,?,Ajaccio
33,Fri Apr 24 2015,20:00,Arles-Avignon,0-0,?,Clermont Foot
33,Fri Apr 24 2015,20:00,Brest,1-0,?,Valenciennes
33,Fri Apr 24 2015,20:00,Nancy,2-0,?,Troyes
33,Fri Apr 24 2015,20:00,Sochaux,0-1,?,Le Havre
33,Fri Apr 24 2015,20:00,Tours,1-0,?,Niort
33,Sat Apr 25 2015,14:00,Orléans,0-1,?,Dijon
34,Mon Apr 27 2015,20:30,Clermont Foot,0-0,?,Sochaux
34,Tue Apr 28 2015,20:30,Créteil,2-1,?,Brest
34,Tue Apr 28 2015,20:30,Valenciennes,1-1,?,Nancy
34,Tue Apr 28 2015,20:30,Gazélec Ajaccio,1-1,?,Tours
34,Tue Apr 28 2015,20:30,Dijon,1-0,?,Arles-Avignon
34,Tue Apr 28 2015,20:30,Niort,3-0,?,Châteauroux
34,Tue Apr 28 2015,20:30,Auxerre,1-1,?,Laval
34,Tue Apr 28 2015,20:30,Ajaccio,2-3,?,Orléans
34,Tue Apr 28 2015,20:30,Troyes,2-1,?,Angers
34,Tue Apr 28 2015,20:30,Le Havre,2-0,?,Nîmes
35,Fri May 1 2015,20:00,Châteauroux,3-0,?,Valenciennes
35,Fri May 1 2015,20:00,Tours,0-1,?,Clermont Foot
35,Fri May 1 2015,20:00,Laval,1-1,?,Le Havre
35,Fri May 1 2015,20:00,Angers,2-1,?,Orléans
35,Fri May 1 2015,20:00,Auxerre,0-0,?,Gazélec Ajaccio
35,Fri May 1 2015,20:00,Sochaux,2-3,?,Niort
35,Fri May 1 2015,20:00,Arles-Avignon,2-0,?,Créteil
35,Fri May 1 2015,20:00,Nancy,2-0,?,Ajaccio
35,Sat May 2 2015,14:00,Nîmes,1-2,?,Troyes
35,Mon May 4 2015,20:30,Brest,0-0,?,Dijon
36,Fri May 8 2015,20:00,Troyes,4-0,?,Arles-Avignon
36,Fri May 8 2015,20:00,Clermont Foot,0-1,?,Nancy
36,Fri May 8 2015,20:00,Le Havre,0-1,?,Tours
36,Fri May 8 2015,20:00,Orléans,1-1,?,Nîmes
36,Fri May 8 2015,20:00,Ajaccio,2-1,?,Brest
36,Fri May 8 2015,20:00,Niort,1-1,?,Auxerre
36,Fri May 8 2015,20:00,Dijon,0-1,?,Châteauroux
36,Fri May 8 2015,20:00,Valenciennes,2-2,?,Laval
36,Sat May 9 2015,14:00,Créteil,1-1,?,Gazélec Ajaccio
36,Mon May 11 2015,20:30,Angers,0-0,?,Sochaux
37,Fri May 15 2015,20:30,Auxerre,2-2,?,Créteil
37,Fri May 15 2015,20:30,Nîmes,1-1,?,Ajaccio
37,Fri May 15 2015,20:30,Brest,2-1,?,Troyes
37,Fri May 15 2015,20:30,Châteauroux,0-0,?,Le Havre
37,Fri May 15 2015,20:30,Tours,0-0,?,Dijon
37,Fri May 15 2015,20:30,Gazélec Ajaccio,3-2,?,Niort
37,Fri May 15 2015,20:30,Arles-Avignon,4-1,?,Orléans
37,Fri May 15 2015,20:30,Nancy,0-0,?,Angers
37,Fri May 15 2015,20:30,Laval,3-1,?,Clermont Foot
37,Fri May 15 2015,20:30,Sochaux,1-1,?,Valenciennes
38,Fri May 22 2015,20:30,Clermont Foot,1-0,?,Brest
38,Fri May 22 2015,20:30,Dijon,3-1,?,Nancy
38,Fri May 22 2015,20:30,Troyes,4-1,?,Châteauroux
38,Fri May 22 2015,20:30,Orléans,1-0,?,Sochaux
38,Fri May 22 2015,20:30,Niort,0-3,?,Laval
38,Fri May 22 2015,20:30,Ajaccio,2-1,?,Arles-Avignon
38,Fri May 22 2015,20:30,Créteil,1-4,?,Tours
38,Fri May 22 2015,20:30,Valenciennes,2-1,?,Gazélec Ajaccio
38,Fri May 22 2015,20:30,Angers,3-0,?,Nîmes
38,Fri May 22 2015,20:30,Le Havre,2-1,?,Auxerre
