Matchday,Date,Time,Team 1,FT,HT,Team 2
1,Fri Aug 8 2014,20:30,Reims,2-2,?,Paris S-G
1,Sat Aug 9 2014,21:00,Lille,0-0,?,Metz
1,Sat Aug 9 2014,21:00,Nantes,1-0,?,Lens
1,Sat Aug 9 2014,21:00,Nice,3-2,?,Toulouse
1,Sat Aug 9 2014,21:00,Bastia,3-3,?,Marseille
1,Sat Aug 9 2014,21:00,Guingamp,0-2,?,Saint-Étienne
1,Sat Aug 9 2014,21:00,Evian,0-3,?,Caen
1,Sat Aug 9 2014,21:00,Montpellier,0-1,?,Bordeaux
1,Sun Aug 10 2014,17:00,Lyon,2-0,?,Rennes
1,Sun Aug 10 2014,21:00,Monaco,1-2,?,Lorient
2,Fri Aug 15 2014,20:30,Caen,0-1,?,Lille
2,Sat Aug 16 2014,17:00,Paris S-G,2-0,?,Bastia
2,Sat Aug 16 2014,20:00,Rennes,6-2,?,Evian
2,Sat Aug 16 2014,20:00,Toulouse,2-1,?,Lyon
2,Sat Aug 16 2014,20:00,Lorient,0-0,?,Nice
2,Sat Aug 16 2014,20:00,Metz,1-1,?,Nantes
2,Sat Aug 16 2014,20:00,Lens,0-1,?,Guingamp
2,Sun Aug 17 2014,17:00,Saint-Étienne,3-1,?,Reims
2,Sun Aug 17 2014,17:00,Marseille,0-2,?,Montpellier
2,Sun Aug 17 2014,21:00,Bordeaux,4-1,?,Monaco
3,Fri Aug 22 2014,20:30,Evian,0-0,?,Paris S-G
3,Sat Aug 23 2014,17:00,Guingamp,0-1,?,Marseille
3,Sat Aug 23 2014,20:00,Nice,1-3,?,Bordeaux
3,Sat Aug 23 2014,20:00,Lille,2-0,?,Lorient
3,Sat Aug 23 2014,20:00,Montpellier,2-0,?,Metz
3,Sat Aug 23 2014,20:00,Reims,0-2,?,Caen
3,Sat Aug 23 2014,20:00,Bastia,1-0,?,Toulouse
3,Sun Aug 24 2014,14:00,Lyon,0-1,?,Lens
3,Sun Aug 24 2014,17:00,Saint-Étienne,0-0,?,Rennes
3,Sun Aug 24 2014,21:00,Nantes,0-1,?,Monaco
4,Fri Aug 29 2014,20:30,Marseille,4-0,?,Nice
4,Sat Aug 30 2014,17:00,Monaco,1-1,?,Lille
4,Sat Aug 30 2014,20:00,Toulouse,1-0,?,Evian
4,Sat Aug 30 2014,20:00,Lens,4-2,?,Reims
4,Sat Aug 30 2014,20:00,Lorient,4-0,?,Guingamp
4,Sat Aug 30 2014,20:00,Nantes,1-0,?,Montpellier
4,Sat Aug 30 2014,20:00,Caen,0-1,?,Rennes
4,Sun Aug 31 2014,14:00,Bordeaux,1-1,?,Bastia
4,Sun Aug 31 2014,17:00,Metz,2-1,?,Lyon
4,Sun Aug 31 2014,21:00,Paris S-G,5-0,?,Saint-Étienne
5,Fri Sep 12 2014,20:30,Lyon,2-1,?,Monaco
5,Sat Sep 13 2014,17:00,Rennes,1-1,?,Paris S-G
5,Sat Sep 13 2014,20:00,Montpellier,1-0,?,Lorient
5,Sat Sep 13 2014,20:00,Saint-Étienne,1-0,?,Caen
5,Sat Sep 13 2014,20:00,Reims,2-0,?,Toulouse
5,Sat Sep 13 2014,20:00,Bastia,1-1,?,Lens
5,Sat Sep 13 2014,20:00,Nice,1-0,?,Metz
5,Sun Sep 14 2014,14:00,Lille,2-0,?,Nantes
5,Sun Sep 14 2014,17:00,Guingamp,2-1,?,Bordeaux
5,Sun Sep 14 2014,21:00,Evian,1-3,?,Marseille
6,Fri Sep 19 2014,20:30,Bordeaux,2-1,?,Evian
6,Sat Sep 20 2014,17:00,Marseille,3-0,?,Rennes
6,Sat Sep 20 2014,20:00,Toulouse,3-3,?,Caen
6,Sat Sep 20 2014,20:00,Lorient,0-1,?,Reims
6,Sat Sep 20 2014,20:00,Nantes,2-1,?,Nice
6,Sat Sep 20 2014,20:00,Metz,3-1,?,Bastia
6,Sun Sep 21 2014,14:00,Lille,0-0,?,Montpellier
6,Sun Sep 21 2014,17:00,Monaco,1-0,?,Guingamp
6,Sun Sep 21 2014,17:00,Lens,0-1,?,Saint-Étienne
6,Sun Sep 21 2014,21:00,Paris S-G,1-1,?,Lyon
7,Tue Sep 23 2014,19:00,Reims,0-5,?,Marseille
7,Tue Sep 23 2014,21:00,Rennes,0-3,?,Toulouse
7,Wed Sep 24 2014,19:00,Lyon,4-0,?,Lorient
7,Wed Sep 24 2014,19:00,Montpellier,0-1,?,Monaco
7,Wed Sep 24 2014,19:00,Bastia,0-0,?,Nantes
7,Wed Sep 24 2014,19:00,Guingamp,0-1,?,Metz
7,Wed Sep 24 2014,19:00,Nice,1-0,?,Lille
7,Wed Sep 24 2014,19:00,Evian,2-1,?,Lens
7,Wed Sep 24 2014,21:00,Caen,0-2,?,Paris S-G
7,Thu Sep 25 2014,21:00,Saint-Étienne,1-1,?,Bordeaux
8,Sat Sep 27 2014,14:00,Monaco,0-1,?,Nice
8,Sat Sep 27 2014,17:00,Toulouse,1-1,?,Paris S-G
8,Sat Sep 27 2014,20:00,Lille,1-0,?,Bastia
8,Sat Sep 27 2014,20:00,Metz,3-0,?,Reims
8,Sat Sep 27 2014,20:00,Lorient,0-2,?,Evian
8,Sat Sep 27 2014,20:00,Montpellier,2-1,?,Guingamp
8,Sun Sep 28 2014,14:00,Bordeaux,2-1,?,Rennes
8,Sun Sep 28 2014,17:00,Lens,0-0,?,Caen
8,Sun Sep 28 2014,17:00,Nantes,1-1,?,Lyon
8,Sun Sep 28 2014,21:00,Marseille,2-1,?,Saint-Étienne
9,Fri Oct 3 2014,20:30,Reims,1-0,?,Bordeaux
9,Sat Oct 4 2014,17:00,Caen,1-2,?,Marseille
9,Sat Oct 4 2014,20:00,Nice,1-1,?,Montpellier
9,Sat Oct 4 2014,20:00,Bastia,0-2,?,Lorient
9,Sat Oct 4 2014,20:00,Evian,3-0,?,Metz
9,Sat Oct 4 2014,20:00,Rennes,2-0,?,Lens
9,Sun Oct 5 2014,14:00,Saint-Étienne,0-1,?,Toulouse
9,Sun Oct 5 2014,17:00,Lyon,3-0,?,Lille
9,Sun Oct 5 2014,17:00,Guingamp,0-1,?,Nantes
9,Sun Oct 5 2014,21:00,Paris S-G,1-1,?,Monaco
10,Fri Oct 17 2014,20:30,Lens,1-3,?,Paris S-G
10,Sat Oct 18 2014,17:00,Lorient,0-1,?,Saint-Étienne
10,Sat Oct 18 2014,20:00,Monaco,2-0,?,Evian
10,Sat Oct 18 2014,20:00,Nantes,1-1,?,Reims
10,Sat Oct 18 2014,20:00,Nice,0-1,?,Bastia
10,Sat Oct 18 2014,20:00,Lille,1-2,?,Guingamp
10,Sat Oct 18 2014,20:00,Metz,0-0,?,Rennes
10,Sun Oct 19 2014,14:00,Marseille,2-0,?,Toulouse
10,Sun Oct 19 2014,17:00,Bordeaux,1-1,?,Caen
10,Sun Oct 19 2014,21:00,Lyon,5-1,?,Montpellier
11,Fri Oct 24 2014,20:30,Toulouse,0-2,?,Lens
11,Sat Oct 25 2014,17:00,Paris S-G,3-0,?,Bordeaux
11,Sat Oct 25 2014,20:00,Bastia,1-3,?,Monaco
11,Sat Oct 25 2014,20:00,Reims,1-0,?,Montpellier
11,Sat Oct 25 2014,20:00,Evian,0-2,?,Nantes
11,Sat Oct 25 2014,20:00,Caen,2-1,?,Lorient
11,Sun Oct 26 2014,14:00,Rennes,2-0,?,Lille
11,Sun Oct 26 2014,17:00,Saint-Étienne,1-0,?,Metz
11,Sun Oct 26 2014,17:00,Guingamp,2-7,?,Nice
11,Sun Oct 26 2014,21:00,Lyon,1-0,?,Marseille
12,Fri Oct 31 2014,20:30,Monaco,1-1,?,Reims
12,Sat Nov 1 2014,17:00,Lorient,1-2,?,Paris S-G
12,Sat Nov 1 2014,20:00,Metz,3-2,?,Caen
12,Sat Nov 1 2014,20:00,Montpellier,2-0,?,Evian
12,Sat Nov 1 2014,20:00,Lille,1-1,?,Saint-Étienne
12,Sat Nov 1 2014,20:00,Nice,1-3,?,Lyon
12,Sat Nov 1 2014,20:00,Guingamp,1-0,?,Bastia
12,Sun Nov 2 2014,14:00,Nantes,1-1,?,Rennes
12,Sun Nov 2 2014,17:00,Bordeaux,2-1,?,Toulouse
12,Sun Nov 2 2014,21:00,Marseille,2-1,?,Lens
13,Fri Nov 7 2014,20:30,Rennes,1-0,?,Lorient
13,Sat Nov 8 2014,17:00,Lens,1-2,?,Bordeaux
13,Sat Nov 8 2014,20:00,Caen,1-2,?,Nantes
13,Sat Nov 8 2014,20:00,Evian,1-0,?,Nice
13,Sat Nov 8 2014,20:00,Bastia,2-0,?,Montpellier
13,Sat Nov 8 2014,20:00,Toulouse,3-0,?,Metz
13,Sun Nov 9 2014,14:00,Lyon,3-1,?,Guingamp
13,Sun Nov 9 2014,17:00,Saint-Étienne,1-1,?,Monaco
13,Sun Nov 9 2014,17:00,Reims,2-0,?,Lille
13,Sun Nov 9 2014,21:00,Paris S-G,2-0,?,Marseille
14,Fri Nov 21 2014,20:30,Metz,2-3,?,Paris S-G
14,Sat Nov 22 2014,17:00,Bastia,0-0,?,Lyon
14,Sat Nov 22 2014,20:00,Lorient,1-0,?,Lens
14,Sat Nov 22 2014,20:00,Nice,0-0,?,Reims
14,Sat Nov 22 2014,20:00,Guingamp,0-1,?,Rennes
14,Sat Nov 22 2014,20:00,Monaco,2-2,?,Caen
14,Sun Nov 23 2014,14:00,Nantes,0-0,?,Saint-Étienne
14,Sun Nov 23 2014,17:00,Montpellier,2-0,?,Toulouse
14,Sun Nov 23 2014,21:00,Marseille,3-1,?,Bordeaux
15,Fri Nov 28 2014,20:30,Marseille,2-0,?,Nantes
15,Sat Nov 29 2014,17:00,Paris S-G,1-0,?,Nice
15,Sat Nov 29 2014,20:00,Caen,1-1,?,Montpellier
15,Sat Nov 29 2014,20:00,Lens,2-0,?,Metz
15,Sat Nov 29 2014,20:00,Rennes,2-0,?,Monaco
15,Sat Nov 29 2014,20:00,Reims,2-1,?,Bastia
15,Sat Nov 29 2014,20:00,Toulouse,2-3,?,Lorient
15,Sun Nov 30 2014,14:00,Bordeaux,1-0,?,Lille
15,Sun Nov 30 2014,17:00,Evian,2-0,?,Guingamp
15,Sun Nov 30 2014,21:00,Saint-Étienne,3-0,?,Lyon
16,Tue Dec 2 2014,19:00,Lorient,1-1,?,Marseille
16,Tue Dec 2 2014,19:00,Nantes,1-2,?,Toulouse
16,Tue Dec 2 2014,21:00,Monaco,2-0,?,Lens
16,Wed Dec 3 2014,19:00,Guingamp,5-1,?,Caen
16,Wed Dec 3 2014,19:00,Metz,0-0,?,Bordeaux
16,Wed Dec 3 2014,19:00,Bastia,1-2,?,Evian
16,Wed Dec 3 2014,19:00,Montpellier,0-2,?,Saint-Étienne
16,Wed Dec 3 2014,19:00,Nice,1-2,?,Rennes
16,Wed Dec 3 2014,21:00,Lille,1-1,?,Paris S-G
16,Thu Dec 4 2014,21:00,Lyon,2-1,?,Reims
17,Fri Dec 5 2014,20:30,Toulouse,0-2,?,Monaco
17,Sat Dec 6 2014,17:00,Paris S-G,2-1,?,Nantes
17,Sat Dec 6 2014,20:00,Saint-Étienne,1-0,?,Bastia
17,Sat Dec 6 2014,20:00,Rennes,0-4,?,Montpellier
17,Sat Dec 6 2014,20:00,Caen,2-3,?,Nice
17,Sat Dec 6 2014,20:00,Bordeaux,3-2,?,Lorient
17,Sun Dec 7 2014,14:00,Evian,2-3,?,Lyon
17,Sun Dec 7 2014,17:00,Reims,2-3,?,Guingamp
17,Sun Dec 7 2014,17:00,Lens,1-1,?,Lille
17,Sun Dec 7 2014,21:00,Marseille,3-1,?,Metz
18,Fri Dec 12 2014,20:30,Lyon,3-0,?,Caen
18,Sat Dec 13 2014,17:00,Nantes,2-1,?,Bordeaux
18,Sat Dec 13 2014,20:00,Reims,3-2,?,Evian
18,Sat Dec 13 2014,20:00,Montpellier,3-3,?,Lens
18,Sat Dec 13 2014,20:00,Bastia,2-0,?,Rennes
18,Sat Dec 13 2014,20:00,Lorient,3-1,?,Metz
18,Sun Dec 14 2014,14:00,Nice,0-0,?,Saint-Étienne
18,Sun Dec 14 2014,17:00,Guingamp,1-0,?,Paris S-G
18,Sun Dec 14 2014,17:00,Lille,3-0,?,Toulouse
18,Sun Dec 14 2014,21:00,Monaco,1-0,?,Marseille
19,Fri Dec 19 2014,20:30,Lens,2-0,?,Nice
19,Sat Dec 20 2014,17:00,Paris S-G,0-0,?,Montpellier
19,Sat Dec 20 2014,20:00,Lorient,1-2,?,Nantes
19,Sat Dec 20 2014,20:00,Toulouse,1-1,?,Guingamp
19,Sat Dec 20 2014,20:00,Caen,1-1,?,Bastia
19,Sat Dec 20 2014,20:00,Rennes,1-3,?,Reims
19,Sat Dec 20 2014,20:00,Metz,0-1,?,Monaco
19,Sun Dec 21 2014,14:00,Marseille,2-1,?,Lille
19,Sun Dec 21 2014,17:00,Saint-Étienne,3-0,?,Evian
19,Sun Dec 21 2014,21:00,Bordeaux,0-5,?,Lyon
14,Wed Jan 7 2015,20:30,Lille,1-0,?,Evian
20,Fri Jan 9 2015,20:30,Montpellier,2-1,?,Marseille
20,Sat Jan 10 2015,17:00,Bastia,4-2,?,Paris S-G
