Matchday,Date,Time,Team 1,FT,HT,Team 2
1,Sat Aug 30 2014,18:00,Chievo,0-1,?,Juventus
1,Sat Aug 30 2014,20:45,Roma,2-0,?,Fiorentina
1,Sun Aug 31 2014,18:00,Milan,3-1,?,Lazio
1,Sun Aug 31 2014,18:00,Atalanta,0-0,?,Hellas Verona
1,Sun Aug 31 2014,20:45,Cesena,1-0,?,Parma
1,Sun Aug 31 2014,20:45,Udinese,2-0,?,Empoli
1,Sun Aug 31 2014,20:45,Sassuolo,1-1,?,Cagliari
1,Sun Aug 31 2014,20:45,Genoa,1-2,?,Napoli
1,Sun Aug 31 2014,20:45,Palermo,1-1,?,Sampdoria
1,Sun Aug 31 2014,20:45,Torino,0-0,?,Inter
2,Sat Sep 13 2014,18:00,Empoli,0-1,?,Roma
2,Sat Sep 13 2014,20:45,Juventus,2-0,?,Udinese
2,Sun Sep 14 2014,12:30,Sampdoria,2-0,?,Torino
2,Sun Sep 14 2014,15:00,Fiorentina,0-0,?,Genoa
2,Sun Sep 14 2014,15:00,Napoli,0-1,?,Chievo
2,Sun Sep 14 2014,15:00,Inter,7-0,?,Sassuolo
2,Sun Sep 14 2014,15:00,Lazio,3-0,?,Cesena
2,Sun Sep 14 2014,15:00,Cagliari,1-2,?,Atalanta
2,Sun Sep 14 2014,20:45,Parma,4-5,?,Milan
2,Mon Sep 15 2014,20:45,Hellas Verona,2-1,?,Palermo
3,Sat Sep 20 2014,18:00,Cesena,2-2,?,Empoli
3,Sat Sep 20 2014,20:45,Milan,0-1,?,Juventus
3,Sun Sep 21 2014,12:30,Chievo,2-3,?,Parma
3,Sun Sep 21 2014,15:00,Genoa,1-0,?,Lazio
3,Sun Sep 21 2014,15:00,Sassuolo,0-0,?,Sampdoria
3,Sun Sep 21 2014,15:00,Roma,2-0,?,Cagliari
3,Sun Sep 21 2014,18:00,Udinese,1-0,?,Napoli
3,Sun Sep 21 2014,18:00,Atalanta,0-1,?,Fiorentina
3,Sun Sep 21 2014,20:45,Palermo,1-1,?,Inter
3,Sun Sep 21 2014,20:45,Torino,0-1,?,Hellas Verona
4,Tue Sep 23 2014,20:45,Empoli,2-2,?,Milan
4,Wed Sep 24 2014,20:45,Cagliari,1-2,?,Torino
4,Wed Sep 24 2014,20:45,Parma,1-2,?,Roma
4,Wed Sep 24 2014,20:45,Juventus,3-0,?,Cesena
4,Wed Sep 24 2014,20:45,Sampdoria,2-1,?,Chievo
4,Wed Sep 24 2014,20:45,Napoli,3-3,?,Palermo
4,Wed Sep 24 2014,20:45,Fiorentina,0-0,?,Sassuolo
4,Wed Sep 24 2014,20:45,Inter,2-0,?,Atalanta
4,Wed Sep 24 2014,20:45,Hellas Verona,2-2,?,Genoa
4,Thu Sep 25 2014,20:45,Lazio,0-1,?,Udinese
5,Sat Sep 27 2014,18:00,Roma,2-0,?,Hellas Verona
5,Sat Sep 27 2014,20:45,Atalanta,0-3,?,Juventus
5,Sun Sep 28 2014,12:30,Sassuolo,0-1,?,Napoli
5,Sun Sep 28 2014,15:00,Torino,1-1,?,Fiorentina
