Matchday,Date,Time,Team 1,FT,HT,Team 2
12,Sat Nov 22 2014,18:30,Köln,1-2,?,Hertha BSC
12,Sun Nov 23 2014,15:30,Hamburger SV,2-0,?,Werder Bremen
12,Sun Nov 23 2014,17:30,Stuttgart,0-1,?,Augsburg
13,Fri Nov 28 2014,20:30,Freiburg,1-4,?,Stuttgart
13,Sat Nov 29 2014,15:30,Hertha BSC,0-1,?,Bayern Munich
13,Sat Nov 29 2014,15:30,Augsburg,3-1,?,Hamburger SV
13,Sat Nov 29 2014,15:30,Werder Bremen,4-0,?,Paderborn 07
13,Sat Nov 29 2014,15:30,Leverkusen,5-1,?,Köln
13,Sat Nov 29 2014,15:30,Schalke 04,4-1,?,Mainz 05
13,Sat Nov 29 2014,18:30,Hoffenheim,4-3,?,Hannover 96
13,Sun Nov 30 2014,15:30,Wolfsburg,1-0,?,M'gladbach
13,Sun Nov 30 2014,17:30,Eint Frankfurt,2-0,?,Dortmund
14,Fri Dec 5 2014,20:30,Dortmund,1-0,?,Hoffenheim
14,Sat Dec 6 2014,15:30,Paderborn 07,1-1,?,Freiburg
14,Sat Dec 6 2014,15:30,Hannover 96,1-3,?,Wolfsburg
14,Sat Dec 6 2014,15:30,Stuttgart,0-4,?,Schalke 04
14,Sat Dec 6 2014,15:30,Köln,1-2,?,Augsburg
14,Sat Dec 6 2014,15:30,M'gladbach,3-2,?,Hertha BSC
14,Sat Dec 6 2014,18:30,Bayern Munich,1-0,?,Leverkusen
14,Sun Dec 7 2014,15:30,Hamburger SV,2-1,?,Mainz 05
14,Sun Dec 7 2014,17:30,Eint Frankfurt,5-2,?,Werder Bremen
15,Fri Dec 12 2014,20:30,Hoffenheim,3-2,?,Eint Frankfurt
15,Sat Dec 13 2014,15:30,Augsburg,0-4,?,Bayern Munich
15,Sat Dec 13 2014,15:30,Werder Bremen,3-3,?,Hannover 96
15,Sat Dec 13 2014,15:30,Freiburg,0-0,?,Hamburger SV
15,Sat Dec 13 2014,15:30,Hertha BSC,1-0,?,Dortmund
15,Sat Dec 13 2014,15:30,Schalke 04,1-2,?,Köln
15,Sat Dec 13 2014,18:30,Mainz 05,1-1,?,Stuttgart
15,Sun Dec 14 2014,15:30,Leverkusen,1-1,?,M'gladbach
15,Sun Dec 14 2014,17:30,Wolfsburg,1-1,?,Paderborn 07
16,Tue Dec 16 2014,20:00,Hamburger SV,0-1,?,Stuttgart
16,Tue Dec 16 2014,20:00,Bayern Munich,2-0,?,Freiburg
16,Tue Dec 16 2014,20:00,Köln,0-0,?,Mainz 05
16,Tue Dec 16 2014,20:00,Hannover 96,2-0,?,Augsburg
16,Wed Dec 17 2014,20:00,M'gladbach,4-1,?,Werder Bremen
16,Wed Dec 17 2014,20:00,Eint Frankfurt,4-4,?,Hertha BSC
16,Wed Dec 17 2014,20:00,Dortmund,2-2,?,Wolfsburg
16,Wed Dec 17 2014,20:00,Paderborn 07,1-2,?,Schalke 04
16,Wed Dec 17 2014,20:00,Hoffenheim,0-1,?,Leverkusen
17,Fri Dec 19 2014,20:30,Mainz 05,1-2,?,Bayern Munich
17,Sat Dec 20 2014,15:30,Werder Bremen,2-1,?,Dortmund
17,Sat Dec 20 2014,15:30,Leverkusen,1-1,?,Eint Frankfurt
17,Sat Dec 20 2014,15:30,Stuttgart,0-0,?,Paderborn 07
17,Sat Dec 20 2014,15:30,Schalke 04,0-0,?,Hamburger SV
17,Sat Dec 20 2014,15:30,Augsburg,2-1,?,M'gladbach
17,Sat Dec 20 2014,18:30,Wolfsburg,2-1,?,Köln
17,Sun Dec 21 2014,15:30,Hertha BSC,0-5,?,Hoffenheim
17,Sun Dec 21 2014,17:30,Freiburg,2-2,?,Hannover 96
18,Fri Jan 30 2015,20:30,Wolfsburg,4-1,?,Bayern Munich
18,Sat Jan 31 2015,15:30,Mainz 05,5-0,?,Paderborn 07
18,Sat Jan 31 2015,15:30,Schalke 04,1-0,?,Hannover 96
18,Sat Jan 31 2015,15:30,Stuttgart,0-1,?,M'gladbach
18,Sat Jan 31 2015,15:30,Hamburger SV,0-2,?,Köln
18,Sat Jan 31 2015,15:30,Freiburg,4-1,?,Eint Frankfurt
18,Sat Jan 31 2015,18:30,Leverkusen,0-0,?,Dortmund
18,Sun Feb 1 2015,15:30,Werder Bremen,2-0,?,Hertha BSC
18,Sun Feb 1 2015,17:30,Augsburg,3-1,?,Hoffenheim
19,Tue Feb 3 2015,20:00,Hannover 96,1-1,?,Mainz 05
19,Tue Feb 3 2015,20:00,Bayern Munich,1-1,?,Schalke 04
19,Tue Feb 3 2015,20:00,Eint Frankfurt,1-1,?,Wolfsburg
19,Tue Feb 3 2015,20:00,M'gladbach,1-0,?,Freiburg
19,Wed Feb 4 2015,20:00,Hertha BSC,0-1,?,Leverkusen
19,Wed Feb 4 2015,20:00,Dortmund,0-1,?,Augsburg
19,Wed Feb 4 2015,20:00,Hoffenheim,1-2,?,Werder Bremen
19,Wed Feb 4 2015,20:00,Köln,0-0,?,Stuttgart
19,Wed Feb 4 2015,20:00,Paderborn 07,0-3,?,Hamburger SV
20,Fri Feb 6 2015,20:30,Schalke 04,1-0,?,M'gladbach
20,Sat Feb 7 2015,15:30,Wolfsburg,3-0,?,Hoffenheim
20,Sat Feb 7 2015,15:30,Köln,0-0,?,Paderborn 07
20,Sat Feb 7 2015,15:30,Stuttgart,0-2,?,Bayern Munich
20,Sat Feb 7 2015,15:30,Mainz 05,0-2,?,Hertha BSC
20,Sat Feb 7 2015,15:30,Freiburg,0-3,?,Dortmund
20,Sat Feb 7 2015,18:30,Hamburger SV,2-1,?,Hannover 96
20,Sun Feb 8 2015,15:30,Werder Bremen,2-1,?,Leverkusen
20,Sun Feb 8 2015,17:30,Augsburg,2-2,?,Eint Frankfurt
21,Fri Feb 13 2015,20:30,Dortmund,4-2,?,Mainz 05
21,Sat Feb 14 2015,15:30,M'gladbach,1-0,?,Köln
21,Sat Feb 14 2015,15:30,Hoffenheim,2-1,?,Stuttgart
21,Sat Feb 14 2015,15:30,Werder Bremen,3-2,?,Augsburg
21,Sat Feb 14 2015,15:30,Bayern Munich,8-0,?,Hamburger SV
21,Sat Feb 14 2015,15:30,Leverkusen,4-5,?,Wolfsburg
21,Sat Feb 14 2015,18:30,Eint Frankfurt,1-0,?,Schalke 04
21,Sun Feb 15 2015,15:30,Hertha BSC,0-2,?,Freiburg
21,Sun Feb 15 2015,17:30,Hannover 96,1-2,?,Paderborn 07
22,Fri Feb 20 2015,20:30,Stuttgart,2-3,?,Dortmund
22,Sat Feb 21 2015,15:30,Augsburg,2-2,?,Leverkusen
22,Sat Feb 21 2015,15:30,Paderborn 07,0-6,?,Bayern Munich
22,Sat Feb 21 2015,15:30,Schalke 04,1-1,?,Werder Bremen
22,Sat Feb 21 2015,15:30,Freiburg,1-1,?,Hoffenheim
22,Sat Feb 21 2015,15:30,Mainz 05,3-1,?,Eint Frankfurt
22,Sat Feb 21 2015,18:30,Köln,1-1,?,Hannover 96
22,Sun Feb 22 2015,15:30,Hamburger SV,1-1,?,M'gladbach
22,Sun Feb 22 2015,17:30,Wolfsburg,2-1,?,Hertha BSC
23,Fri Feb 27 2015,20:30,Bayern Munich,4-1,?,Köln
23,Sat Feb 28 2015,15:30,Hoffenheim,2-0,?,Mainz 05
23,Sat Feb 28 2015,15:30,Hertha BSC,1-0,?,Augsburg
23,Sat Feb 28 2015,15:30,Hannover 96,1-1,?,Stuttgart
23,Sat Feb 28 2015,15:30,Dortmund,3-0,?,Schalke 04
23,Sat Feb 28 2015,15:30,Leverkusen,1-0,?,Freiburg
23,Sat Feb 28 2015,18:30,Eint Frankfurt,2-1,?,Hamburger SV
23,Sun Mar 1 2015,15:30,M'gladbach,2-0,?,Paderborn 07
23,Sun Mar 1 2015,17:30,Werder Bremen,3-5,?,Wolfsburg
24,Fri Mar 6 2015,20:30,Stuttgart,0-0,?,Hertha BSC
24,Sat Mar 7 2015,15:30,Schalke 04,3-1,?,Hoffenheim
24,Sat Mar 7 2015,15:30,Hannover 96,1-3,?,Bayern Munich
24,Sat Mar 7 2015,15:30,Freiburg,0-1,?,Werder Bremen
24,Sat Mar 7 2015,15:30,Augsburg,1-0,?,Wolfsburg
24,Sat Mar 7 2015,15:30,Hamburger SV,0-0,?,Dortmund
24,Sat Mar 7 2015,18:30,Mainz 05,2-2,?,M'gladbach
24,Sun Mar 8 2015,15:30,Köln,4-2,?,Eint Frankfurt
24,Sun Mar 8 2015,17:30,Paderborn 07,0-3,?,Leverkusen
25,Fri Mar 13 2015,20:30,Leverkusen,4-0,?,Stuttgart
25,Sat Mar 14 2015,15:30,Hoffenheim,3-0,?,Hamburger SV
25,Sat Mar 14 2015,15:30,Eint Frankfurt,4-0,?,Paderborn 07
25,Sat Mar 14 2015,15:30,Augsburg,0-2,?,Mainz 05
25,Sat Mar 14 2015,15:30,Hertha BSC,2-2,?,Schalke 04
25,Sat Mar 14 2015,15:30,Werder Bremen,0-4,?,Bayern Munich
25,Sat Mar 14 2015,18:30,Dortmund,0-0,?,Köln
25,Sun Mar 15 2015,15:30,Wolfsburg,3-0,?,Freiburg
25,Sun Mar 15 2015,17:30,M'gladbach,2-0,?,Hannover 96
26,Fri Mar 20 2015,20:30,Hamburger SV,0-1,?,Hertha BSC
26,Sat Mar 21 2015,15:30,Köln,1-1,?,Werder Bremen
26,Sat Mar 21 2015,15:30,Paderborn 07,0-0,?,Hoffenheim
26,Sat Mar 21 2015,15:30,Stuttgart,3-1,?,Eint Frankfurt
26,Sat Mar 21 2015,15:30,Freiburg,2-0,?,Augsburg
26,Sat Mar 21 2015,15:30,Hannover 96,2-3,?,Dortmund
26,Sat Mar 21 2015,18:30,Schalke 04,0-1,?,Leverkusen
26,Sun Mar 22 2015,15:30,Mainz 05,1-1,?,Wolfsburg
26,Sun Mar 22 2015,17:30,Bayern Munich,0-2,?,M'gladbach
27,Sat Apr 4 2015,15:30,Leverkusen,4-0,?,Hamburger SV
27,Sat Apr 4 2015,15:30,Freiburg,1-0,?,Köln
27,Sat Apr 4 2015,15:30,Werder Bremen,0-0,?,Mainz 05
27,Sat Apr 4 2015,15:30,Wolfsburg,3-1,?,Stuttgart
27,Sat Apr 4 2015,15:30,Eint Frankfurt,2-2,?,Hannover 96
27,Sat Apr 4 2015,15:30,Hoffenheim,1-4,?,M'gladbach
27,Sat Apr 4 2015,18:30,Dortmund,0-1,?,Bayern Munich
27,Sun Apr 5 2015,15:30,Augsburg,0-0,?,Schalke 04
27,Sun Apr 5 2015,17:30,Hertha BSC,2-0,?,Paderborn 07
28,Fri Apr 10 2015,20:30,Hannover 96,1-1,?,Hertha BSC
28,Sat Apr 11 2015,15:30,Paderborn 07,2-1,?,Augsburg
28,Sat Apr 11 2015,15:30,M'gladbach,3-1,?,Dortmund
28,Sat Apr 11 2015,15:30,Schalke 04,0-0,?,Freiburg
28,Sat Apr 11 2015,15:30,Bayern Munich,3-0,?,Eint Frankfurt
28,Sat Apr 11 2015,15:30,Mainz 05,2-3,?,Leverkusen
28,Sat Apr 11 2015,18:30,Hamburger SV,0-2,?,Wolfsburg
28,Sun Apr 12 2015,15:30,Köln,3-2,?,Hoffenheim
28,Sun Apr 12 2015,17:30,Stuttgart,3-2,?,Werder Bremen
29,Fri Apr 17 2015,20:30,Eint Frankfurt,0-0,?,M'gladbach
29,Sat Apr 18 2015,15:30,Hertha BSC,0-0,?,Köln
29,Sat Apr 18 2015,15:30,Hoffenheim,0-2,?,Bayern Munich
29,Sat Apr 18 2015,15:30,Leverkusen,4-0,?,Hannover 96
29,Sat Apr 18 2015,15:30,Dortmund,3-0,?,Paderborn 07
29,Sat Apr 18 2015,15:30,Freiburg,2-3,?,Mainz 05
29,Sat Apr 18 2015,18:30,Augsburg,2-1,?,Stuttgart
29,Sun Apr 19 2015,15:30,Werder Bremen,1-0,?,Hamburger SV
29,Sun Apr 19 2015,17:30,Wolfsburg,1-1,?,Schalke 04
30,Fri Apr 24 2015,20:30,Mainz 05,2-0,?,Schalke 04
30,Sat Apr 25 2015,15:30,Köln,1-1,?,Leverkusen
30,Sat Apr 25 2015,15:30,Hannover 96,1-2,?,Hoffenheim
30,Sat Apr 25 2015,15:30,Stuttgart,2-2,?,Freiburg
30,Sat Apr 25 2015,15:30,Dortmund,2-0,?,Eint Frankfurt
30,Sat Apr 25 2015,15:30,Hamburger SV,3-2,?,Augsburg
30,Sat Apr 25 2015,18:30,Bayern Munich,1-0,?,Hertha BSC
30,Sun Apr 26 2015,15:30,Paderborn 07,2-2,?,Werder Bremen
30,Sun Apr 26 2015,17:30,M'gladbach,1-0,?,Wolfsburg
31,Sat May 2 2015,15:30,Augsburg,0-0,?,Köln
31,Sat May 2 2015,15:30,Wolfsburg,2-2,?,Hannover 96
31,Sat May 2 2015,15:30,Hoffenheim,1-1,?,Dortmund
31,Sat May 2 2015,15:30,Freiburg,1-2,?,Paderborn 07
31,Sat May 2 2015,15:30,Werder Bremen,1-0,?,Eint Frankfurt
31,Sat May 2 2015,15:30,Schalke 04,3-2,?,Stuttgart
31,Sat May 2 2015,18:30,Leverkusen,2-0,?,Bayern Munich
31,Sun May 3 2015,15:30,Mainz 05,1-2,?,Hamburger SV
31,Sun May 3 2015,17:30,Hertha BSC,1-2,?,M'gladbach
32,Fri May 8 2015,20:30,Hamburger SV,1-1,?,Freiburg
32,Sat May 9 2015,15:30,Hannover 96,1-1,?,Werder Bremen
32,Sat May 9 2015,15:30,M'gladbach,3-0,?,Leverkusen
32,Sat May 9 2015,15:30,Eint Frankfurt,3-1,?,Hoffenheim
32,Sat May 9 2015,15:30,Dortmund,2-0,?,Hertha BSC
32,Sat May 9 2015,15:30,Bayern Munich,0-1,?,Augsburg
32,Sat May 9 2015,18:30,Stuttgart,2-0,?,Mainz 05
32,Sun May 10 2015,15:30,Paderborn 07,1-3,?,Wolfsburg
32,Sun May 10 2015,17:30,Köln,2-0,?,Schalke 04
33,Sat May 16 2015,15:30,Wolfsburg,2-1,?,Dortmund
33,Sat May 16 2015,15:30,Freiburg,2-1,?,Bayern Munich
33,Sat May 16 2015,15:30,Stuttgart,2-1,?,Hamburger SV
33,Sat May 16 2015,15:30,Mainz 05,2-0,?,Köln
33,Sat May 16 2015,15:30,Leverkusen,2-0,?,Hoffenheim
33,Sat May 16 2015,15:30,Schalke 04,1-0,?,Paderborn 07
33,Sat May 16 2015,15:30,Hertha BSC,0-0,?,Eint Frankfurt
33,Sat May 16 2015,15:30,Werder Bremen,0-2,?,M'gladbach
33,Sat May 16 2015,15:30,Augsburg,1-2,?,Hannover 96
34,Sat May 23 2015,15:30,Köln,2-2,?,Wolfsburg
34,Sat May 23 2015,15:30,Hoffenheim,2-1,?,Hertha BSC
34,Sat May 23 2015,15:30,Hannover 96,2-1,?,Freiburg
34,Sat May 23 2015,15:30,Paderborn 07,1-2,?,Stuttgart
34,Sat May 23 2015,15:30,M'gladbach,1-3,?,Augsburg
34,Sat May 23 2015,15:30,Hamburger SV,2-0,?,Schalke 04
34,Sat May 23 2015,15:30,Bayern Munich,2-0,?,Mainz 05
34,Sat May 23 2015,15:30,Eint Frankfurt,2-1,?,Leverkusen
34,Sat May 23 2015,15:30,Dortmund,3-2,?,Werder Bremen
