Matchday,Date,Time,Team 1,FT,HT,Team 2
1,Fri Aug 5 2011,?,Dortmund,3-1,?,Hamburger SV
1,Sat Aug 6 2011,?,Köln,0-3,?,Wolfsburg
1,Sat Aug 6 2011,?,Hannover 96,2-1,?,Hoffenheim
1,Sat Aug 6 2011,?,Werder Bremen,2-0,?,Kaiserslautern
1,Sat Aug 6 2011,?,Hertha BSC,0-1,?,Nürnberg
1,Sat Aug 6 2011,?,Augsburg,2-2,?,Freiburg
1,Sat Aug 6 2011,?,Stuttgart,3-0,?,Schalke 04
1,Sun Aug 7 2011,?,Bayern Munich,0-1,?,M'gladbach
1,Sun Aug 7 2011,?,Mainz 05,2-0,?,Leverkusen
2,Sat Aug 13 2011,?,Hamburger SV,2-2,?,Hertha BSC
2,Sat Aug 13 2011,?,Freiburg,1-2,?,Mainz 05
2,Sat Aug 13 2011,?,Hoffenheim,1-0,?,Dortmund
2,Sat Aug 13 2011,?,Nürnberg,1-2,?,Hannover 96
2,Sat Aug 13 2011,?,M'gladbach,1-1,?,Stuttgart
2,Sat Aug 13 2011,?,Wolfsburg,0-1,?,Bayern Munich
2,Sat Aug 13 2011,?,Schalke 04,5-1,?,Köln
2,Sun Aug 14 2011,?,Kaiserslautern,1-1,?,Augsburg
2,Sun Aug 14 2011,?,Leverkusen,1-0,?,Werder Bremen
3,Fri Aug 19 2011,?,M'gladbach,4-1,?,Wolfsburg
3,Sat Aug 20 2011,?,Stuttgart,0-1,?,Leverkusen
3,Sat Aug 20 2011,?,Dortmund,2-0,?,Nürnberg
3,Sat Aug 20 2011,?,Werder Bremen,5-3,?,Freiburg
3,Sat Aug 20 2011,?,Augsburg,0-2,?,Hoffenheim
3,Sat Aug 20 2011,?,Köln,1-1,?,Kaiserslautern
3,Sat Aug 20 2011,?,Bayern Munich,5-0,?,Hamburger SV
3,Sun Aug 21 2011,?,Mainz 05,2-4,?,Schalke 04
3,Sun Aug 21 2011,?,Hannover 96,1-1,?,Hertha BSC
4,Fri Aug 26 2011,?,Hertha BSC,1-0,?,Stuttgart
4,Sat Aug 27 2011,?,Nürnberg,1-0,?,Augsburg
4,Sat Aug 27 2011,?,Leverkusen,0-0,?,Dortmund
4,Sat Aug 27 2011,?,Hamburger SV,3-4,?,Köln
4,Sat Aug 27 2011,?,Hoffenheim,1-2,?,Werder Bremen
4,Sat Aug 27 2011,?,Freiburg,3-0,?,Wolfsburg
4,Sat Aug 27 2011,?,Kaiserslautern,0-3,?,Bayern Munich
4,Sun Aug 28 2011,?,Hannover 96,1-1,?,Mainz 05
4,Sun Aug 28 2011,?,Schalke 04,1-0,?,M'gladbach
5,Fri Sep 9 2011,?,Augsburg,1-4,?,Leverkusen
5,Sat Sep 10 2011,?,Bayern Munich,7-0,?,Freiburg
5,Sat Sep 10 2011,?,Werder Bremen,2-0,?,Hamburger SV
5,Sat Sep 10 2011,?,Dortmund,1-2,?,Hertha BSC
5,Sat Sep 10 2011,?,Stuttgart,3-0,?,Hannover 96
5,Sat Sep 10 2011,?,Mainz 05,0-4,?,Hoffenheim
5,Sat Sep 10 2011,?,M'gladbach,1-0,?,Kaiserslautern
5,Sun Sep 11 2011,?,Köln,1-2,?,Nürnberg
5,Sun Sep 11 2011,?,Wolfsburg,2-1,?,Schalke 04
