Matchday,Date,Time,Team 1,FT,HT,Team 2
6,Sat Sep 24 2011,?,Arsenal,3–0,?,Bolton
6,Sat Sep 24 2011,?,West Brom,0–0,?,Fulham
6,Sat Sep 24 2011,?,Stoke City,1–1,?,Manchester Utd
6,Sat Sep 24 2011,?,Wigan Athletic,1–2,?,Tottenham
6,Sat Sep 24 2011,?,Manchester City,2–0,?,Everton
6,Sat Sep 24 2011,?,Newcastle Utd,3–1,?,Blackburn
6,Sun Sep 25 2011,?,QPR,1–1,?,Aston Villa
6,Mon Sep 26 2011,?,Norwich City,2–1,?,Sunderland
7,Sat Oct 01 2011,?,Aston Villa,2–0,?,Wigan Athletic
7,Sat Oct 01 2011,?,Wolves,1–2,?,Newcastle Utd
7,Sat Oct 01 2011,?,Blackburn,0–4,?,Manchester City
7,Sat Oct 01 2011,?,Sunderland,2–2,?,West Brom
7,Sat Oct 01 2011,?,Manchester Utd,2–0,?,Norwich City
7,Sat Oct 01 2011,?,Everton,0–2,?,Liverpool
7,Sun Oct 02 2011,?,Swansea City,2–0,?,Stoke City
7,Sun Oct 02 2011,?,Tottenham,2–1,?,Arsenal
7,Sun Oct 02 2011,?,Fulham,6–0,?,QPR
7,Sun Oct 02 2011,?,Bolton,1–5,?,Chelsea
8,Sat Oct 15 2011,?,Manchester City,4–1,?,Aston Villa
8,Sat Oct 15 2011,?,Stoke City,2–0,?,Fulham
8,Sat Oct 15 2011,?,Norwich City,3–1,?,Swansea City
8,Sat Oct 15 2011,?,QPR,1–1,?,Blackburn
8,Sat Oct 15 2011,?,Wigan Athletic,1–3,?,Bolton
8,Sat Oct 15 2011,?,Chelsea,3–1,?,Everton
8,Sat Oct 15 2011,?,Liverpool,1–1,?,Manchester Utd
8,Sun Oct 16 2011,?,Newcastle Utd,2–2,?,Tottenham
8,Sun Oct 16 2011,?,Arsenal,2–1,?,Sunderland
8,Sun Oct 16 2011,?,West Brom,2–0,?,Wolves
9,Sat Oct 22 2011,?,Wolves,2–2,?,Swansea City
9,Sat Oct 22 2011,?,Aston Villa,1–2,?,West Brom
9,Sat Oct 22 2011,?,Bolton,0–2,?,Sunderland
9,Sat Oct 22 2011,?,Newcastle Utd,1–0,?,Wigan Athletic
9,Sat Oct 22 2011,?,Liverpool,1–1,?,Norwich City
9,Sun Oct 23 2011,?,QPR,1–0,?,Chelsea
9,Sun Oct 23 2011,?,Arsenal,3–1,?,Stoke City
9,Sun Oct 23 2011,?,Fulham,1–3,?,Everton
9,Sun Oct 23 2011,?,Manchester Utd,1–6,?,Manchester City
9,Sun Oct 23 2011,?,Blackburn,1–2,?,Tottenham
10,Sat Oct 29 2011,?,Manchester City,3–1,?,Wolves
10,Sat Oct 29 2011,?,Norwich City,3–3,?,Blackburn
10,Sat Oct 29 2011,?,Wigan Athletic,0–2,?,Fulham
10,Sat Oct 29 2011,?,Chelsea,3–5,?,Arsenal
10,Sat Oct 29 2011,?,West Brom,0–2,?,Liverpool
10,Sat Oct 29 2011,?,Everton,0–1,?,Manchester Utd
10,Sat Oct 29 2011,?,Swansea City,3–1,?,Bolton
10,Sat Oct 29 2011,?,Sunderland,2–2,?,Aston Villa
10,Sun Oct 30 2011,?,Tottenham,3–1,?,QPR
10,Mon Oct 31 2011,?,Stoke City,1–3,?,Newcastle Utd
11,Sat Nov 05 2011,?,Newcastle Utd,2–1,?,Everton
11,Sat Nov 05 2011,?,Manchester Utd,1–0,?,Sunderland
11,Sat Nov 05 2011,?,Aston Villa,3–2,?,Norwich City
11,Sat Nov 05 2011,?,Blackburn,0–1,?,Chelsea
11,Sat Nov 05 2011,?,Liverpool,0–0,?,Swansea City
11,Sat Nov 05 2011,?,Arsenal,3–0,?,West Brom
11,Sat Nov 05 2011,?,QPR,2–3,?,Manchester City
11,Sun Nov 06 2011,?,Fulham,1–3,?,Tottenham
11,Sun Nov 06 2011,?,Bolton,5–0,?,Stoke City
11,Sun Nov 06 2011,?,Wolves,3–1,?,Wigan Athletic
12,Sat Nov 19 2011,?,Swansea City,0–1,?,Manchester Utd
12,Sat Nov 19 2011,?,Norwich City,1–2,?,Arsenal
12,Sat Nov 19 2011,?,Everton,2–1,?,Wolves
12,Sat Nov 19 2011,?,Stoke City,2–3,?,QPR
12,Sat Nov 19 2011,?,West Brom,2–1,?,Bolton
12,Sat Nov 19 2011,?,Wigan Athletic,3–3,?,Blackburn
12,Sat Nov 19 2011,?,Sunderland,0–0,?,Fulham
12,Sat Nov 19 2011,?,Manchester City,3–1,?,Newcastle Utd
12,Sun Nov 20 2011,?,Chelsea,1–2,?,Liverpool
12,Mon Nov 21 2011,?,Tottenham,2–0,?,Aston Villa
13,Sat Nov 26 2011,?,Stoke City,3–1,?,Blackburn
13,Sat Nov 26 2011,?,Manchester Utd,1–1,?,Newcastle Utd
13,Sat Nov 26 2011,?,Arsenal,1–1,?,Fulham
13,Sat Nov 26 2011,?,Chelsea,3–0,?,Wolves
13,Sat Nov 26 2011,?,Norwich City,2–1,?,QPR
13,Sat Nov 26 2011,?,West Brom,1–3,?,Tottenham
13,Sat Nov 26 2011,?,Sunderland,1–2,?,Wigan Athletic
13,Sat Nov 26 2011,?,Bolton,0–2,?,Everton
13,Sun Nov 27 2011,?,Liverpool,1–1,?,Manchester City
13,Sun Nov 27 2011,?,Swansea City,0–0,?,Aston Villa
14,Sat Dec 03 2011,?,QPR,1–1,?,West Brom
14,Sat Dec 03 2011,?,Wigan Athletic,0–4,?,Arsenal
14,Sat Dec 03 2011,?,Blackburn,4–2,?,Swansea City
14,Sat Dec 03 2011,?,Newcastle Utd,0–3,?,Chelsea
14,Sat Dec 03 2011,?,Aston Villa,0–1,?,Manchester Utd
14,Sat Dec 03 2011,?,Manchester City,5–1,?,Norwich City
14,Sat Dec 03 2011,?,Tottenham,3–0,?,Bolton
14,Sun Dec 04 2011,?,Wolves,2–1,?,Sunderland
14,Sun Dec 04 2011,?,Everton,0–1,?,Stoke City
14,Mon Dec 05 2011,?,Fulham,1–0,?,Liverpool
15,Sat Dec 10 2011,?,Norwich City,4–2,?,Newcastle Utd
15,Sat Dec 10 2011,?,Swansea City,2–0,?,Fulham
15,Sat Dec 10 2011,?,Manchester Utd,4–1,?,Wolves
15,Sat Dec 10 2011,?,Bolton,1–2,?,Aston Villa
15,Sat Dec 10 2011,?,West Brom,1–2,?,Wigan Athletic
15,Sat Dec 10 2011,?,Arsenal,1–0,?,Everton
15,Sat Dec 10 2011,?,Liverpool,1–0,?,QPR
15,Sun Dec 11 2011,?,Sunderland,2–1,?,Blackburn
15,Sun Dec 11 2011,?,Stoke City,2–1,?,Tottenham
15,Mon Dec 12 2011,?,Chelsea,2–1,?,Manchester City
16,Sat Dec 17 2011,?,Wolves,1–2,?,Stoke City
16,Sat Dec 17 2011,?,Fulham,2–0,?,Bolton
16,Sat Dec 17 2011,?,Wigan Athletic,1–1,?,Chelsea
16,Sat Dec 17 2011,?,Newcastle Utd,0–0,?,Swansea City
16,Sat Dec 17 2011,?,Everton,1–1,?,Norwich City
16,Sat Dec 17 2011,?,Blackburn,1–2,?,West Brom
16,Sun Dec 18 2011,?,Tottenham,1–0,?,Sunderland
16,Sun Dec 18 2011,?,QPR,0–2,?,Manchester Utd
16,Sun Dec 18 2011,?,Aston Villa,0–2,?,Liverpool
16,Sun Dec 18 2011,?,Manchester City,1–0,?,Arsenal
17,Tue Dec 20 2011,?,Wolves,2–2,?,Norwich City
17,Tue Dec 20 2011,?,Blackburn,1–2,?,Bolton
17,Wed Dec 21 2011,?,Everton,1–0,?,Swansea City
17,Wed Dec 21 2011,?,QPR,2–3,?,Sunderland
17,Wed Dec 21 2011,?,Manchester City,3–0,?,Stoke City
17,Wed Dec 21 2011,?,Aston Villa,1–2,?,Arsenal
17,Wed Dec 21 2011,?,Fulham,0–5,?,Manchester Utd
17,Wed Dec 21 2011,?,Newcastle Utd,2–3,?,West Brom
17,Wed Dec 21 2011,?,Wigan Athletic,0–0,?,Liverpool
17,Thu Dec 22 2011,?,Tottenham,1–1,?,Chelsea
18,Mon Dec 26 2011,?,Stoke City,0–0,?,Aston Villa
18,Mon Dec 26 2011,?,Bolton,0–2,?,Newcastle Utd
18,Mon Dec 26 2011,?,Liverpool,1–1,?,Blackburn
18,Mon Dec 26 2011,?,Sunderland,1–1,?,Everton
18,Mon Dec 26 2011,?,West Brom,0–0,?,Manchester City
18,Mon Dec 26 2011,?,Chelsea,1–1,?,Fulham
18,Mon Dec 26 2011,?,Manchester Utd,5–0,?,Wigan Athletic
18,Tue Dec 27 2011,?,Norwich City,0–2,?,Tottenham
18,Tue Dec 27 2011,?,Swansea City,1–1,?,QPR
18,Tue Dec 27 2011,?,Arsenal,1–1,?,Wolves
19,Fri Dec 30 2011,?,Liverpool,3–1,?,Newcastle Utd
19,Sat Dec 31 2011,?,Stoke City,2–2,?,Wigan Athletic
19,Sat Dec 31 2011,?,Chelsea,1–3,?,Aston Villa
19,Sat Dec 31 2011,?,Bolton,1–1,?,Wolves
19,Sat Dec 31 2011,?,Manchester Utd,2–3,?,Blackburn
19,Sat Dec 31 2011,?,Swansea City,1–1,?,Tottenham
19,Sat Dec 31 2011,?,Norwich City,1–1,?,Fulham
19,Sat Dec 31 2011,?,Arsenal,1–0,?,QPR
19,Sun Jan 01 2012,?,West Brom,0–1,?,Everton
19,Sun Jan 01 2012,?,Sunderland,1–0,?,Manchester City
20,Mon Jan 02 2012,?,Wolves,1–2,?,Chelsea
20,Mon Jan 02 2012,?,Aston Villa,0–2,?,Swansea City
20,Mon Jan 02 2012,?,Blackburn,1–2,?,Stoke City
20,Mon Jan 02 2012,?,Fulham,2–1,?,Arsenal
20,Mon Jan 02 2012,?,QPR,1–2,?,Norwich City
20,Tue Jan 03 2012,?,Tottenham,1–0,?,West Brom
20,Tue Jan 03 2012,?,Wigan Athletic,1–4,?,Sunderland
20,Tue Jan 03 2012,?,Manchester City,3–0,?,Liverpool
20,Wed Jan 04 2012,?,Newcastle Utd,3–0,?,Manchester Utd
20,Wed Jan 04 2012,?,Everton,1–2,?,Bolton
1,Wed Jan 11 2012,?,Tottenham,2–0,?,Everton
21,Sat Jan 14 2012,?,Chelsea,1–0,?,Sunderland
21,Sat Jan 14 2012,?,Blackburn,3–1,?,Fulham
21,Sat Jan 14 2012,?,Aston Villa,1–1,?,Everton
21,Sat Jan 14 2012,?,Tottenham,1–1,?,Wolves
21,Sat Jan 14 2012,?,Liverpool,0–0,?,Stoke City
21,Sat Jan 14 2012,?,Manchester Utd,3–0,?,Bolton
21,Sat Jan 14 2012,?,West Brom,1–2,?,Norwich City
21,Sun Jan 15 2012,?,Newcastle Utd,1–0,?,QPR
21,Sun Jan 15 2012,?,Swansea City,3–2,?,Arsenal
21,Mon Jan 16 2012,?,Wigan Athletic,0–1,?,Manchester City
22,Sat Jan 21 2012,?,Everton,1–1,?,Blackburn
22,Sat Jan 21 2012,?,Sunderland,2–0,?,Swansea City
22,Sat Jan 21 2012,?,Fulham,5–2,?,Newcastle Utd
22,Sat Jan 21 2012,?,Bolton,3–1,?,Liverpool
22,Sat Jan 21 2012,?,Stoke City,1–2,?,West Brom
22,Sat Jan 21 2012,?,Norwich City,0–0,?,Chelsea
22,Sat Jan 21 2012,?,Wolves,2–3,?,Aston Villa
22,Sat Jan 21 2012,?,QPR,3–1,?,Wigan Athletic
22,Sun Jan 22 2012,?,Manchester City,3–2,?,Tottenham
22,Sun Jan 22 2012,?,Arsenal,1–2,?,Manchester Utd
23,Tue Jan 31 2012,?,Manchester Utd,2–0,?,Stoke City
23,Tue Jan 31 2012,?,Wolves,0–3,?,Liverpool
23,Tue Jan 31 2012,?,Swansea City,1–1,?,Chelsea
23,Tue Jan 31 2012,?,Tottenham,3–1,?,Wigan Athletic
23,Tue Jan 31 2012,?,Everton,1–0,?,Manchester City
23,Wed Feb 01 2012,?,Fulham,1–1,?,West Brom
23,Wed Feb 01 2012,?,Aston Villa,2–2,?,QPR
23,Wed Feb 01 2012,?,Blackburn,0–2,?,Newcastle Utd
23,Wed Feb 01 2012,?,Sunderland,3–0,?,Norwich City
23,Wed Feb 01 2012,?,Bolton,0–0,?,Arsenal
24,Sat Feb 04 2012,?,Manchester City,3–0,?,Fulham
24,Sat Feb 04 2012,?,West Brom,1–2,?,Swansea City
24,Sat Feb 04 2012,?,Stoke City,0–1,?,Sunderland
24,Sat Feb 04 2012,?,QPR,1–2,?,Wolves
24,Sat Feb 04 2012,?,Arsenal,7–1,?,Blackburn
24,Sat Feb 04 2012,?,Norwich City,2–0,?,Bolton
24,Sat Feb 04 2012,?,Wigan Athletic,1–1,?,Everton
24,Sun Feb 05 2012,?,Newcastle Utd,2–1,?,Aston Villa
24,Sun Feb 05 2012,?,Chelsea,3–3,?,Manchester Utd
24,Mon Feb 06 2012,?,Liverpool,0–0,?,Tottenham
25,Sat Feb 11 2012,?,Swansea City,2–3,?,Norwich City
25,Sat Feb 11 2012,?,Everton,2–0,?,Chelsea
25,Sat Feb 11 2012,?,Bolton,1–2,?,Wigan Athletic
25,Sat Feb 11 2012,?,Blackburn,3–2,?,QPR
25,Sat Feb 11 2012,?,Tottenham,5–0,?,Newcastle Utd
25,Sat Feb 11 2012,?,Fulham,2–1,?,Stoke City
25,Sat Feb 11 2012,?,Sunderland,1–2,?,Arsenal
25,Sat Feb 11 2012,?,Manchester Utd,2–1,?,Liverpool
25,Sun Feb 12 2012,?,Wolves,1–5,?,West Brom
25,Sun Feb 12 2012,?,Aston Villa,0–1,?,Manchester City
26,Sat Feb 25 2012,?,Newcastle Utd,2–2,?,Wolves
26,Sat Feb 25 2012,?,QPR,0–1,?,Fulham
26,Sat Feb 25 2012,?,Manchester City,3–0,?,Blackburn
26,Sat Feb 25 2012,?,West Brom,4–0,?,Sunderland
26,Sat Feb 25 2012,?,Chelsea,3–0,?,Bolton
26,Sat Feb 25 2012,?,Wigan Athletic,0–0,?,Aston Villa
26,Sun Feb 26 2012,?,Stoke City,2–0,?,Swansea City
26,Sun Feb 26 2012,?,Norwich City,1–2,?,Manchester Utd
26,Sun Feb 26 2012,?,Arsenal,5–2,?,Tottenham
27,Sat Mar 03 2012,?,Blackburn,1–1,?,Aston Villa
27,Sat Mar 03 2012,?,Wigan Athletic,0–2,?,Swansea City
27,Sat Mar 03 2012,?,Manchester City,2–0,?,Bolton
27,Sat Mar 03 2012,?,West Brom,1–0,?,Chelsea
27,Sat Mar 03 2012,?,Stoke City,1–0,?,Norwich City
27,Sat Mar 03 2012,?,Liverpool,1–2,?,Arsenal
27,Sat Mar 03 2012,?,QPR,1–1,?,Everton
27,Sun Mar 04 2012,?,Fulham,5–0,?,Wolves
27,Sun Mar 04 2012,?,Tottenham,1–3,?,Manchester Utd
27,Sun Mar 04 2012,?,Newcastle Utd,1–1,?,Sunderland
28,Sat Mar 10 2012,?,Chelsea,1–0,?,Stoke City
28,Sat Mar 10 2012,?,Wolves,0–2,?,Blackburn
28,Sat Mar 10 2012,?,Bolton,2–1,?,QPR
28,Sat Mar 10 2012,?,Sunderland,1–0,?,Liverpool
28,Sat Mar 10 2012,?,Aston Villa,1–0,?,Fulham
28,Sat Mar 10 2012,?,Everton,1–0,?,Tottenham
28,Sun Mar 11 2012,?,Manchester Utd,2–0,?,West Brom
28,Sun Mar 11 2012,?,Norwich City,1–1,?,Wigan Athletic
28,Sun Mar 11 2012,?,Swansea City,1–0,?,Manchester City
28,Mon Mar 12 2012,?,Arsenal,2–1,?,Newcastle Utd
26,Tue Mar 13 2012,?,Liverpool,3–0,?,Everton
29,Sat Mar 17 2012,?,Fulham,0–3,?,Swansea City
29,Sat Mar 17 2012,?,Wigan Athletic,1–1,?,West Brom
29,Sun Mar 18 2012,?,Newcastle Utd,1–0,?,Norwich City
29,Sun Mar 18 2012,?,Wolves,0–5,?,Manchester Utd
29,Tue Mar 20 2012,?,Blackburn,2–0,?,Sunderland
29,Wed Mar 21 2012,?,QPR,3–2,?,Liverpool
29,Wed Mar 21 2012,?,Tottenham,1–1,?,Stoke City
29,Wed Mar 21 2012,?,Everton,0–1,?,Arsenal
29,Wed Mar 21 2012,?,Manchester City,2–1,?,Chelsea
30,Sat Mar 24 2012,?,Sunderland,3–1,?,QPR
30,Sat Mar 24 2012,?,Arsenal,3–0,?,Aston Villa
30,Sat Mar 24 2012,?,Liverpool,1–2,?,Wigan Athletic
30,Sat Mar 24 2012,?,Stoke City,1–1,?,Manchester City
30,Sat Mar 24 2012,?,Norwich City,2–1,?,Wolves
30,Sat Mar 24 2012,?,Chelsea,0–0,?,Tottenham
30,Sat Mar 24 2012,?,Swansea City,0–2,?,Everton
30,Sat Mar 24 2012,?,Bolton,2–1,?,Blackburn
30,Sun Mar 25 2012,?,West Brom,1–3,?,Newcastle Utd
30,Mon Mar 26 2012,?,Manchester Utd,1–0,?,Fulham
31,Sat Mar 31 2012,?,Fulham,2–1,?,Norwich City
31,Sat Mar 31 2012,?,Aston Villa,2–4,?,Chelsea
31,Sat Mar 31 2012,?,Manchester City,3–3,?,Sunderland
31,Sat Mar 31 2012,?,Everton,2–0,?,West Brom
31,Sat Mar 31 2012,?,QPR,2–1,?,Arsenal
31,Sat Mar 31 2012,?,Wolves,2–3,?,Bolton
31,Sat Mar 31 2012,?,Wigan Athletic,2–0,?,Stoke City
31,Sun Apr 01 2012,?,Newcastle Utd,2–0,?,Liverpool
31,Sun Apr 01 2012,?,Tottenham,3–1,?,Swansea City
31,Mon Apr 02 2012,?,Blackburn,0–2,?,Manchester Utd
32,Fri Apr 06 2012,?,Swansea City,0–2,?,Newcastle Utd
32,Sat Apr 07 2012,?,Norwich City,2–2,?,Everton
32,Sat Apr 07 2012,?,West Brom,3–0,?,Blackburn
32,Sat Apr 07 2012,?,Stoke City,2–1,?,Wolves
32,Sat Apr 07 2012,?,Liverpool,1–1,?,Aston Villa
32,Sat Apr 07 2012,?,Sunderland,0–0,?,Tottenham
32,Sat Apr 07 2012,?,Chelsea,2–1,?,Wigan Athletic
32,Sat Apr 07 2012,?,Bolton,0–3,?,Fulham
32,Sun Apr 08 2012,?,Arsenal,1–0,?,Manchester City
32,Sun Apr 08 2012,?,Manchester Utd,2–0,?,QPR
33,Mon Apr 09 2012,?,Tottenham,1–2,?,Norwich City
33,Mon Apr 09 2012,?,Everton,4–0,?,Sunderland
33,Mon Apr 09 2012,?,Fulham,1–1,?,Chelsea
33,Mon Apr 09 2012,?,Newcastle Utd,2–0,?,Bolton
33,Mon Apr 09 2012,?,Aston Villa,1–1,?,Stoke City
33,Tue Apr 10 2012,?,Blackburn,2–3,?,Liverpool
33,Wed Apr 11 2012,?,Manchester City,4–0,?,West Brom
33,Wed Apr 11 2012,?,Wigan Athletic,1–0,?,Manchester Utd
33,Wed Apr 11 2012,?,QPR,3–0,?,Swansea City
33,Wed Apr 11 2012,?,Wolves,0–3,?,Arsenal
34,Sat Apr 14 2012,?,Swansea City,3–0,?,Blackburn
34,Sat Apr 14 2012,?,Norwich City,1–6,?,Manchester City
34,Sat Apr 14 2012,?,West Brom,1–0,?,QPR
34,Sat Apr 14 2012,?,Sunderland,0–0,?,Wolves
34,Sun Apr 15 2012,?,Manchester Utd,4–0,?,Aston Villa
34,Mon Apr 16 2012,?,Arsenal,1–2,?,Wigan Athletic
35,Sat Apr 21 2012,?,Bolton,1–1,?,Swansea City
35,Sat Apr 21 2012,?,Arsenal,0–0,?,Chelsea
35,Sat Apr 21 2012,?,Aston Villa,0–0,?,Sunderland
35,Sat Apr 21 2012,?,Fulham,2–1,?,Wigan Athletic
35,Sat Apr 21 2012,?,Newcastle Utd,3–0,?,Stoke City
35,Sat Apr 21 2012,?,QPR,1–0,?,Tottenham
35,Sat Apr 21 2012,?,Blackburn,2–0,?,Norwich City
35,Sun Apr 22 2012,?,Manchester Utd,4–4,?,Everton
35,Sun Apr 22 2012,?,Wolves,0–2,?,Manchester City
35,Sun Apr 22 2012,?,Liverpool,0–1,?,West Brom
29,Tue Apr 24 2012,?,Aston Villa,1–2,?,Bolton
36,Sat Apr 28 2012,?,Sunderland,2–2,?,Bolton
36,Sat Apr 28 2012,?,Stoke City,1–1,?,Arsenal
36,Sat Apr 28 2012,?,Wigan Athletic,4–0,?,Newcastle Utd
36,Sat Apr 28 2012,?,Everton,4–0,?,Fulham
36,Sat Apr 28 2012,?,Norwich City,0–3,?,Liverpool
36,Sat Apr 28 2012,?,West Brom,0–0,?,Aston Villa
36,Sat Apr 28 2012,?,Swansea City,4–4,?,Wolves
36,Sun Apr 29 2012,?,Tottenham,2–0,?,Blackburn
36,Sun Apr 29 2012,?,Chelsea,6–1,?,QPR
36,Mon Apr 30 2012,?,Manchester City,1–0,?,Manchester Utd
34,Tue May 01 2012,?,Stoke City,1–1,?,Everton
34,Tue May 01 2012,?,Liverpool,0–1,?,Fulham
34,Wed May 02 2012,?,Chelsea,0–2,?,Newcastle Utd
34,Wed May 02 2012,?,Bolton,1–4,?,Tottenham
37,Sat May 05 2012,?,Arsenal,3–3,?,Norwich City
37,Sun May 06 2012,?,Aston Villa,1–1,?,Tottenham
37,Sun May 06 2012,?,QPR,1–0,?,Stoke City
37,Sun May 06 2012,?,Manchester Utd,2–0,?,Swansea City
37,Sun May 06 2012,?,Newcastle Utd,0–2,?,Manchester City
37,Sun May 06 2012,?,Bolton,2–2,?,West Brom
37,Sun May 06 2012,?,Wolves,0–0,?,Everton
37,Sun May 06 2012,?,Fulham,2–1,?,Sunderland
37,Mon May 07 2012,?,Blackburn,0–1,?,Wigan Athletic
37,Tue May 08 2012,?,Liverpool,4–1,?,Chelsea
38,Sun May 13 2012,?,Everton,3–1,?,Newcastle Utd
38,Sun May 13 2012,?,West Brom,2–3,?,Arsenal
38,Sun May 13 2012,?,Stoke City,2–2,?,Bolton
38,Sun May 13 2012,?,Swansea City,1–0,?,Liverpool
38,Sun May 13 2012,?,Chelsea,2–1,?,Blackburn
38,Sun May 13 2012,?,Wigan Athletic,3–2,?,Wolves
38,Sun May 13 2012,?,Manchester City,3–2,?,QPR
38,Sun May 13 2012,?,Norwich City,2–0,?,Aston Villa
38,Sun May 13 2012,?,Tottenham,2–0,?,Fulham
38,Sun May 13 2012,?,Sunderland,0–1,?,Manchester Utd
