Round,Date,Team 1,FT,HT,Team 2
?,(Fri) 17 Aug 2007 (W33),Sporting CP (1),4-1,2-0,Académica de Coimbra (1)
?,(Sat) 18 Aug 2007 (W33),Leixões SC (1),1-1,0-0,SL Benfica (1)
?,(Sat) 18 Aug 2007 (W33),CS Marítimo (1),3-1,3-0,FC Paços de Ferreira (1)
?,(Sat) 18 Aug 2007 (W33),CD Nacional Madeira (1),0-0,0-0,CF Estrela da Amadora (1)
?,(Sat) 18 Aug 2007 (W33),SC Braga (1),1-2,0-1,FC Porto (1)
?,(Sun) 19 Aug 2007 (W33),Vitória de Guimarães (1),1-1,1-1,Vitória de Setúbal (1)
?,(Sun) 19 Aug 2007 (W33),União de Leiria (1),0-0,0-0,Boavista FC (1)
?,(Mon) 20 Aug 2007 (W34),Naval 1º de Maio (1),1-1,0-0,Os Belenenses (1)
?,(Sat) 25 Aug 2007 (W34),Os Belenenses (2),0-2,0-1,SC Braga (2)
?,(Sat) 25 Aug 2007 (W34),SL Benfica (2),0-0,0-0,Vitória de Guimarães (2)
?,(Sun) 26 Aug 2007 (W34),Académica de Coimbra (2),1-1,0-0,União de Leiria (2)
?,(Sun) 26 Aug 2007 (W34),Boavista FC (2),0-2,0-2,CS Marítimo (2)
?,(Sun) 26 Aug 2007 (W34),CF Estrela da Amadora (2),3-1,1-1,Naval 1º de Maio (2)
?,(Sun) 26 Aug 2007 (W34),FC Paços de Ferreira (2),1-1,0-0,Leixões SC (2)
?,(Sun) 26 Aug 2007 (W34),FC Porto (2),1-0,0-0,Sporting CP (2)
?,(Mon) 27 Aug 2007 (W35),Vitória de Setúbal (2),1-1,1-1,CD Nacional Madeira (2)
?,(Fri) 31 Aug 2007 (W35),Leixões SC (3),2-2,2-1,Vitória de Guimarães (3)
?,(Sat) 1 Sep 2007 (W35),FC Paços de Ferreira (3),1-1,1-0,Boavista FC (3)
?,(Sat) 1 Sep 2007 (W35),SC Braga (3),2-1,0-1,CF Estrela da Amadora (3)
?,(Sun) 2 Sep 2007 (W35),União de Leiria (3),0-3,0-1,FC Porto (3)
?,(Sun) 2 Sep 2007 (W35),CS Marítimo (3),2-0,1-0,Académica de Coimbra (3)
?,(Sun) 2 Sep 2007 (W35),CD Nacional Madeira (3),0-3,0-1,SL Benfica (3)
?,(Sun) 2 Sep 2007 (W35),Naval 1º de Maio (3),0-0,0-0,Vitória de Setúbal (3)
?,(Sun) 2 Sep 2007 (W35),Sporting CP (3),1-0,0-0,Os Belenenses (3)
?,(Fri) 14 Sep 2007 (W37),Vitória de Setúbal (4),3-1,1-0,SC Braga (4)
?,(Sat) 15 Sep 2007 (W37),SL Benfica (4),3-0,2-0,Naval 1º de Maio (4)
?,(Sat) 15 Sep 2007 (W37),Boavista FC (4),0-0,0-0,Leixões SC (4)
?,(Sat) 15 Sep 2007 (W37),FC Porto (4),1-0,0-0,CS Marítimo (4)
?,(Sun) 16 Sep 2007 (W37),Académica de Coimbra (4),1-0,0-0,FC Paços de Ferreira (4)
?,(Sun) 16 Sep 2007 (W37),Os Belenenses (4),2-1,0-1,União de Leiria (4)
?,(Sun) 16 Sep 2007 (W37),CF Estrela da Amadora (4),0-2,0-2,Sporting CP (4)
?,(Mon) 17 Sep 2007 (W38),Vitória de Guimarães (4),1-0,0-0,CD Nacional Madeira (4)
?,(Fri) 21 Sep 2007 (W38),Naval 1º de Maio (5),1-4,1-2,Vitória de Guimarães (5)
?,(Sun) 23 Sep 2007 (W38),União de Leiria (5),0-0,0-0,CF Estrela da Amadora (5)
?,(Sun) 23 Sep 2007 (W38),Leixões SC (5),1-1,0-1,CD Nacional Madeira (5)
?,(Sun) 23 Sep 2007 (W38),CS Marítimo (5),2-0,1-0,Os Belenenses (5)
?,(Sun) 23 Sep 2007 (W38),FC Paços de Ferreira (5),0-2,0-1,FC Porto (5)
?,(Sun) 23 Sep 2007 (W38),SC Braga (5),0-0,0-0,SL Benfica (5)
?,(Sun) 23 Sep 2007 (W38),Sporting CP (5),2-2,0-1,Vitória de Setúbal (5)
?,(Mon) 24 Sep 2007 (W39),Boavista FC (5),0-0,0-0,Académica de Coimbra (5)
?,(Sat) 29 Sep 2007 (W39),SL Benfica (6),0-0,0-0,Sporting CP (6)
?,(Sat) 29 Sep 2007 (W39),FC Porto (6),2-0,1-0,Boavista FC (6)
?,(Sun) 30 Sep 2007 (W39),Os Belenenses (6),1-0,1-0,FC Paços de Ferreira (6)
?,(Sun) 30 Sep 2007 (W39),CF Estrela da Amadora (6),1-1,0-0,CS Marítimo (6)
?,(Sun) 30 Sep 2007 (W39),Vitória de Guimarães (6),1-0,0-0,SC Braga (6)
?,(Sun) 30 Sep 2007 (W39),CD Nacional Madeira (6),2-0,0-0,Naval 1º de Maio (6)
?,(Sun) 30 Sep 2007 (W39),Vitória de Setúbal (6),2-0,0-0,União de Leiria (6)
?,(Mon) 1 Oct 2007 (W40),Académica de Coimbra (6),1-1,0-0,Leixões SC (6)
?,(Sat) 6 Oct 2007 (W40),Sporting CP (7),3-0,0-0,Vitória de Guimarães (7)
?,(Sun) 7 Oct 2007 (W40),Académica de Coimbra (7),0-1,0-1,FC Porto (7)
?,(Sun) 7 Oct 2007 (W40),União de Leiria (7),1-2,1-1,SL Benfica (7)
?,(Sun) 7 Oct 2007 (W40),Leixões SC (7),0-1,0-1,Naval 1º de Maio (7)
?,(Sun) 7 Oct 2007 (W40),CS Marítimo (7),0-0,0-0,Vitória de Setúbal (7)
?,(Mon) 8 Oct 2007 (W41),Boavista FC (7),2-4,1-1,Os Belenenses (7)
?,(Mon) 8 Oct 2007 (W41),FC Paços de Ferreira (7),2-1,0-0,CF Estrela da Amadora (7)
?,(Mon) 8 Oct 2007 (W41),SC Braga (7),1-0,0-0,CD Nacional Madeira (7)
?,(Fri) 26 Oct 2007 (W43),Vitória de Guimarães (8),2-1,0-1,União de Leiria (8)
?,(Sat) 27 Oct 2007 (W43),Os Belenenses (8),0-0,0-0,Académica de Coimbra (8)
?,(Sat) 27 Oct 2007 (W43),CD Nacional Madeira (8),0-0,0-0,Sporting CP (8)
?,(Sat) 27 Oct 2007 (W43),Vitória de Setúbal (8),3-1,1-0,FC Paços de Ferreira (8)
?,(Sun) 28 Oct 2007 (W43),SL Benfica (8),2-1,1-1,CS Marítimo (8)
?,(Sun) 28 Oct 2007 (W43),CF Estrela da Amadora (8),0-0,0-0,Boavista FC (8)
?,(Mon) 29 Oct 2007 (W44),Naval 1º de Maio (8),1-1,1-0,SC Braga (8)
?,(Mon) 29 Oct 2007 (W44),FC Porto (8),3-0,2-0,Leixões SC (8)
?,(Fri) 2 Nov 2007 (W44),FC Porto (9),1-1,1-0,Os Belenenses (9)
?,(Sat) 3 Nov 2007 (W44),Leixões SC (9),3-0,2-0,SC Braga (9)
?,(Sat) 3 Nov 2007 (W44),FC Paços de Ferreira (9),1-2,1-1,SL Benfica (9)
?,(Sun) 4 Nov 2007 (W44),Académica de Coimbra (9),3-3,1-1,CF Estrela da Amadora (9)
?,(Sun) 4 Nov 2007 (W44),Boavista FC (9),3-3,2-1,Vitória de Setúbal (9)
?,(Sun) 4 Nov 2007 (W44),União de Leiria (9),1-3,0-1,CD Nacional Madeira (9)
?,(Sun) 4 Nov 2007 (W44),Sporting CP (9),4-1,1-1,Naval 1º de Maio (9)
?,(Mon) 5 Nov 2007 (W45),CS Marítimo (9),0-1,0-0,Vitória de Guimarães (9)
?,(Fri) 9 Nov 2007 (W45),Os Belenenses (10),1-1,1-0,Leixões SC (10)
?,(Sat) 10 Nov 2007 (W45),Vitória de Guimarães (10),0-0,0-0,FC Paços de Ferreira (10)
