Matchday,Date,Time,Team 1,FT,HT,Team 2
1,Sat Aug 14 2010,?,Bolton,0-0,?,Fulham
1,Sat Aug 14 2010,?,Wigan Athletic,0-4,?,Blackpool
1,Sat Aug 14 2010,?,Aston Villa,3-0,?,West Ham
1,Sat Aug 14 2010,?,Wolves,2-1,?,Stoke City
1,Sat Aug 14 2010,?,Sunderland,2-2,?,Birmingham City
1,Sat Aug 14 2010,?,Blackburn,1-0,?,Everton
1,Sat Aug 14 2010,?,Tottenham,0-0,?,Manchester City
1,Sat Aug 14 2010,?,Chelsea,6-0,?,West Brom
1,Sun Aug 15 2010,?,Liverpool,1-1,?,Arsenal
1,Mon Aug 16 2010,?,Manchester Utd,3-0,?,Newcastle Utd
2,Sat Aug 21 2010,?,West Ham,1-3,?,Bolton
2,Sat Aug 21 2010,?,West Brom,1-0,?,Sunderland
2,Sat Aug 21 2010,?,Stoke City,1-2,?,Tottenham
2,Sat Aug 21 2010,?,Wigan Athletic,0-6,?,Chelsea
2,Sat Aug 21 2010,?,Everton,1-1,?,Wolves
2,Sat Aug 21 2010,?,Birmingham City,2-1,?,Blackburn
2,Sat Aug 21 2010,?,Arsenal,6-0,?,Blackpool
2,Sun Aug 22 2010,?,Newcastle Utd,6-0,?,Aston Villa
2,Sun Aug 22 2010,?,Fulham,2-2,?,Manchester Utd
2,Mon Aug 23 2010,?,Manchester City,3-0,?,Liverpool
3,Sat Aug 28 2010,?,Blackpool,2-2,?,Fulham
3,Sat Aug 28 2010,?,Manchester Utd,3-0,?,West Ham
3,Sat Aug 28 2010,?,Chelsea,2-0,?,Stoke City
3,Sat Aug 28 2010,?,Blackburn,1-2,?,Arsenal
3,Sat Aug 28 2010,?,Tottenham,0-1,?,Wigan Athletic
3,Sat Aug 28 2010,?,Wolves,1-1,?,Newcastle Utd
3,Sun Aug 29 2010,?,Bolton,2-2,?,Birmingham City
3,Sun Aug 29 2010,?,Liverpool,1-0,?,West Brom
3,Sun Aug 29 2010,?,Sunderland,1-0,?,Manchester City
3,Sun Aug 29 2010,?,Aston Villa,1-0,?,Everton
4,Sat Sep 11 2010,?,Newcastle Utd,0-2,?,Blackpool
4,Sat Sep 11 2010,?,West Brom,1-1,?,Tottenham
4,Sat Sep 11 2010,?,Wigan Athletic,1-1,?,Sunderland
4,Sat Sep 11 2010,?,Manchester City,1-1,?,Blackburn
4,Sat Sep 11 2010,?,Arsenal,4-1,?,Bolton
4,Sat Sep 11 2010,?,West Ham,1-3,?,Chelsea
4,Sat Sep 11 2010,?,Fulham,2-1,?,Wolves
4,Sat Sep 11 2010,?,Everton,3-3,?,Manchester Utd
4,Sun Sep 12 2010,?,Birmingham City,0-0,?,Liverpool
4,Mon Sep 13 2010,?,Stoke City,2-1,?,Aston Villa
5,Sat Sep 18 2010,?,Tottenham,3-1,?,Wolves
5,Sat Sep 18 2010,?,Sunderland,1-1,?,Arsenal
5,Sat Sep 18 2010,?,Everton,0-1,?,Newcastle Utd
5,Sat Sep 18 2010,?,West Brom,3-1,?,Birmingham City
5,Sat Sep 18 2010,?,Stoke City,1-1,?,West Ham
5,Sat Sep 18 2010,?,Blackburn,1-1,?,Fulham
5,Sat Sep 18 2010,?,Aston Villa,1-1,?,Bolton
5,Sun Sep 19 2010,?,Wigan Athletic,0-2,?,Manchester City
5,Sun Sep 19 2010,?,Chelsea,4-0,?,Blackpool
5,Sun Sep 19 2010,?,Manchester Utd,3-2,?,Liverpool
6,Sat Sep 25 2010,?,Blackpool,1-2,?,Blackburn
6,Sat Sep 25 2010,?,Birmingham City,0-0,?,Wigan Athletic
6,Sat Sep 25 2010,?,Arsenal,2-3,?,West Brom
6,Sat Sep 25 2010,?,Liverpool,2-2,?,Sunderland
6,Sat Sep 25 2010,?,Fulham,0-0,?,Everton
6,Sat Sep 25 2010,?,Manchester City,1-0,?,Chelsea
6,Sat Sep 25 2010,?,West Ham,1-0,?,Tottenham
6,Sun Sep 26 2010,?,Newcastle Utd,1-2,?,Stoke City
6,Sun Sep 26 2010,?,Wolves,1-2,?,Aston Villa
6,Sun Sep 26 2010,?,Bolton,2-2,?,Manchester Utd
7,Sat Oct 2 2010,?,Stoke City,1-0,?,Blackburn
7,Sat Oct 2 2010,?,Tottenham,2-1,?,Aston Villa
7,Sat Oct 2 2010,?,Birmingham City,0-2,?,Everton
7,Sat Oct 2 2010,?,Sunderland,0-0,?,Manchester Utd
7,Sat Oct 2 2010,?,West Brom,1-1,?,Bolton
7,Sat Oct 2 2010,?,West Ham,1-1,?,Fulham
7,Sat Oct 2 2010,?,Wigan Athletic,2-0,?,Wolves
7,Sun Oct 3 2010,?,Liverpool,1-2,?,Blackpool
7,Sun Oct 3 2010,?,Chelsea,2-0,?,Arsenal
7,Sun Oct 3 2010,?,Manchester City,2-1,?,Newcastle Utd
8,Sat Oct 16 2010,?,Bolton,2-1,?,Stoke City
8,Sat Oct 16 2010,?,Arsenal,2-1,?,Birmingham City
8,Sat Oct 16 2010,?,Wolves,1-1,?,West Ham
8,Sat Oct 16 2010,?,Manchester Utd,2-2,?,West Brom
8,Sat Oct 16 2010,?,Fulham,1-2,?,Tottenham
8,Sat Oct 16 2010,?,Aston Villa,0-0,?,Chelsea
8,Sat Oct 16 2010,?,Newcastle Utd,2-2,?,Wigan Athletic
8,Sun Oct 17 2010,?,Everton,2-0,?,Liverpool
8,Sun Oct 17 2010,?,Blackpool,2-3,?,Manchester City
8,Mon Oct 18 2010,?,Blackburn,0-0,?,Sunderland
9,Sat Oct 23 2010,?,Wigan Athletic,1-1,?,Bolton
9,Sat Oct 23 2010,?,Sunderland,1-0,?,Aston Villa
9,Sat Oct 23 2010,?,West Brom,2-1,?,Fulham
9,Sat Oct 23 2010,?,Birmingham City,2-0,?,Blackpool
9,Sat Oct 23 2010,?,Chelsea,2-0,?,Wolves
9,Sat Oct 23 2010,?,Tottenham,1-1,?,Everton
9,Sat Oct 23 2010,?,West Ham,1-2,?,Newcastle Utd
9,Sun Oct 24 2010,?,Stoke City,1-2,?,Manchester Utd
9,Sun Oct 24 2010,?,Liverpool,2-1,?,Blackburn
9,Sun Oct 24 2010,?,Manchester City,0-3,?,Arsenal
10,Sat Oct 30 2010,?,Fulham,2-0,?,Wigan Athletic
10,Sat Oct 30 2010,?,Blackburn,1-2,?,Chelsea
10,Sat Oct 30 2010,?,Manchester Utd,2-0,?,Tottenham
10,Sat Oct 30 2010,?,Everton,1-0,?,Stoke City
10,Sat Oct 30 2010,?,Wolves,2-1,?,Manchester City
10,Sat Oct 30 2010,?,Arsenal,1-0,?,West Ham
10,Sun Oct 31 2010,?,Aston Villa,0-0,?,Birmingham City
10,Sun Oct 31 2010,?,Bolton,0-1,?,Liverpool
10,Sun Oct 31 2010,?,Newcastle Utd,5-1,?,Sunderland
10,Mon Nov 1 2010,?,Blackpool,2-1,?,West Brom
11,Sat Nov 6 2010,?,Blackburn,2-1,?,Wigan Athletic
11,Sat Nov 6 2010,?,Sunderland,2-0,?,Stoke City
11,Sat Nov 6 2010,?,Blackpool,2-2,?,Everton
11,Sat Nov 6 2010,?,Birmingham City,2-2,?,West Ham
11,Sat Nov 6 2010,?,Fulham,1-1,?,Aston Villa
11,Sat Nov 6 2010,?,Manchester Utd,2-1,?,Wolves
11,Sat Nov 6 2010,?,Bolton,4-2,?,Tottenham
11,Sun Nov 7 2010,?,Liverpool,2-0,?,Chelsea
11,Sun Nov 7 2010,?,West Brom,0-2,?,Manchester City
11,Sun Nov 7 2010,?,Arsenal,0-1,?,Newcastle Utd
12,Tue Nov 9 2010,?,Tottenham,1-1,?,Sunderland
12,Tue Nov 9 2010,?,Stoke City,3-2,?,Birmingham City
12,Wed Nov 10 2010,?,Wolves,0-2,?,Arsenal
12,Wed Nov 10 2010,?,Newcastle Utd,1-2,?,Blackburn
12,Wed Nov 10 2010,?,Aston Villa,3-2,?,Blackpool
12,Wed Nov 10 2010,?,Everton,1-1,?,Bolton
12,Wed Nov 10 2010,?,Manchester City,0-0,?,Manchester Utd
12,Wed Nov 10 2010,?,Chelsea,1-0,?,Fulham
12,Wed Nov 10 2010,?,West Ham,2-2,?,West Brom
12,Wed Nov 10 2010,?,Wigan Athletic,1-1,?,Liverpool
13,Sat Nov 13 2010,?,Wigan Athletic,1-0,?,West Brom
13,Sat Nov 13 2010,?,Newcastle Utd,0-0,?,Fulham
13,Sat Nov 13 2010,?,Manchester City,0-0,?,Birmingham City
13,Sat Nov 13 2010,?,Aston Villa,2-2,?,Manchester Utd
13,Sat Nov 13 2010,?,Wolves,2-3,?,Bolton
13,Sat Nov 13 2010,?,Stoke City,2-0,?,Liverpool
13,Sat Nov 13 2010,?,West Ham,0-0,?,Blackpool
13,Sat Nov 13 2010,?,Tottenham,4-2,?,Blackburn
13,Sun Nov 14 2010,?,Everton,1-2,?,Arsenal
13,Sun Nov 14 2010,?,Chelsea,0-3,?,Sunderland
14,Sat Nov 20 2010,?,Liverpool,3-0,?,West Ham
14,Sat Nov 20 2010,?,Blackpool,2-1,?,Wolves
14,Sat Nov 20 2010,?,Bolton,5-1,?,Newcastle Utd
14,Sat Nov 20 2010,?,West Brom,0-3,?,Stoke City
14,Sat Nov 20 2010,?,Manchester Utd,2-0,?,Wigan Athletic
14,Sat Nov 20 2010,?,Birmingham City,1-0,?,Chelsea
14,Sat Nov 20 2010,?,Arsenal,2-3,?,Tottenham
14,Sun Nov 21 2010,?,Fulham,1-4,?,Manchester City
14,Sun Nov 21 2010,?,Blackburn,2-0,?,Aston Villa
14,Mon Nov 22 2010,?,Sunderland,2-2,?,Everton
15,Sat Nov 27 2010,?,Aston Villa,2-4,?,Arsenal
15,Sat Nov 27 2010,?,Fulham,1-1,?,Birmingham City
